precmz_massql	delta_mass_r2_massql	mass_defect_massql
357.2142	195.1	0.00027994407837088873
357.23538	195.12	0.0003359129770405287
357.23834	195.13	0.0003639027098826947
357.25	195.14	0.000391882435269381
357.28268	195.17	0.00047581371702649423
357.2988	195.19	0.0005317678089039137
357.95667	195.84	-0.00044698147404264487
358.13	196.02	5.584564264376129e-05
358.14001	196.03	8.376612264014047e-05
358.14951	196.04	0.00011168520096535114
358.16254	196.05	0.00013960142230399464
358.168	196.06	0.00016751915302316866
358.18579	196.07	0.000195429304998373
358.20102	196.09	0.000251255565938934
358.20999	196.1	0.00027916586022627205
358.22211	196.11	0.0003070720564959367
358.2276	196.12	0.0003349825641575483
358.2381	196.13	0.0003628871412616231
358.25909	196.15	0.00041869140012610896
358.25742	196.14	0.0003907804617137765
358.29764	196.19	0.0005302853794962136
358.29541	196.18	0.0005023787494235744
358.28159	196.17	0.0004744871205913413
359.13	197.02	5.5690140060730744e-05
359.1673	197.05	0.00013921089141470108
359.1691	197.06	0.00016705223249996248
359.18277	197.07	0.00019488685384322075
359.18826	197.08	0.00022272442868821076
359.20084	197.09	0.00025055620693983737
359.2196	197.11	0.0003062193711033965
359.25772	197.15	0.0004175275621077974
359.29913	197.19	0.0005288072921300916
359.32727	197.21	0.0005844254459173331
360.06873	197.96	-0.00011108990219726117
360.10104	197.99	-2.7769983669002746e-05
360.12872	198.02	5.553569845806864e-05
360.14746	198.04	0.00011106561740013948
360.16504	198.05	0.00013882524522649775
360.18011	198.07	0.00019434721145482792
360.19977	198.09	0.000249861347773774
360.21133	198.1	0.00027761481017266813
360.21777	198.11	0.00030537083165001455
360.23801	198.13	0.0003608725242513844
360.27292	198.16	0.0004441077614159748
360.28	198.17	0.00047185522371485375
360.28857	198.18	0.0004995995293439557
360.69852	198.59	-0.0011366833443064769
360.75027	198.64	-0.0009979202510368562
361.05258	198.94	-0.0001661807817576107
361.14999	199.04	0.0001107573061264436
361.18494	199.07	0.00019380653025010728
361.194	199.08	0.00022148762161058186
361.20114	199.09	0.00024916864880327735
361.21628	199.1	0.0002768424501796938
361.22	199.11	0.00030452355904992426
361.23322	199.12	0.0003321953612129154
361.27411	199.16	0.000442877016567826
361.28409	199.17	0.000470543831586903
362.08438	199.97	-8.285361550255534e-05
362.18051	200.07	0.0001932737904642996
362.19257	200.08	0.00022087697712852726
362.19888	200.09	0.0002484822702930595
362.21152	200.1	0.0002760817767474494
362.21768	200.11	0.0003036847897651314
362.23206	200.12	0.0003312793461738438
362.24017	200.13	0.00035887792345060864
362.25363	200.14	0.0003864695572546405
363.21542	201.1	0.00027531870755926143
364.12	202.01	2.7463473580113436e-05
364.14999	202.04	0.00010984484717407803
364.19	202.08	0.00021966555918617343
364.20911	202.1	0.00027456754170699987
364.2493	202.14	0.00038435214563208866
364.3063	202.19	0.0005215391553755665
365.10434	202.99	-2.7389430648758944e-05
365.10999	203.0	0.0
365.17001	203.06	0.00016430703058009137
365.17996	203.07	0.0001916863126881146
365.19211	203.08	0.00021906278314723858
365.23001	203.12	0.00032856007642965746
365.28	203.17	0.0004653964082347446
365.31689	203.2	0.0005474698966149324
365.97955	203.87	-0.0003552111040083946
366.05841	203.95	-0.00013659022340181004
366.15424	204.04	0.00010924357997327039
366.17557	204.06	0.00016385582467995415
366.20001	204.09	0.00024576733353995106
366.21219	204.1	0.00027306573273815467
366.22757	204.12	0.00032766511816683964
366.22726	204.11	0.00030035994589811156
366.2641	204.15	0.0004095405473809901
366.26999	204.16	0.0004368362256487259
367.117	205.0	0.0
367.11761	205.01	2.723922723290475e-05
367.17288	205.06	0.00016341076170985796
367.20999	205.1	0.00027232374587628813
367.22321	205.11	0.0002995453364726419
367.24591	205.13	0.0003539862431687679
367.24786	205.14	0.0003812139300144223
367.33261	205.22	0.0005989122501266601
368.13351	206.02	5.432811590558608e-05
368.15594	206.04	0.00010864961190084844
368.1705	206.06	0.00016296797271916753
368.18726	206.07	0.00019012064676000246
368.18954	206.08	0.00021727939365146686
368.19775	206.09	0.0002444338673987101
368.20999	206.1	0.00027158415772476544
368.23999	206.13	0.0003530306417833529
368.28021	206.17	0.00046160503709929865
368.27478	206.16	0.00043445820536501734
368.28748	206.18	0.0004887486264806146
368.2977	206.19	0.0005158870120557303
368.59216	206.48	0.0013022523322253783
369.14999	207.04	0.00010835703937034386
369.14514	207.03	8.126884726154362e-05
369.17212	207.06	0.00016252581587147553
369.18863	207.08	0.0002166913970238263
369.1821	207.07	0.0001896083260807964
369.20367	207.09	0.00024376789103966223
369.22375	207.11	0.0002979223302943368
369.25598	207.14	0.00037914077925017316
369.26163	207.15	0.0004062160479549572
369.2771	207.16	0.00043327896584975504
369.28314	207.17	0.00046035137157896645
369.31107	207.2	0.0005415488899371163
369.34775	207.24	0.0006497941303284211
370.20132	208.09	0.00024311096459624565
370.23001	208.12	0.000324122833802707
370.22223	208.11	0.00029711884129706
370.23785	208.13	0.00035112563450764275
370.25769	208.15	0.0004051232534832853
370.28546	208.17	0.0004591052535521851
370.29001	208.18	0.00048610547176254317
370.29999	208.19	0.0005130975023790785
371.05414	208.94	-0.00016170147030296515
371.1489	209.04	0.00010777345696024437
371.16248	209.05	0.00013471189221499804
371.16748	209.06	0.000161652093012034
371.18036	209.07	0.0001885875642773588
371.19882	209.09	0.00024245766729539552
371.21304	209.1	0.0002693870883414934
371.21918	209.11	0.0002963208959192616
371.23883	209.13	0.0003501788861903143
371.25803	209.15	0.00040403166498514703
371.25467	209.14	0.0003770996335210716
371.27914	209.17	0.0004578765184599046
371.2977	209.19	0.0005117187636766877
371.29001	209.18	0.00048479623785193364
371.31506	209.2	0.0005386261467552343
371.3273	209.21	0.0005655388117168007
372.078	209.97	-8.062825536581346e-05
372.14697	210.03	8.061331253080238e-05
372.16461	210.05	0.00013434915265052034
372.1806	210.07	0.0001880807328484966
372.19	210.08	0.00021494398022518741
372.20105	210.09	0.0002418047987774441
372.20779	210.1	0.0002686671334847514
372.21875	210.11	0.0002955251448241488
372.23877	210.13	0.0003492382053594134
372.23746	210.12	0.00032237486254071404
372.28	210.17	0.00045664553561831824
372.27411	210.16	0.0004297908334264679
372.31183	210.2	0.00053718411257571
372.30661	210.19	0.0005103320620603479
372.32373	210.21	0.0005640252905717505
372.34659	210.23	0.0006177040590058573
372.34888	210.24	0.0006445567930807502
373.12839	211.02	5.3600853046883486e-05
373.1619	211.05	0.0001339900992036201
373.17999	211.07	0.00018757704559666552
373.19907	211.09	0.00024115815722692828
373.21277	211.1	0.0002679436719166772
373.22842	211.12	0.00032151892398763344
373.23828	211.13	0.00034830296613733044
373.2558	211.14	0.0003750778956415047
373.27374	211.16	0.00042863985020750886
373.29486	211.18	0.0004821925488071462
373.31381	211.2	0.0005357423021666105
373.32135	211.21	0.0005625180558251168
374.16284	212.05	0.00013363165620618918
374.16879	212.06	0.00016035543744843676
374.21408	212.1	0.0002672267168568171
374.21783	212.11	0.0002939464429046944
374.23587	212.12	0.000320653388997705
374.25342	212.14	0.00037407807789702056
374.26001	212.15	0.00040079088332201367
374.28967	212.18	0.0004809109479297327
374.31686	212.2	0.0005343066833804617
375.12872	213.02	5.331503277064532e-05
375.16537	213.05	0.00013327456102894404
375.1991	213.09	0.00023987264361775764
375.21619	213.1	0.0002665130201337909
375.22479	213.11	0.00029315760293986345
375.28976	213.18	0.0004796293935651397
375.31805	213.21	0.0005595254478168795
376.10596	213.99	-2.6588251885162644e-05
376.12448	214.01	2.6586942705752374e-05
376.15976	214.05	0.00013292224559057397
376.19006	214.08	0.00021265846311838358
376.22327	214.11	0.00029237957556430157
376.23236	214.12	0.0003189518307250459
376.25208	214.14	0.00037209096624791116
376.25897	214.15	0.00039866159204126266
376.26907	214.16	0.00042522761703479
377.17014	215.06	0.00015907940114241883
377.20303	215.09	0.00023859829545908845
378.17554	216.06	0.00015865648000397452
378.22751	216.12	0.0003172693599151594
379.19019	217.08	0.00021097592213557137
379.22974	217.12	0.0003164308790761098
379.24808	217.14	0.00036915150631741195
380.09	217.98	-5.261911652506047e-05
380.10001	217.99	-2.6308865395691268e-05
380.19061	218.08	0.00021042076762498819
380.2066	218.09	0.00023671340792086044
380.20865	218.1	0.0002630134795723199
380.22137	218.11	0.0002893051487348374
380.22839	218.12	0.00031559978990523184
380.24319	218.13	0.00034188646481741184
380.27716	218.16	0.0004207457529134713
380.2796	218.17	0.00044703949409851984
381.13156	219.02	5.2475318496348695e-05
381.18817	219.08	0.00020987010168760617
381.20944	219.1	0.0002623229896930001
381.26147	219.15	0.00039343078648887783
381.30878	219.2	0.0005245092966387729
382.15424	220.04	0.00010466977940632568
382.18576	220.07	0.00018315700721029788
382.19	220.08	0.00020931997174183654
382.20392	220.09	0.00023547639176490763
382.20779	220.1	0.0002616377860848789
382.22284	220.11	0.000287790232525125
382.25397	220.14	0.00036624864877135576
382.25937	220.15	0.0003924037231579325
382.27179	220.16	0.0004185503722364566
382.27979	220.17	0.00044470046402397443
382.29559	220.18	0.0004708398545743277
382.30627	220.19	0.0004969837402875912
382.3186	220.21	0.0005492801030345057
382.31662	220.2	0.0005231266168862569
382.33081	220.22	0.0005754179214591649
383.11707	221.0	0.0
383.16794	221.06	0.00015658930128653842
383.20395	221.09	0.00023486187968574805
383.20874	221.1	0.00026095438219909684
383.22269	221.11	0.00028703937128569723
383.24274	221.13	0.0003392106005713127
383.27554	221.16	0.00041745424192735233
383.32727	221.21	0.0005478347522731894
383.33026	221.22	0.0005739176448005928
384.08188	221.97	-7.810834502268405e-05
384.16507	222.05	0.00013015238475484346
384.17014	222.06	0.00015618080051719343
384.17813	222.07	0.00018220714437855475
384.20294	222.09	0.00023425120068056588
384.21259	222.1	0.0002602725746181153
384.23999	222.13	0.0003383302190904061
384.23743	222.12	0.0003123068983675134
384.24786	222.14	0.00036434815798319956
384.27469	222.16	0.0004163688220007323
384.2858	222.17	0.00044237908348418675
384.2883	222.18	0.0004683983353123341
384.31079	222.2	0.0005204121383112575
384.34872	222.24	0.0006244329368392565
384.39374	222.28	0.0007284197708318589
385.14658	223.03	7.789242215262859e-05
385.15485	223.04	0.0001038543328741467
385.1662	223.05	0.0001298140906445357
385.17767	223.07	0.00018173431497208335
385.21924	223.11	0.0002855516770138834
385.229	223.12	0.00031150302806903053
385.25598	223.14	0.0003633947486032179
385.25824	223.15	0.00038934923234868564
385.27795	223.17	0.0004412398892799017
385.26999	223.16	0.00041529318180218654
385.31061	223.2	0.000519061751245284
385.34204	223.23	0.0005968723267256015
386.18066	224.07	0.00018126231386106486
386.20126	224.09	0.00023303911540838425
386.20938	224.1	0.0002589269064360744
386.22	224.11	0.0002848117653151407
386.23001	224.12	0.00031069569140938726
386.23819	224.13	0.0003365798705715648
386.25333	224.14	0.00036245642205851367
386.25946	224.15	0.00038834000337494826
386.26898	224.16	0.0004142191278212312
386.28644	224.17	0.0004400879306040033
386.28882	224.18	0.00046597258496895364
386.30618	224.19	0.0004918378473779471
386.32709	224.21	0.0005435808293951324
386.32816	224.22	0.0005694640535652355
387.14001	225.03	7.749134479797409e-05
387.15479	225.04	0.00010331784865684354
387.16232	225.05	0.0001291447990083626
387.17081	225.06	0.00015497036049799898
387.17889	225.07	0.00018079498084204223
387.19287	225.08	0.0002066153749164144
387.20001	225.09	0.00023243801052588663
387.21301	225.1	0.0002582557853621559
387.25015	225.14	0.00036152342355448114
387.27155	225.16	0.0004131467958335607
387.28857	225.18	0.0004647697193852295
387.32776	225.22	0.0005679944034995035
388.14273	226.03	7.729115524075676e-05
388.16034	226.05	0.0001288127478454171
388.19669	226.08	0.000206081097703364
388.21066	226.1	0.0002575921021849176
388.22495	226.11	0.00028334088265067367
388.22983	226.12	0.0003090952593725334
388.25	226.14	0.0003605924018029269
388.26938	226.16	0.00041208503230410955
388.30457	226.19	0.000489306628557057
388.31	226.2	0.0005150524065823405
389.1781	227.07	0.00017986623604974994
389.19427	227.08	0.00020555287209139155
389.20963	227.1	0.00025693095003840043
389.2298	227.12	0.0003083011629633819
389.26993	227.16	0.00041102584008992577
389.28928	227.18	0.0004623810858598696
389.30777	227.2	0.0005137323614167491
390.12106	228.01	2.563306887352071e-05
390.13904	228.03	7.689566263350915e-05
390.19037	228.08	0.0002050281251175228
390.20001	228.09	0.0002306509423205894
390.21225	228.1	0.0002562707859632657
390.23145	228.12	0.00030750981244593315
390.24063	228.13	0.0003331277934847416
390.24857	228.14	0.0003587457091770672
390.26056	228.15	0.00038435859365344445
390.26999	228.16	0.00040997259358834274
390.28314	228.17	0.00043558120394334094
390.28836	228.18	0.0004611974592324681
391.16003	229.05	0.0001278249211710393
391.20947	229.1	0.0002556175340029328
391.24628	229.13	0.00033227152984047654
391.28543	229.17	0.0004344654489179101
392.21033	230.1	0.0002549652376570355
392.22037	230.11	0.0002804545822034017
392.22812	230.12	0.00030594440806539966
392.24707	230.13	0.0003314237630889007
392.25626	230.14	0.0003569095366380803
392.26648	230.15	0.0003823931119477904
392.29001	230.18	0.0004588442106899608
392.27353	230.16	0.0004078786554881656
392.28012	230.17	0.0004333637911602237
392.30078	230.19	0.00048432225905846465
392.31631	230.2	0.0005097927231217806
393.05017	230.94	-0.00015265226828423017
393.13281	231.02	5.0873393141646535e-05
393.17026	231.06	0.00015260564214598091
393.20389	231.09	0.00022888888510234068
393.20959	231.1	0.0002543172967881946
393.22397	231.11	0.00027973879618786626
393.24048	231.13	0.0003305865154065407
393.2601	231.15	0.00038142694872936685
393.28235	231.17	0.0004322594187102154
393.29913	231.19	0.00048309285606606283
393.30893	231.2	0.0005085061251977896
394.22	232.11	0.0002790320125818417
394.25757	232.15	0.00038046194014741604
394.29471	232.18	0.00045651132372535966
394.29999	232.19	0.0004818666112570729
395.14859	233.04	0.00010122774321424768
395.17999	233.07	0.00017713447485029083
395.1998	233.09	0.0002277329087717236
395.24121	233.13	0.00032891307057782626
395.27719	233.16	0.0004047792385894986
395.29886	233.19	0.0004806489955473126
395.36386	233.25	0.000632328913421677
396.16827	234.06	0.00015145079640023235
396.18634	234.07	0.0001766845368772512
396.22009	234.11	0.0002776234794152251
396.23947	234.13	0.0003280844283382356
396.24902	234.14	0.0003533131766483268
396.27029	234.16	0.00040376481416256715
396.31018	234.2	0.000504655217284574
396.33221	234.22	0.0005550898828031133
397.12576	235.01	2.5180940163616947e-05
397.1785	235.07	0.00017624317529773938
397.20236	235.09	0.00022658475644506094
397.23178	235.12	0.00030209063333252073
397.25653	235.14	0.00035241711445243293
397.29263	235.18	0.00045306654694300983
397.30624	235.19	0.0004782205283259526
397.31039	235.2	0.0005033847717901076
397.32111	235.21	0.0005285397496247002
397.34198	235.23	0.0005788464636935412
397.38168	235.27	0.0006794475276263622
398.23721	236.12	0.00030132794471919024
398.24039	236.13	0.00032643600012544045
398.25366	236.14	0.0003515347479794319
398.26001	236.15	0.00037663836748260435
398.27502	236.16	0.0004017324511087755
398.28156	236.17	0.00042683372034594695
398.2905	236.18	0.0004519314420002657
398.32733	236.21	0.0005272045982885682
398.32938	236.22	0.0005523067367011663
398.33884	236.23	0.0005773978756377102
398.76254	236.65	-0.0008777153440741809
399.09897	236.99	-2.505644151372003e-05
399.11963	237.01	2.505514449387244e-05
399.14133	237.03	7.516134698454088e-05
399.17902	237.07	0.00017535991746257904
399.19858	237.09	0.00022545170376107903
399.21396	237.1	0.00025049224230534
399.21872	237.11	0.0002755381811755061
399.22748	237.12	0.0003005805111411783
399.23782	237.13	0.00032562045349309707
399.25058	237.14	0.00035065697337242777
399.27213	237.16	0.00040072919690136295
399.28	237.17	0.00042576637948303826
399.2886	237.18	0.0004508017509140177
399.33682	237.22	0.0005509133868497247
399.32153	237.21	0.0005258920048713826
399.35751	237.24	0.0006009652854656698
399.3577	237.25	0.0006260052078625253
399.76382	237.65	-0.0008755169489825125
399.76895	237.66	-0.0008504912650169639
400.13806	238.03	7.49741226815593e-05
400.17929	238.07	0.00017492159576771996
400.20047	238.09	0.00022488729211138462
400.23132	238.12	0.0002998266102712915
400.24863	238.14	0.0003497825838903842
400.259	238.15	0.00037475734461937316
400.26782	238.16	0.0003997323591988899
400.28052	238.17	0.00042470215637770104
400.29794	238.19	0.00047464645958457277
400.32114	238.21	0.0005245788418768191
400.34381	238.23	0.0005745061975605161
400.33722	238.22	0.0005495367130740401
400.34766	238.24	0.0005994789628594534
400.37421	238.26	0.0006493924771028356
400.37811	238.27	0.0006743625419481855
400.76425	238.65	-0.0008733313912106539
401.21454	239.1	0.0002492432103781541
401.23032	239.12	0.0002990800894608477
401.2579	239.15	0.0003738244156688396
401.26822	239.16	0.0003987357882465663
401.2778	239.17	0.00042364666074222766
401.28967	239.18	0.00044855378410315624
401.3053	239.19	0.00047345499797784316
401.33725	239.22	0.0005481674078346799
401.33789	239.23	0.0005730831943128763
401.35245	239.24	0.000597978161090107
401.76422	239.65	-0.0008711577153385991
402.11234	240.0	0.0
402.20999	240.1	0.0002486263456558956
402.22247	240.11	0.00027348049451343095
402.23322	240.12	0.000298334384216213
402.24991	240.14	0.0003480423401461702
402.26431	240.15	0.0003728891583745167
402.28458	240.17	0.00042258641879832303
402.3212	240.21	0.0005219710022738249
402.34521	240.23	0.0005716484110746335
402.35742	240.24	0.000596484588254913
403.16226	241.05	0.00012401954488500827
403.27957	241.17	0.00042154379404835086
403.28891	241.18	0.0004463301507596795
403.34958	241.24	0.000595017354424936
403.55405	241.44	0.0010903124377019578
404.21909	242.11	0.0002721296512740495
404.3002	242.19	0.00046994782589768126
405.20526	243.09	0.00022210965375919208
406.11713	244.0	0.0
406.23999	244.13	0.0003200078849942751
406.23682	244.12	0.0002953941988813435
406.25842	244.15	0.0003692231166556639
406.29572	244.18	0.00044302706412956263
407.17776	245.07	0.00017191508691435697
407.18878	245.08	0.0001964690677380956
407.22342	245.11	0.0002701219885634614
407.23737	245.12	0.0002946684387044454
407.23859	245.13	0.00031922318560231595
407.27963	245.17	0.0004174036398530108
408.15048	246.04	9.800306984814042e-05
408.20523	246.09	0.00022047733195383954
408.24005	246.13	0.0003184400942533577
408.2515	246.14	0.00034292586800045157
408.28	246.17	0.0004163809150582627
408.27383	246.16	0.00039189384242432733
408.31079	246.2	0.0004898229605932986
409.23444	247.12	0.00029323045245166696
409.25583	247.14	0.0003420843143517011
409.25861	247.15	0.00036651641855502
410.17438	248.06	0.00014627924835286464
410.22043	248.11	0.0002681485171277638
410.23843	248.13	0.00031688888824968315
410.25412	248.14	0.0003412519050387266
410.26001	248.15	0.00036562179189730354
410.28992	248.18	0.0004387141658269519
410.32556	248.21	0.0005117887367289719
411.10507	248.99	-2.432468176563939e-05
411.19	249.08	0.0001945572606338007
411.21509	249.1	0.0002431817373238767
411.23001	249.12	0.00029180749722036226
411.23776	249.13	0.00031611883111121766
411.29077	249.18	0.00043764658273271444
411.35873	249.25	0.0006077420552129768
411.74954	249.64	-0.0008743179166636436
412.13	250.02	4.8528376968457115e-05
412.19	250.08	0.00019408525194694801
412.20032	250.09	0.00021834044185119365
412.23291	250.12	0.0002910975739418877
412.26944	250.16	0.00038809570750622844
412.29999	250.19	0.00046082950426459563
412.31	250.2	0.0004850719119109132
412.3204	250.21	0.0005093126607366697
412.34198	250.23	0.0005577894348763368
412.4252	250.31	0.0007516514509782677
413.19	251.08	0.0001936155279653731
413.26663	251.15	0.0003629618002305332
413.26773	251.16	0.000387158223072478
413.28696	251.17	0.000411336471878976
413.28818	251.18	0.0004355314492662404
413.31274	251.2	0.00048389507664338785
413.30505	251.19	0.00045970887604687564
413.32385	251.21	0.0005080761731993157
413.3454	251.23	0.0005564353685803442
413.37378	251.26	0.0006289707102370908
413.37836	251.27	0.0006531546547332818
414.13101	252.02	4.8293896175536896e-05
414.20081	252.09	0.00021728591018449099
414.2114	252.1	0.00024142261656727532
414.25	252.14	0.0003379601689800516
414.28558	252.17	0.00041034496059454324
414.29636	252.18	0.00043447159419891313
414.29776	252.19	0.0004586073552509619
414.31839	252.21	0.0005068565747226618
414.33719	252.22	0.000530968509005911
414.35767	252.25	0.0006033434834209778
414.35522	252.24	0.0005792131688361718
415.19534	253.08	0.00019268038990999395
415.20706	253.09	0.00021675932003661837
415.20859	253.1	0.00024084280144588124
415.23022	253.12	0.0002889963066753777
415.2663	253.15	0.0003612139968979079
415.26788	253.16	0.0003852934640646818
415.28149	253.17	0.00040936088916457
415.30316	253.19	0.00045749712089837634
415.32739	253.21	0.0005056252129193983
415.35876	253.25	0.0006018893161179506
416.15497	254.04	9.611803987344437e-05
416.18896	254.08	0.00019222037989670006
416.20999	254.1	0.00024026333438078773
416.2467	254.13	0.00031231478832143407
416.26428	254.15	0.0003603479981515726
416.28006	254.17	0.00040837891682822254
416.30063	254.19	0.00045640094275139033
416.29752	254.18	0.0004323830706462215
416.32126	254.21	0.0005044181505407818
416.31552	254.2	0.00048040486215836643
416.33832	254.23	0.0005524353367232441
416.33615	254.22	0.0005284191632170276
417.13528	255.02	4.794607639039841e-05
417.21133	255.1	0.00023968668348482846
417.22617	255.11	0.0002636459740768745
417.26123	255.15	0.0003594870292646304
417.29639	255.18	0.0004313480881059307
417.33606	255.22	0.0005271531053415295
417.34103	255.23	0.0005511080470568392
418.17056	256.06	0.00014348212365787363
418.18884	256.08	0.00019130113563045842
418.23511	256.12	0.00028691995753298797
418.23999	256.13	0.000310826327248132
418.26199	256.15	0.0003586268979401577
418.27927	256.17	0.00040642702661314274
418.2962	256.18	0.00043031708153219375
418.30746	256.2	0.0004781172202857406
419.22095	257.11	0.0002623914668387008
419.31573	257.2	0.00047696755855066217
419.35297	257.24	0.0005723102426102028
420.13278	258.02	4.7603997955079364e-05
420.23773	258.13	0.00030934871078804716
420.24908	258.14	0.000333135767959293
420.27472	258.16	0.00038070336469446704
420.2775	258.17	0.00040449464936860986
420.29541	258.18	0.00042827020166603014
420.31088	258.2	0.0004758382652383127
420.33298	258.22	0.0005233945716085073
421.18164	259.07	0.0001661990774336535
421.20126	259.09	0.0002136745744777093
421.23676	259.12	0.0002848754225533511
421.2504	259.14	0.0003323438980710436
421.29584	259.18	0.0004272532100008555
421.31696	259.2	0.0004747019915836966
421.34018	259.23	0.0005458772054448218
422.25458	260.14	0.00033155353815223594
422.32175	260.21	0.0004972512071660518
422.32782	260.22	0.0005209223488995522
422.34738	260.23	0.0005445754156211841
422.34906	260.24	0.0005682503472364993
423.19141	261.08	0.00018903975390233957
423.21591	261.1	0.00023628601297154148
423.26999	261.16	0.00037800931740997044
423.28891	261.18	0.00042524147396161836
423.32001	261.21	0.0004960786049305336
423.33008	261.22	0.0005196890332008235
423.36194	261.25	0.000590511277419033
424.11838	262.01	2.3578322637163012e-05
424.24976	262.14	0.00032999429392720545
424.26907	262.16	0.0003771191710958921
424.28378	262.17	0.00040067522732077084
424.30627	262.19	0.0004477897533779026
424.32578	262.21	0.0004949027607985061
424.32867	262.22	0.000518466027761045
424.33759	262.23	0.0005420212713184759
424.36404	262.25	0.0005891168346875009
424.77655	262.66	-0.0008004208330237981
424.89755	262.79	-0.0004942367871972421
425.02441	262.91	-0.00021175254381266005
425.19452	263.08	0.00018814917934498329
425.20145	263.09	0.00021166437696761142
425.21469	263.1	0.00023517531814346002
425.22958	263.12	0.0002822004997865025
425.2662	263.15	0.0003527202491050952
425.26825	263.16	0.0003762331187433461
425.2872	263.17	0.00039972987665750563
425.28781	263.18	0.00042324279174615144
425.30411	263.19	0.000446739158010953
425.34201	263.23	0.0005407413201438018
425.33698	263.22	0.0005172369446927171
425.37396	263.26	0.000611226883751866
425.37781	263.27	0.0006347298651990846
425.41034	263.3	0.0007052014767671406
425.44891	263.34	0.0007991558845455145
426.17999	264.07	0.00016424985133627035
426.2153	264.1	0.00023462320568975992
426.24814	264.14	0.00032844718102461717
426.26251	264.15	0.0003518958305762739
426.26797	264.16	0.00037535074474402805
426.28378	264.17	0.00039879537523106304
426.28885	264.18	0.0004222489047039509
426.29846	264.19	0.00044569712965887267
426.31369	264.2	0.0004691381128295191
426.32001	264.21	0.0004925877159741564
426.34393	264.23	0.0005394705631202916
426.35727	264.24	0.0005629081919959031
426.3577	264.25	0.0005863621086238151
426.36865	264.26	0.0006098009316585328
426.39374	264.28	0.0006566700533642279
427.21039	265.1	0.00023407670398658314
427.24612	265.13	0.0003042742670196641
427.26624	265.15	0.0003510691600627685
427.28079	265.17	0.0003978648326315253
427.30219	265.19	0.00044465019006805867
427.31311	265.2	0.0004680408705456957
427.32254	265.21	0.0004914320690876254
427.328	265.22	0.0005148270181219749
427.34949	265.24	0.0005616012318161632
427.36197	265.25	0.0005849841996937631
427.38797	265.28	0.0006551424458670952
427.87839	265.77	-0.0005375359106124012
428.06903	265.96	-9.344287298714524e-05
428.22763	266.12	0.0002802247953967953
428.24661	266.13	0.0003035634070751791
428.25043	266.14	0.0003269115223071378
428.2641	266.15	0.00035025116511044766
428.28046	266.17	0.00039693615720879706
428.30164	266.19	0.0004436125904164124
428.31	266.2	0.0004669515070859626
428.33701	266.22	0.0005136142683538536
428.32639	266.21	0.0004902803210420435
428.3378	266.23	0.0005369593811240058
428.35934	266.25	0.0005836221523732855
428.37	266.26	0.000606951934075661
428.38	266.27	0.000630281525748125
428.38849	266.28	0.0006536123321146484
428.39886	266.29	0.0006769392430223097
429.15988	267.05	0.00011650669675835349
429.18549	267.07	0.00016309964253449755
429.19	267.08	0.000186397632750027
429.20633	267.09	0.00020968935849565638
429.21176	267.1	0.0002329852285501747
429.2236	267.11	0.0002562766818972993
429.2403	267.13	0.00030286065870328453
429.26279	267.15	0.00034943629751830405
429.25232	267.14	0.0003261484993254931
429.28259	267.17	0.00039600953768009994
429.29211	267.18	0.00041929491785909327
429.30594	267.19	0.00044257482204881145
429.31879	267.21	0.0004891470042575577
429.33197	267.22	0.0005124239874333777
429.36511	267.25	0.000582255041635777
429.37637	267.26	0.0006055293634346737
429.39902	267.29	0.0006753625101427117
429.41	267.3	0.0006986330080808816
430.22769	268.12	0.00027892207495989986
430.2626	268.15	0.00034862430524981085
430.27979	268.17	0.0003950917611073853
430.29059	268.18	0.00041832195307828327
430.30478	268.19	0.00044154750035544044
430.31482	268.2	0.00046477599818660353
430.32001	268.21	0.00048800891225109314
430.35339	268.24	0.0005576812117130275
430.37866	268.27	0.000627354525431121
430.38852	268.28	0.0006505749735145647
431.13	269.02	4.638972003799738e-05
431.2179	269.11	0.00025509145144488125
431.26517	269.15	0.0003478138519741283
431.2738	269.16	0.00037099401818525726
431.31616	269.2	0.0004636969781053152
431.3866	269.27	0.0006258887040069901
432.24094	270.13	0.0003007581836185981
432.27032	270.16	0.00037013875946890134
432.27911	270.17	0.00039326443510077534
432.29517	270.18	0.0004163821677674697
432.33148	270.22	0.000508868796692823
433.11295	271.0	0.0
433.20621	271.09	0.00020775325450661243
433.23679	271.12	0.00027698478700297947
433.23761	271.13	0.000300066284642267
433.25024	271.14	0.0003231388862011625
434.15945	272.05	0.0001151650620526891
434.22025	272.11	0.00025332766032909253
434.27496	272.16	0.00036843017612626114
435.13272	273.02	4.596298802807063e-05
435.21982	273.11	0.0002527458423194367
435.25269	273.14	0.00032165223378627795
435.259	273.15	0.0003446223972392926
435.2688	273.16	0.00036758894733558895
435.3259	273.21	0.00048239721091710726
436.23279	274.12	0.0002750824852024639
436.26962	274.16	0.0003667456835523524
436.28226	274.17	0.0003896559993065405
436.30667	274.19	0.00043547351682704673
436.34186	274.23	0.0005271096383006164
437.1947	275.08	0.00018298483490303995
437.25256	275.14	0.0003201810871044102
437.30081	275.19	0.0004344835309131893
438.21796	276.11	0.00025101664021258657
438.28119	276.17	0.00038787884097881526
438.29001	276.18	0.00041068697869706594
438.32047	276.21	0.00047910151218805624
438.35715	276.24	0.0005474987689832574
438.35776	276.25	0.0005703104240700564
439.23007	277.12	0.00027320533860535675
