scan	delta_mass_r2	repository
7123	98.07	GNPS/MassIVE
7124	98.07	GNPS/MassIVE
7125	98.07	GNPS/MassIVE
7126	98.07	GNPS/MassIVE
7127	98.07	GNPS/MassIVE
7128	98.07	GNPS/MassIVE
7129	98.07	GNPS/MassIVE
7130	98.07	GNPS/MassIVE
7131	98.07	GNPS/MassIVE
7132	98.07	GNPS/MassIVE
7133	98.07	GNPS/MassIVE
7134	98.07	GNPS/MassIVE
7135	98.07	GNPS/MassIVE
7136	98.07	GNPS/MassIVE
7137	98.07	GNPS/MassIVE
7138	98.07	GNPS/MassIVE
7139	98.07	GNPS/MassIVE
7140	98.07	GNPS/MassIVE
7141	98.07	GNPS/MassIVE
7142	98.07	GNPS/MassIVE
7143	98.07	GNPS/MassIVE
7144	98.07	GNPS/MassIVE
7145	98.07	GNPS/MassIVE
7146	98.07	GNPS/MassIVE
7147	98.07	GNPS/MassIVE
7148	98.07	GNPS/MassIVE
7149	98.07	GNPS/MassIVE
7150	98.07	GNPS/MassIVE
7151	98.07	GNPS/MassIVE
7152	98.07	GNPS/MassIVE
7153	98.07	GNPS/MassIVE
7154	98.07	GNPS/MassIVE
7155	98.07	GNPS/MassIVE
7156	98.07	GNPS/MassIVE
7157	98.07	GNPS/MassIVE
7158	98.07	GNPS/MassIVE
7159	98.07	GNPS/MassIVE
7160	98.07	GNPS/MassIVE
7161	98.07	GNPS/MassIVE
7162	98.07	GNPS/MassIVE
7163	98.07	GNPS/MassIVE
7164	98.07	GNPS/MassIVE
7165	98.07	GNPS/MassIVE
7166	98.07	GNPS/MassIVE
7167	98.07	GNPS/MassIVE
7168	98.07	GNPS/MassIVE
7169	98.07	GNPS/MassIVE
7170	98.07	GNPS/MassIVE
7171	98.07	GNPS/MassIVE
7172	98.07	GNPS/MassIVE
7173	98.07	GNPS/MassIVE
7174	98.07	GNPS/MassIVE
7175	98.07	GNPS/MassIVE
7176	98.07	GNPS/MassIVE
7177	98.07	GNPS/MassIVE
7178	98.07	GNPS/MassIVE
7179	98.07	GNPS/MassIVE
7180	98.07	GNPS/MassIVE
7181	98.07	GNPS/MassIVE
7182	98.07	GNPS/MassIVE
7183	98.07	GNPS/MassIVE
7184	98.07	GNPS/MassIVE
7185	98.07	GNPS/MassIVE
7186	98.07	GNPS/MassIVE
7187	98.07	GNPS/MassIVE
7188	98.07	GNPS/MassIVE
7189	98.07	GNPS/MassIVE
7190	98.07	GNPS/MassIVE
7191	98.07	GNPS/MassIVE
7192	98.07	GNPS/MassIVE
7193	98.07	GNPS/MassIVE
7194	98.07	GNPS/MassIVE
7195	98.07	GNPS/MassIVE
7196	98.07	GNPS/MassIVE
7197	98.07	GNPS/MassIVE
7198	98.08	GNPS/MassIVE
7199	98.07	GNPS/MassIVE
7200	98.07	GNPS/MassIVE
7201	98.07	GNPS/MassIVE
7202	98.07	GNPS/MassIVE
7203	98.07	GNPS/MassIVE
7204	98.07	GNPS/MassIVE
7205	98.07	GNPS/MassIVE
7206	98.07	GNPS/MassIVE
7207	98.07	GNPS/MassIVE
7208	98.07	GNPS/MassIVE
7209	98.07	GNPS/MassIVE
7210	98.07	GNPS/MassIVE
7211	98.07	GNPS/MassIVE
7212	98.07	GNPS/MassIVE
7213	98.07	GNPS/MassIVE
7214	98.07	GNPS/MassIVE
7215	98.07	GNPS/MassIVE
7216	98.07	GNPS/MassIVE
7217	98.07	GNPS/MassIVE
7218	98.07	GNPS/MassIVE
7219	98.07	GNPS/MassIVE
7220	98.07	GNPS/MassIVE
7221	98.07	GNPS/MassIVE
7222	98.07	GNPS/MassIVE
7223	98.07	GNPS/MassIVE
7224	98.07	GNPS/MassIVE
7225	98.08	MetaboLights
7226	98.08	GNPS/MassIVE
7227	98.08	GNPS/MassIVE
7228	98.08	GNPS/MassIVE
7229	98.08	GNPS/MassIVE
7230	98.08	GNPS/MassIVE
7231	98.08	Metabolomics Workbench
7232	98.09	GNPS/MassIVE
7233	98.09	GNPS/MassIVE
7234	98.09	GNPS/MassIVE
7235	98.09	GNPS/MassIVE
7236	98.09	GNPS/MassIVE
7237	98.09	GNPS/MassIVE
7238	98.09	GNPS/MassIVE
7239	98.09	GNPS/MassIVE
7240	98.09	GNPS/MassIVE
7241	98.09	GNPS/MassIVE
7242	98.09	GNPS/MassIVE
7243	98.09	GNPS/MassIVE
7244	98.09	GNPS/MassIVE
7245	98.09	GNPS/MassIVE
7246	98.09	GNPS/MassIVE
7247	98.09	GNPS/MassIVE
7248	98.09	GNPS/MassIVE
7249	98.09	GNPS/MassIVE
7250	98.09	GNPS/MassIVE
7251	98.09	GNPS/MassIVE
7252	98.09	GNPS/MassIVE
7253	98.09	GNPS/MassIVE
7254	98.09	GNPS/MassIVE
7255	98.09	GNPS/MassIVE
7256	98.09	GNPS/MassIVE
7257	98.09	GNPS/MassIVE
7258	98.09	GNPS/MassIVE
7259	98.09	GNPS/MassIVE
7260	98.09	GNPS/MassIVE
7261	98.09	GNPS/MassIVE
7262	98.09	GNPS/MassIVE
7263	98.09	GNPS/MassIVE
7264	98.09	GNPS/MassIVE
7265	98.09	GNPS/MassIVE
7266	98.09	GNPS/MassIVE
7267	98.09	GNPS/MassIVE
7268	98.09	GNPS/MassIVE
7269	98.09	GNPS/MassIVE
7270	98.09	GNPS/MassIVE
7271	98.09	GNPS/MassIVE
7272	98.09	GNPS/MassIVE
7273	98.09	GNPS/MassIVE
7274	98.09	GNPS/MassIVE
7275	98.09	GNPS/MassIVE
7276	98.09	GNPS/MassIVE
7277	98.09	GNPS/MassIVE
7278	98.09	GNPS/MassIVE
7279	98.09	GNPS/MassIVE
7280	98.09	GNPS/MassIVE
7281	98.09	GNPS/MassIVE
7282	98.09	GNPS/MassIVE
7283	98.09	GNPS/MassIVE
7284	98.09	GNPS/MassIVE
7285	98.09	GNPS/MassIVE
7286	98.09	GNPS/MassIVE
7287	98.09	GNPS/MassIVE
7288	98.09	GNPS/MassIVE
7289	98.09	GNPS/MassIVE
7290	98.57	GNPS/MassIVE
7291	98.92	GNPS/MassIVE
7292	98.93	Metabolomics Workbench
7293	98.92	GNPS/MassIVE
7294	98.92	GNPS/MassIVE
7295	98.92	GNPS/MassIVE
7296	98.94	GNPS/MassIVE
7297	98.94	Metabolomics Workbench
7298	98.94	Metabolomics Workbench
7299	98.95	GNPS/MassIVE
7300	98.94	GNPS/MassIVE
7301	98.95	GNPS/MassIVE
7302	98.95	GNPS/MassIVE
7303	98.95	GNPS/MassIVE
7304	98.95	GNPS/MassIVE
7305	98.95	GNPS/MassIVE
7306	98.95	GNPS/MassIVE
7307	98.95	GNPS/MassIVE
7308	98.95	GNPS/MassIVE
7309	98.95	GNPS/MassIVE
7310	98.95	GNPS/MassIVE
7311	98.95	GNPS/MassIVE
7312	98.97	GNPS/MassIVE
7313	98.98	GNPS/MassIVE
7314	98.97	GNPS/MassIVE
7315	98.98	GNPS/MassIVE
7316	98.97	GNPS/MassIVE
7317	98.97	GNPS/MassIVE
7318	98.97	GNPS/MassIVE
7319	98.97	GNPS/MassIVE
7320	98.98	GNPS/MassIVE
7321	98.98	GNPS/MassIVE
7322	98.98	GNPS/MassIVE
7323	98.98	GNPS/MassIVE
7324	98.98	GNPS/MassIVE
7325	98.98	GNPS/MassIVE
7326	98.99	GNPS/MassIVE
7327	98.99	GNPS/MassIVE
7328	98.99	GNPS/MassIVE
7329	99	GNPS/MassIVE
7330	99	GNPS/MassIVE
7331	99.03	GNPS/MassIVE
7332	99.02	GNPS/MassIVE
7333	99.02	Metabolomics Workbench
7334	99.02	GNPS/MassIVE
7335	99.02	MetaboLights
7336	99.02	GNPS/MassIVE
7337	99.02	MetaboLights
7338	99.02	GNPS/MassIVE
7339	99.02	Metabolomics Workbench
7340	99.02	GNPS/MassIVE
7341	99.03	GNPS/MassIVE
7342	99.03	GNPS/MassIVE
7343	99.03	GNPS/MassIVE
7344	99.03	GNPS/MassIVE
7345	99.03	GNPS/MassIVE
7346	99.03	GNPS/MassIVE
7347	99.03	GNPS/MassIVE
7348	99.03	GNPS/MassIVE
7349	99.03	GNPS/MassIVE
7350	99.03	GNPS/MassIVE
7351	99.03	GNPS/MassIVE
7352	99.03	GNPS/MassIVE
7353	99.03	GNPS/MassIVE
7354	99.03	GNPS/MassIVE
7355	99.04	GNPS/MassIVE
7356	99.04	GNPS/MassIVE
7357	99.04	GNPS/MassIVE
7358	99.05	MetaboLights
7359	99.07	GNPS/MassIVE
7360	99.07	GNPS/MassIVE
7361	99.07	GNPS/MassIVE
7362	99.07	GNPS/MassIVE
7363	99.08	GNPS/MassIVE
7364	99.08	GNPS/MassIVE
7365	99.52	GNPS/MassIVE
7366	99.82	GNPS/MassIVE
7367	99.88	GNPS/MassIVE
7368	99.9	GNPS/MassIVE
7369	99.9	GNPS/MassIVE
7370	99.9	GNPS/MassIVE
7371	99.9	MetaboLights
7372	99.9	MetaboLights
7373	99.9	Metabolomics Workbench
7374	99.92	MetaboLights
7375	99.93	MetaboLights
7376	99.92	GNPS/MassIVE
7377	99.93	GNPS/MassIVE
7378	99.93	GNPS/MassIVE
7379	99.93	MetaboLights
7380	99.93	MetaboLights
7381	99.95	GNPS/MassIVE
7382	99.95	GNPS/MassIVE
7383	99.95	GNPS/MassIVE
7384	99.96	GNPS/MassIVE
7385	99.96	GNPS/MassIVE
7386	99.96	GNPS/MassIVE
7387	99.98	GNPS/MassIVE
7388	99.98	GNPS/MassIVE
7389	99.98	GNPS/MassIVE
7390	99.98	GNPS/MassIVE
7391	99.98	GNPS/MassIVE
7392	99.98	GNPS/MassIVE
7393	99.99	GNPS/MassIVE
7394	99.99	Metabolomics Workbench
7395	99.99	GNPS/MassIVE
7396	99.99	GNPS/MassIVE
7397	99.99	GNPS/MassIVE
7398	100	GNPS/MassIVE
7399	100	GNPS/MassIVE
7400	100	GNPS/MassIVE
7401	100	GNPS/MassIVE
7402	100	GNPS/MassIVE
7403	100	GNPS/MassIVE
7404	100.01	GNPS/MassIVE
7405	100.01	GNPS/MassIVE
7406	100.02	GNPS/MassIVE
7407	100.02	GNPS/MassIVE
7408	100.02	Metabolomics Workbench
7409	100.01	GNPS/MassIVE
7410	100.01	MetaboLights
7411	100.02	MetaboLights
7412	100.01	GNPS/MassIVE
7413	100.01	GNPS/MassIVE
7414	100.01	GNPS/MassIVE
7415	100.02	GNPS/MassIVE
7416	100.02	GNPS/MassIVE
7417	100.02	GNPS/MassIVE
7418	100.01	GNPS/MassIVE
7419	100.01	GNPS/MassIVE
7420	100.01	GNPS/MassIVE
7421	100.01	GNPS/MassIVE
7422	100.02	Metabolomics Workbench
7423	100.01	GNPS/MassIVE
7424	100.01	GNPS/MassIVE
7425	100.02	GNPS/MassIVE
7426	100.02	GNPS/MassIVE
7427	100.01	GNPS/MassIVE
7428	100.01	GNPS/MassIVE
7429	100.02	GNPS/MassIVE
7430	100.02	GNPS/MassIVE
7431	100.02	GNPS/MassIVE
7432	100.01	GNPS/MassIVE
7433	100.02	GNPS/MassIVE
7434	100.02	GNPS/MassIVE
7435	100.02	GNPS/MassIVE
7436	100.02	GNPS/MassIVE
7437	100.02	GNPS/MassIVE
7438	100.02	MetaboLights
7439	100.02	GNPS/MassIVE
7440	100.02	GNPS/MassIVE
7441	100.02	MetaboLights
7442	100.02	Metabolomics Workbench
7443	100.02	GNPS/MassIVE
7444	100.02	GNPS/MassIVE
7445	100.02	GNPS/MassIVE
7446	100.02	GNPS/MassIVE
7447	100.02	GNPS/MassIVE
7448	100.02	GNPS/MassIVE
7449	100.02	GNPS/MassIVE
7450	100.02	GNPS/MassIVE
7451	100.02	GNPS/MassIVE
7452	100.02	GNPS/MassIVE
7453	100.02	GNPS/MassIVE
7454	100.02	GNPS/MassIVE
7455	100.02	MetaboLights
7456	100.02	MetaboLights
7457	100.02	GNPS/MassIVE
7458	100.02	GNPS/MassIVE
7459	100.02	GNPS/MassIVE
7460	100.02	Metabolomics Workbench
7461	100.02	GNPS/MassIVE
7462	100.02	GNPS/MassIVE
7463	100.02	GNPS/MassIVE
7464	100.02	GNPS/MassIVE
7465	100.02	GNPS/MassIVE
7466	100.02	GNPS/MassIVE
7467	100.02	GNPS/MassIVE
7468	100.02	GNPS/MassIVE
7469	100.02	MetaboLights
7470	100.02	MetaboLights
7471	100.02	MetaboLights
7472	100.02	GNPS/MassIVE
7473	100.02	Metabolomics Workbench
7474	100.02	GNPS/MassIVE
7475	100.02	GNPS/MassIVE
7476	100.02	GNPS/MassIVE
7477	100.02	GNPS/MassIVE
7478	100.02	GNPS/MassIVE
7479	100.02	GNPS/MassIVE
7480	100.02	GNPS/MassIVE
7481	100.02	GNPS/MassIVE
7482	100.02	GNPS/MassIVE
7483	100.02	MetaboLights
7484	100.02	MetaboLights
7485	100.02	MetaboLights
7486	100.02	MetaboLights
7487	100.02	GNPS/MassIVE
7488	100.02	GNPS/MassIVE
7489	100.02	Metabolomics Workbench
7490	100.02	Metabolomics Workbench
7491	100.02	GNPS/MassIVE
7492	100.02	GNPS/MassIVE
7493	100.02	Metabolomics Workbench
7494	100.02	GNPS/MassIVE
7495	100.02	GNPS/MassIVE
7496	100.02	GNPS/MassIVE
7497	100.02	GNPS/MassIVE
7498	100.02	GNPS/MassIVE
7499	100.02	GNPS/MassIVE
7500	100.02	GNPS/MassIVE
7501	100.02	MetaboLights
7502	100.02	MetaboLights
7503	100.02	MetaboLights
7504	100.02	MetaboLights
7505	100.02	GNPS/MassIVE
7506	100.02	GNPS/MassIVE
7507	100.02	GNPS/MassIVE
7508	100.02	GNPS/MassIVE
7509	100.02	GNPS/MassIVE
7510	100.02	GNPS/MassIVE
7511	100.02	GNPS/MassIVE
7512	100.02	GNPS/MassIVE
7513	100.02	GNPS/MassIVE
7514	100.02	GNPS/MassIVE
7515	100.02	GNPS/MassIVE
7516	100.02	GNPS/MassIVE
7517	100.02	GNPS/MassIVE
7518	100.02	GNPS/MassIVE
7519	100.02	GNPS/MassIVE
7520	100.02	GNPS/MassIVE
7521	100.02	GNPS/MassIVE
7522	100.02	GNPS/MassIVE
7523	100.02	MetaboLights
7524	100.02	MetaboLights
7525	100.02	MetaboLights
7526	100.02	MetaboLights
7527	100.02	MetaboLights
7528	100.02	Metabolomics Workbench
7529	100.02	GNPS/MassIVE
7530	100.02	Metabolomics Workbench
7531	100.02	GNPS/MassIVE
7532	100.02	GNPS/MassIVE
7533	100.02	GNPS/MassIVE
7534	100.02	GNPS/MassIVE
7535	100.02	GNPS/MassIVE
7536	100.02	GNPS/MassIVE
7537	100.02	Metabolomics Workbench
7538	100.02	GNPS/MassIVE
7539	100.02	GNPS/MassIVE
7540	100.02	GNPS/MassIVE
7541	100.02	GNPS/MassIVE
7542	100.02	GNPS/MassIVE
7543	100.02	GNPS/MassIVE
7544	100.02	GNPS/MassIVE
7545	100.02	GNPS/MassIVE
7546	100.02	GNPS/MassIVE
7547	100.02	GNPS/MassIVE
7548	100.02	GNPS/MassIVE
7549	100.02	GNPS/MassIVE
7550	100.02	GNPS/MassIVE
7551	100.02	MetaboLights
7552	100.02	MetaboLights
7553	100.02	MetaboLights
7554	100.02	Metabolomics Workbench
7555	100.02	GNPS/MassIVE
7556	100.02	GNPS/MassIVE
7557	100.02	GNPS/MassIVE
7558	100.02	GNPS/MassIVE
7559	100.02	GNPS/MassIVE
7560	100.02	GNPS/MassIVE
7561	100.02	GNPS/MassIVE
7562	100.02	GNPS/MassIVE
7563	100.02	GNPS/MassIVE
7564	100.02	GNPS/MassIVE
7565	100.02	GNPS/MassIVE
7566	100.02	GNPS/MassIVE
7567	100.02	Metabolomics Workbench
7568	100.02	GNPS/MassIVE
7569	100.02	GNPS/MassIVE
7570	100.02	MetaboLights
7571	100.02	GNPS/MassIVE
7572	100.02	Metabolomics Workbench
7573	100.02	MetaboLights
7574	100.02	GNPS/MassIVE
7575	100.02	GNPS/MassIVE
7576	100.02	GNPS/MassIVE
7577	100.02	GNPS/MassIVE
7578	100.02	GNPS/MassIVE
7579	100.02	MetaboLights
7580	100.02	GNPS/MassIVE
7581	100.02	GNPS/MassIVE
7582	100.02	GNPS/MassIVE
7583	100.02	GNPS/MassIVE
7584	100.02	MetaboLights
7585	100.02	GNPS/MassIVE
7586	100.02	GNPS/MassIVE
7587	100.02	GNPS/MassIVE
7588	100.02	GNPS/MassIVE
7589	100.02	GNPS/MassIVE
7590	100.02	GNPS/MassIVE
7591	100.02	MetaboLights
7592	100.03	MetaboLights
7593	100.03	GNPS/MassIVE
7594	100.03	GNPS/MassIVE
7595	100.03	GNPS/MassIVE
7596	100.03	GNPS/MassIVE
7597	100.03	GNPS/MassIVE
7598	100.03	GNPS/MassIVE
7599	100.04	Metabolomics Workbench
7600	100.04	GNPS/MassIVE
7601	100.04	GNPS/MassIVE
7602	100.04	GNPS/MassIVE
7603	100.04	GNPS/MassIVE
7604	100.04	Metabolomics Workbench
7605	100.05	GNPS/MassIVE
7606	100.05	GNPS/MassIVE
7607	100.05	GNPS/MassIVE
7608	100.05	GNPS/MassIVE
7609	100.05	GNPS/MassIVE
7610	100.05	MetaboLights
7611	100.05	GNPS/MassIVE
7612	100.05	GNPS/MassIVE
7613	100.05	GNPS/MassIVE
7614	100.05	GNPS/MassIVE
7615	100.05	Metabolomics Workbench
7616	100.05	GNPS/MassIVE
7617	100.05	GNPS/MassIVE
7618	100.05	GNPS/MassIVE
7619	100.05	MetaboLights
7620	100.05	GNPS/MassIVE
7621	100.05	GNPS/MassIVE
7622	100.05	GNPS/MassIVE
7623	100.05	GNPS/MassIVE
7624	100.05	MetaboLights
7625	100.05	MetaboLights
7626	100.05	GNPS/MassIVE
7627	100.05	GNPS/MassIVE
7628	100.05	GNPS/MassIVE
7629	100.05	GNPS/MassIVE
7630	100.05	GNPS/MassIVE
7631	100.05	GNPS/MassIVE
7632	100.05	GNPS/MassIVE
7633	100.05	GNPS/MassIVE
7634	100.05	GNPS/MassIVE
7635	100.05	GNPS/MassIVE
7636	100.05	GNPS/MassIVE
7637	100.05	GNPS/MassIVE
7638	100.05	Metabolomics Workbench
7639	100.05	GNPS/MassIVE
7640	100.05	MetaboLights
7641	100.05	GNPS/MassIVE
7642	100.05	Metabolomics Workbench
7643	100.05	GNPS/MassIVE
7644	100.05	GNPS/MassIVE
7645	100.05	GNPS/MassIVE
7646	100.05	GNPS/MassIVE
7647	100.05	Metabolomics Workbench
7648	100.05	Metabolomics Workbench
7649	100.05	GNPS/MassIVE
7650	100.05	GNPS/MassIVE
7651	100.05	GNPS/MassIVE
7652	100.05	GNPS/MassIVE
7653	100.05	GNPS/MassIVE
7654	100.05	GNPS/MassIVE
7655	100.05	GNPS/MassIVE
7656	100.05	GNPS/MassIVE
7657	100.05	GNPS/MassIVE
7658	100.05	GNPS/MassIVE
7659	100.05	GNPS/MassIVE
7660	100.05	GNPS/MassIVE
7661	100.05	GNPS/MassIVE
7662	100.05	GNPS/MassIVE
7663	100.05	GNPS/MassIVE
7664	100.05	GNPS/MassIVE
7665	100.05	GNPS/MassIVE
7666	100.05	GNPS/MassIVE
7667	100.05	GNPS/MassIVE
7668	100.05	Metabolomics Workbench
7669	100.05	GNPS/MassIVE
7670	100.05	GNPS/MassIVE
7671	100.05	GNPS/MassIVE
7672	100.05	GNPS/MassIVE
7673	100.05	MetaboLights
7674	100.05	GNPS/MassIVE
7675	100.05	GNPS/MassIVE
7676	100.05	GNPS/MassIVE
7677	100.05	GNPS/MassIVE
7678	100.05	GNPS/MassIVE
7679	100.05	GNPS/MassIVE
7680	100.05	GNPS/MassIVE
7681	100.05	GNPS/MassIVE
7682	100.05	GNPS/MassIVE
7683	100.05	Metabolomics Workbench
7684	100.05	GNPS/MassIVE
7685	100.05	GNPS/MassIVE
7686	100.05	GNPS/MassIVE
7687	100.05	GNPS/MassIVE
7688	100.05	GNPS/MassIVE
7689	100.05	GNPS/MassIVE
7690	100.05	GNPS/MassIVE
7691	100.05	GNPS/MassIVE
7692	100.05	GNPS/MassIVE
7693	100.05	GNPS/MassIVE
7694	100.05	GNPS/MassIVE
7695	100.05	GNPS/MassIVE
7696	100.05	GNPS/MassIVE
7697	100.05	GNPS/MassIVE
7698	100.05	GNPS/MassIVE
7699	100.05	GNPS/MassIVE
7700	100.05	GNPS/MassIVE
7701	100.05	GNPS/MassIVE
7702	100.05	GNPS/MassIVE
7703	100.05	GNPS/MassIVE
7704	100.05	GNPS/MassIVE
7705	100.05	GNPS/MassIVE
7706	100.05	GNPS/MassIVE
7707	100.05	GNPS/MassIVE
7708	100.05	GNPS/MassIVE
7709	100.05	GNPS/MassIVE
7710	100.05	GNPS/MassIVE
7711	100.05	GNPS/MassIVE
7712	100.05	GNPS/MassIVE
7713	100.05	GNPS/MassIVE
7714	100.05	GNPS/MassIVE
7715	100.05	GNPS/MassIVE
7716	100.05	GNPS/MassIVE
7717	100.05	GNPS/MassIVE
7718	100.05	GNPS/MassIVE
7719	100.05	GNPS/MassIVE
7720	100.05	GNPS/MassIVE
7721	100.05	GNPS/MassIVE
7722	100.05	GNPS/MassIVE
7723	100.05	GNPS/MassIVE
7724	100.05	GNPS/MassIVE
7725	100.05	GNPS/MassIVE
7726	100.05	GNPS/MassIVE
7727	100.05	GNPS/MassIVE
7728	100.05	GNPS/MassIVE
7729	100.05	GNPS/MassIVE
7730	100.05	GNPS/MassIVE
7731	100.05	GNPS/MassIVE
7732	100.05	GNPS/MassIVE
7733	100.05	GNPS/MassIVE
7734	100.05	GNPS/MassIVE
7735	100.05	GNPS/MassIVE
7736	100.05	GNPS/MassIVE
7737	100.05	GNPS/MassIVE
7738	100.05	GNPS/MassIVE
7739	100.05	GNPS/MassIVE
7740	100.05	GNPS/MassIVE
7741	100.05	Metabolomics Workbench
7742	100.05	GNPS/MassIVE
7743	100.05	GNPS/MassIVE
7744	100.05	GNPS/MassIVE
7745	100.05	GNPS/MassIVE
7746	100.05	GNPS/MassIVE
7747	100.05	GNPS/MassIVE
7748	100.05	GNPS/MassIVE
7749	100.05	GNPS/MassIVE
7750	100.05	GNPS/MassIVE
7751	100.05	GNPS/MassIVE
7752	100.05	GNPS/MassIVE
7753	100.05	GNPS/MassIVE
7754	100.05	GNPS/MassIVE
7755	100.05	GNPS/MassIVE
7756	100.05	GNPS/MassIVE
7757	100.05	GNPS/MassIVE
7758	100.05	GNPS/MassIVE
7759	100.05	GNPS/MassIVE
7760	100.05	GNPS/MassIVE
7761	100.05	GNPS/MassIVE
7762	100.05	GNPS/MassIVE
7763	100.05	GNPS/MassIVE
7764	100.05	GNPS/MassIVE
7765	100.05	GNPS/MassIVE
7766	100.05	GNPS/MassIVE
7767	100.05	GNPS/MassIVE
7768	100.05	GNPS/MassIVE
7769	100.05	GNPS/MassIVE
7770	100.05	GNPS/MassIVE
7771	100.05	GNPS/MassIVE
7772	100.05	GNPS/MassIVE
7773	100.05	GNPS/MassIVE
7774	100.05	GNPS/MassIVE
7775	100.05	GNPS/MassIVE
7776	100.05	GNPS/MassIVE
7777	100.05	GNPS/MassIVE
7778	100.05	GNPS/MassIVE
7779	100.05	GNPS/MassIVE
7780	100.05	GNPS/MassIVE
7781	100.05	GNPS/MassIVE
7782	100.05	GNPS/MassIVE
7783	100.05	GNPS/MassIVE
7784	100.05	GNPS/MassIVE
7785	100.05	GNPS/MassIVE
7786	100.05	GNPS/MassIVE
7787	100.05	GNPS/MassIVE
7788	100.05	GNPS/MassIVE
7789	100.05	GNPS/MassIVE
7790	100.05	GNPS/MassIVE
7791	100.05	GNPS/MassIVE
7792	100.05	GNPS/MassIVE
7793	100.05	GNPS/MassIVE
7794	100.05	GNPS/MassIVE
7795	100.05	GNPS/MassIVE
7796	100.05	GNPS/MassIVE
7797	100.05	GNPS/MassIVE
7798	100.05	GNPS/MassIVE
7799	100.05	GNPS/MassIVE
7800	100.05	GNPS/MassIVE
7801	100.05	GNPS/MassIVE
7802	100.05	GNPS/MassIVE
7803	100.05	GNPS/MassIVE
7804	100.05	GNPS/MassIVE
7805	100.05	GNPS/MassIVE
7806	100.05	GNPS/MassIVE
7807	100.05	GNPS/MassIVE
7808	100.05	GNPS/MassIVE
7809	100.05	GNPS/MassIVE
7810	100.05	GNPS/MassIVE
7811	100.05	GNPS/MassIVE
7812	100.05	GNPS/MassIVE
7813	100.05	GNPS/MassIVE
7814	100.05	GNPS/MassIVE
7815	100.05	GNPS/MassIVE
7816	100.05	GNPS/MassIVE
7817	100.05	GNPS/MassIVE
7818	100.05	GNPS/MassIVE
7819	100.05	GNPS/MassIVE
7820	100.05	GNPS/MassIVE
7821	100.05	GNPS/MassIVE
7822	100.05	GNPS/MassIVE
7823	100.05	GNPS/MassIVE
7824	100.05	GNPS/MassIVE
7825	100.05	GNPS/MassIVE
7826	100.05	GNPS/MassIVE
7827	100.05	MetaboLights
7828	100.05	MetaboLights
7829	100.05	GNPS/MassIVE
7830	100.05	MetaboLights
7831	100.05	MetaboLights
7832	100.05	Metabolomics Workbench
7833	100.05	GNPS/MassIVE
7834	100.05	GNPS/MassIVE
7835	100.05	GNPS/MassIVE
7836	100.05	GNPS/MassIVE
7837	100.05	GNPS/MassIVE
7838	100.05	GNPS/MassIVE
7839	100.05	GNPS/MassIVE
7840	100.05	GNPS/MassIVE
7841	100.05	GNPS/MassIVE
7842	100.05	GNPS/MassIVE
7843	100.05	GNPS/MassIVE
7844	100.05	GNPS/MassIVE
7845	100.05	GNPS/MassIVE
7846	100.05	GNPS/MassIVE
7847	100.05	GNPS/MassIVE
7848	100.05	GNPS/MassIVE
7849	100.05	GNPS/MassIVE
7850	100.05	GNPS/MassIVE
7851	100.05	GNPS/MassIVE
7852	100.05	GNPS/MassIVE
7853	100.05	GNPS/MassIVE
7854	100.05	GNPS/MassIVE
7855	100.05	GNPS/MassIVE
7856	100.05	GNPS/MassIVE
7857	100.05	GNPS/MassIVE
7858	100.05	GNPS/MassIVE
7859	100.05	GNPS/MassIVE
7860	100.05	GNPS/MassIVE
7861	100.05	GNPS/MassIVE
7862	100.05	GNPS/MassIVE
7863	100.05	GNPS/MassIVE
7864	100.05	GNPS/MassIVE
7865	100.05	GNPS/MassIVE
7866	100.05	GNPS/MassIVE
7867	100.05	GNPS/MassIVE
7868	100.05	GNPS/MassIVE
7869	100.05	GNPS/MassIVE
7870	100.05	GNPS/MassIVE
7871	100.05	GNPS/MassIVE
7872	100.05	GNPS/MassIVE
7873	100.05	GNPS/MassIVE
7874	100.05	MetaboLights
7875	100.05	GNPS/MassIVE
7876	100.05	MetaboLights
7877	100.05	GNPS/MassIVE
7878	100.05	Metabolomics Workbench
7879	100.05	GNPS/MassIVE
7880	100.05	GNPS/MassIVE
7881	100.05	GNPS/MassIVE
7882	100.05	GNPS/MassIVE
7883	100.05	GNPS/MassIVE
7884	100.05	GNPS/MassIVE
7885	100.05	GNPS/MassIVE
7886	100.05	GNPS/MassIVE
7887	100.05	GNPS/MassIVE
7888	100.05	GNPS/MassIVE
7889	100.05	GNPS/MassIVE
7890	100.05	GNPS/MassIVE
7891	100.05	GNPS/MassIVE
7892	100.05	GNPS/MassIVE
7893	100.05	GNPS/MassIVE
7894	100.05	GNPS/MassIVE
7895	100.05	GNPS/MassIVE
7896	100.05	GNPS/MassIVE
7897	100.05	GNPS/MassIVE
7898	100.05	GNPS/MassIVE
7899	100.05	GNPS/MassIVE
7900	100.05	GNPS/MassIVE
7901	100.05	GNPS/MassIVE
7902	100.05	GNPS/MassIVE
7903	100.05	GNPS/MassIVE
7904	100.05	GNPS/MassIVE
7905	100.05	GNPS/MassIVE
7906	100.05	Metabolomics Workbench
7907	100.05	GNPS/MassIVE
7908	100.05	GNPS/MassIVE
7909	100.05	GNPS/MassIVE
7910	100.05	GNPS/MassIVE
7911	100.05	GNPS/MassIVE
