ATTRIBUTE_antibiotics_YN	filename	MS_1697	MS_15121	MS_18116	MS_1976	MS_19774	MS_23767	MS_22584	MS_21720	MS_24112	MS_25227	MS_19201	MS_25922	MS_24345	MS_27100	MS_25642	MS_26845	MS_20303	MS_21761	MS_23950	MS_25113	MS_20431	MS_21769
Yes	SS444_RF12_01_7817	2079.987	0.0	288.965	2661.2844	251.36195	5328.294	152.75821	0.0	4330.1133	7265.9634	1608.5634	276.53885	3010.5469	100.05169	8222.151	3467.5642	5850.547	1949.8157	746.5596	166.27917	4.1094103	4.635497
Yes	SS429_RE9_01_7801	928.209	0.0	402.51123	114.58933	394.16656	5780.22	472.67355	22.381804	3276.1426	4476.17	1824.5706	307.51978	1991.9291	349.25537	3125.2036	3124.5483	7079.888	756.2457	467.9228	229.92511	4.152549	7.3450155
Yes	SS449_RG5_01_7823	944.6924	0.0	28.083603	1925.0835	0.0	15.122553	0.0	0.0	0.0	0.0	404.88684	0.0	9.704987	239.19475	0.0	0.0	1518.4692	20.078487	0.0	0.0	0.0	0.0
Yes	SS442_RF10_01_7815	187.9812	0.0	219.81554	1685.2383	330.0166	4274.5425	432.92593	22.206173	2980.117	4527.2017	1819.7472	66.219734	1972.4819	234.53114	1506.4862	1648.5309	2904.545	1329.6097	329.76233	27.586903	4.6881027	4.157138
Yes	SS431_RE11_01_7803	6296.007	0.0	313.91953	5705.0205	403.3428	1253.8622	475.4632	178.77377	617.77936	876.2569	1606.3385	26.966034	614.6517	560.7122	530.2408	366.50723	259.64798	515.98706	158.12456	39.356075	0.0	2.5867925
Yes	SS433_RF1_01_7806	5247.618	0.0	271.62314	2846.1172	457.4056	5076.4243	917.1283	243.61554	2544.0894	4248.335	1033.1409	264.6216	1694.3578	897.71295	4054.3054	1674.9425	242.13339	771.36285	559.0998	157.3375	0.0	4.195918
Yes	SS426_RE6_01_7798	836.049	0.0	186.85495	155.42506	696.96893	3989.1787	346.43292	84.83792	3071.1301	5052.909	1966.5673	505.0741	2103.6702	492.96027	3540.1646	2794.8528	5075.8794	628.31805	278.8922	116.209305	3.8037834	6.582298
Yes	SS440_RF8_01_7813	5103.8916	0.0	133.00641	6952.2974	114.38382	525.8894	117.737465	0.0	258.90628	350.77112	449.52896	0.0	254.56496	131.10149	223.12793	106.0578	584.6444	167.22012	15.826743	2.2310307	0.0	0.0
Yes	SS438_RF6_01_7811	1966.8301	0.0	194.26965	1252.9165	366.2532	4142.107	540.8876	237.63634	2060.826	3454.1008	719.71106	156.80667	1172.1528	452.68652	793.0939	1731.1805	4684.6514	760.33417	535.78577	89.879105	3.532759	0.0
Yes	SS428_RE8_01_7800	446.06024	0.0	188.13562	58.716602	244.25452	3252.9082	314.13986	3.662447	2002.483	4502.4995	1355.4204	392.04105	1307.878	164.51071	3594.829	3139.0408	4657.4937	456.12415	196.33228	89.88547	0.0	3.207634
Yes	SS432_RE12_01_7804	1185.5847	0.0	199.04044	1397.9391	128.00127	643.99927	106.00235	0.0	231.524	315.35532	986.6539	0.0	288.39365	0.0	345.39853	75.74853	2912.1304	163.62434	41.52975	0.0	2.6582851	2.4968188
Yes	SS430_RE10_01_7802	503.89124	0.0	155.60776	251.49619	132.88005	1634.6326	206.26239	90.54416	1068.4425	1322.4158	788.965	57.668556	601.7394	452.5546	889.63464	1036.2008	1885.0237	278.76825	141.28488	75.86194	0.0	0.0
Yes	SS427_RE7_01_7799	281.95157	0.0	66.539474	20.717747	141.55447	874.6747	75.0712	5.398446	482.44943	1005.0849	547.2801	46.421364	360.90414	482.5081	638.41455	934.8215	1227.547	127.38139	48.58265	8.98808	0.0	0.0
Yes	SS437_RF5_01_7810	1682.9197	0.0	164.37572	1511.883	234.5433	2721.5696	438.72342	49.31247	1242.0049	3240.4316	944.47015	145.87311	687.32983	753.5841	333.05817	1560.0814	247.18999	367.3082	348.64755	160.27591	2.543316	2.973388
Yes	SS452_RG8_01_7826	1948.6907	0.0	35.595936	7377.3154	39.46437	200.4352	0.0	0.0	0.0	0.0	529.5184	0.0	41.87837	0.0	0.0	0.0	1364.1914	117.18143	2.574943	0.0	0.0	0.0
Yes	SS439_RF7_01_7812	2013.3585	0.0	292.46988	3861.6433	632.86743	5878.133	1292.1105	878.9992	2956.0447	3803.1562	1078.912	77.30183	1411.2529	316.37662	2426.5098	1553.3563	269.38284	1629.6199	687.3736	182.13197	4.1792474	4.9321785
