origin_repository	precmz	count
GNPS/MassIVE	298.2018	35
GNPS/MassIVE	298.2019	50
GNPS/MassIVE	298.202	43
GNPS/MassIVE	298.2021	20
GNPS/MassIVE	298.2022	16
GNPS/MassIVE	298.2023	6
GNPS/MassIVE	298.2024	3
GNPS/MassIVE	298.2025	1
GNPS/MassIVE	298.2027	1
GNPS/MassIVE	299.0668	2
GNPS/MassIVE	299.079	2
GNPS/MassIVE	299.1273	4
GNPS/MassIVE	299.1276	6
GNPS/MassIVE	299.1278	4
GNPS/MassIVE	299.1378	1
GNPS/MassIVE	299.1386	1
GNPS/MassIVE	299.1388	2
GNPS/MassIVE	299.1392	3
GNPS/MassIVE	299.1458	1
GNPS/MassIVE	299.1462	2
GNPS/MassIVE	299.1463	2
GNPS/MassIVE	299.1464	4
GNPS/MassIVE	299.1465	18
GNPS/MassIVE	299.1466	6
GNPS/MassIVE	299.1467	4
GNPS/MassIVE	299.1468	2
GNPS/MassIVE	299.1469	2
GNPS/MassIVE	299.1472	2
GNPS/MassIVE	299.1477	2
GNPS/MassIVE	299.1478	2
GNPS/MassIVE	299.1484	1
GNPS/MassIVE	299.1535	1
GNPS/MassIVE	299.1538	3
GNPS/MassIVE	299.1593	2
GNPS/MassIVE	299.1602	2
GNPS/MassIVE	299.1755	2
GNPS/MassIVE	299.1827	1
GNPS/MassIVE	299.1853	2
GNPS/MassIVE	299.192	1
GNPS/MassIVE	299.1968	1
GNPS/MassIVE	300	2
GNPS/MassIVE	300.05	3
GNPS/MassIVE	300.057	2
GNPS/MassIVE	300.06	23
GNPS/MassIVE	300.1	1
GNPS/MassIVE	300.1001	2
GNPS/MassIVE	300.1054	1
GNPS/MassIVE	300.1062	1
GNPS/MassIVE	300.1063	1
GNPS/MassIVE	300.1065	1
GNPS/MassIVE	300.1067	1
GNPS/MassIVE	300.1071	2
GNPS/MassIVE	300.1072	4
GNPS/MassIVE	300.1073	7
GNPS/MassIVE	300.1074	13
GNPS/MassIVE	300.1075	28
GNPS/MassIVE	300.1076	50
GNPS/MassIVE	300.1077	51
GNPS/MassIVE	300.1078	22
GNPS/MassIVE	300.1079	17
GNPS/MassIVE	300.108	27
GNPS/MassIVE	300.1081	30
GNPS/MassIVE	300.1082	22
GNPS/MassIVE	300.1083	25
GNPS/MassIVE	300.1084	22
GNPS/MassIVE	300.1085	1
GNPS/MassIVE	300.1086	7
GNPS/MassIVE	300.11	134
GNPS/MassIVE	300.1263	1
GNPS/MassIVE	300.1266	1
GNPS/MassIVE	300.1267	2
GNPS/MassIVE	300.1371	2
GNPS/MassIVE	300.1373	2
GNPS/MassIVE	300.1374	4
GNPS/MassIVE	300.1375	12
GNPS/MassIVE	300.1376	3
GNPS/MassIVE	300.1377	2
GNPS/MassIVE	300.1378	1
GNPS/MassIVE	300.1386	1
GNPS/MassIVE	300.14	1
GNPS/MassIVE	300.1436	2
GNPS/MassIVE	300.1437	2
GNPS/MassIVE	300.1439	2
GNPS/MassIVE	300.144	2
GNPS/MassIVE	300.1441	4
GNPS/MassIVE	300.1442	4
GNPS/MassIVE	300.1443	4
GNPS/MassIVE	300.1444	3
GNPS/MassIVE	300.15	11
GNPS/MassIVE	300.1552	1
GNPS/MassIVE	300.1553	2
GNPS/MassIVE	300.1554	1
GNPS/MassIVE	300.1592	3
GNPS/MassIVE	300.1594	3
GNPS/MassIVE	300.16	102
GNPS/MassIVE	300.171	2
GNPS/MassIVE	300.1712	1
GNPS/MassIVE	300.1713	1
GNPS/MassIVE	300.1714	3
GNPS/MassIVE	300.1715	3
GNPS/MassIVE	300.1716	3
GNPS/MassIVE	300.1717	1
GNPS/MassIVE	300.1718	4
GNPS/MassIVE	300.172	1
GNPS/MassIVE	300.1744	1
GNPS/MassIVE	300.1747	3
GNPS/MassIVE	300.1748	1
GNPS/MassIVE	300.1749	2
GNPS/MassIVE	300.175	1
GNPS/MassIVE	300.1751	1
GNPS/MassIVE	300.1752	1
GNPS/MassIVE	300.1753	1
GNPS/MassIVE	300.1754	1
GNPS/MassIVE	300.1755	1
GNPS/MassIVE	300.1792	2
GNPS/MassIVE	300.1793	1
GNPS/MassIVE	300.1794	1
GNPS/MassIVE	300.1796	1
GNPS/MassIVE	300.1797	1
GNPS/MassIVE	300.1798	7
GNPS/MassIVE	300.1799	10
GNPS/MassIVE	300.18	369
GNPS/MassIVE	300.1801	27
GNPS/MassIVE	300.1802	37
GNPS/MassIVE	300.1803	126
GNPS/MassIVE	300.1804	269
GNPS/MassIVE	300.1805	283
GNPS/MassIVE	300.1806	594
GNPS/MassIVE	300.1807	617
GNPS/MassIVE	300.1808	341
GNPS/MassIVE	300.1809	108
GNPS/MassIVE	300.181	25
GNPS/MassIVE	300.1811	10
GNPS/MassIVE	300.1812	1
GNPS/MassIVE	300.1813	3
GNPS/MassIVE	300.1814	1
GNPS/MassIVE	300.1815	1
GNPS/MassIVE	300.1816	1
GNPS/MassIVE	300.1823	1
GNPS/MassIVE	300.1917	1
GNPS/MassIVE	300.1918	2
GNPS/MassIVE	300.1919	1
GNPS/MassIVE	300.192	5
GNPS/MassIVE	300.1976	2
GNPS/MassIVE	300.1977	1
GNPS/MassIVE	300.1982	1
GNPS/MassIVE	300.1987	2
GNPS/MassIVE	300.1988	1
GNPS/MassIVE	300.1991	1
GNPS/MassIVE	300.1992	1
GNPS/MassIVE	300.1993	2
GNPS/MassIVE	300.1994	1
GNPS/MassIVE	300.1995	1
GNPS/MassIVE	300.1996	2
GNPS/MassIVE	300.1997	2
GNPS/MassIVE	300.2	61
GNPS/MassIVE	300.2012	2
GNPS/MassIVE	300.2013	5
GNPS/MassIVE	300.2014	6
GNPS/MassIVE	300.2015	12
GNPS/MassIVE	300.2016	2
GNPS/MassIVE	300.2017	30
GNPS/MassIVE	300.2018	38
GNPS/MassIVE	300.2019	54
GNPS/MassIVE	300.202	25
GNPS/MassIVE	300.2021	10
GNPS/MassIVE	300.2022	1
GNPS/MassIVE	300.2154	2
GNPS/MassIVE	300.2155	2
GNPS/MassIVE	300.2156	13
GNPS/MassIVE	300.2157	12
GNPS/MassIVE	300.2158	19
GNPS/MassIVE	300.2159	36
GNPS/MassIVE	300.216	122
GNPS/MassIVE	300.2161	285
GNPS/MassIVE	300.2162	375
GNPS/MassIVE	300.2163	181
GNPS/MassIVE	300.2164	53
GNPS/MassIVE	300.2165	56
GNPS/MassIVE	300.2166	143
GNPS/MassIVE	300.2167	571
GNPS/MassIVE	300.2168	997
GNPS/MassIVE	300.2169	1084
GNPS/MassIVE	300.217	623
GNPS/MassIVE	300.2171	442
GNPS/MassIVE	300.2172	373
GNPS/MassIVE	300.2173	279
GNPS/MassIVE	300.2174	167
GNPS/MassIVE	300.2175	98
GNPS/MassIVE	300.2176	106
GNPS/MassIVE	300.2177	40
GNPS/MassIVE	300.2178	14
GNPS/MassIVE	300.2179	9
GNPS/MassIVE	300.218	11
GNPS/MassIVE	300.2181	1
GNPS/MassIVE	300.2185	1
GNPS/MassIVE	300.22	1248
GNPS/MassIVE	300.2775	6
GNPS/MassIVE	300.2776	9
GNPS/MassIVE	300.2777	18
GNPS/MassIVE	300.2778	13
GNPS/MassIVE	300.2779	1
GNPS/MassIVE	301.049	2
GNPS/MassIVE	301.0661	2
GNPS/MassIVE	301.0711	2
GNPS/MassIVE	301.0719	4
GNPS/MassIVE	301.072	2
GNPS/MassIVE	301.0721	2
GNPS/MassIVE	301.0724	2
GNPS/MassIVE	301.0725	4
GNPS/MassIVE	301.0727	2
GNPS/MassIVE	301.0848	2
GNPS/MassIVE	301.0849	6
GNPS/MassIVE	301.085	4
GNPS/MassIVE	301.0851	6
GNPS/MassIVE	301.0852	2
GNPS/MassIVE	301.0853	2
GNPS/MassIVE	301.0858	2
GNPS/MassIVE	301.1028	2
GNPS/MassIVE	301.1157	2
GNPS/MassIVE	301.1161	1
GNPS/MassIVE	301.1162	1
GNPS/MassIVE	301.1165	1
GNPS/MassIVE	301.1166	1
GNPS/MassIVE	301.1168	2
GNPS/MassIVE	301.1169	2
GNPS/MassIVE	301.117	3
GNPS/MassIVE	301.1172	8
GNPS/MassIVE	301.1173	2
GNPS/MassIVE	301.1174	2
GNPS/MassIVE	301.1175	2
GNPS/MassIVE	301.1181	1
GNPS/MassIVE	301.1184	1
GNPS/MassIVE	301.1185	6
GNPS/MassIVE	301.1186	3
GNPS/MassIVE	301.1187	3
GNPS/MassIVE	301.1188	2
GNPS/MassIVE	301.1254	2
GNPS/MassIVE	301.1329	1
GNPS/MassIVE	301.133	3
GNPS/MassIVE	301.1331	9
GNPS/MassIVE	301.1333	1
GNPS/MassIVE	301.1385	2
GNPS/MassIVE	301.1388	2
GNPS/MassIVE	301.139	24
GNPS/MassIVE	301.1391	94
GNPS/MassIVE	301.1392	202
GNPS/MassIVE	301.1393	140
GNPS/MassIVE	301.1394	32
GNPS/MassIVE	301.1395	33
GNPS/MassIVE	301.1396	25
GNPS/MassIVE	301.1397	6
GNPS/MassIVE	301.1398	7
GNPS/MassIVE	301.1399	3
GNPS/MassIVE	301.14	31
GNPS/MassIVE	301.1405	1
GNPS/MassIVE	301.1407	1
GNPS/MassIVE	301.1423	1
GNPS/MassIVE	301.1749	2
GNPS/MassIVE	301.1759	4
GNPS/MassIVE	301.176	5
GNPS/MassIVE	301.1762	1
GNPS/MassIVE	301.1764	1
GNPS/MassIVE	301.1765	1
GNPS/MassIVE	301.1787	1
GNPS/MassIVE	301.18	24
GNPS/MassIVE	301.2124	2
GNPS/MassIVE	301.2199	4
GNPS/MassIVE	301.22	16
GNPS/MassIVE	301.2201	10
GNPS/MassIVE	301.2202	8
GNPS/MassIVE	302.0325	2
GNPS/MassIVE	302.0326	2
GNPS/MassIVE	302.0327	4
GNPS/MassIVE	302.0636	14
GNPS/MassIVE	302.0686	2
GNPS/MassIVE	302.0688	2
GNPS/MassIVE	302.0691	2
GNPS/MassIVE	302.0692	4
GNPS/MassIVE	302.0693	2
GNPS/MassIVE	302.0697	2
GNPS/MassIVE	302.08	21
GNPS/MassIVE	302.0803	1
GNPS/MassIVE	302.0868	4
GNPS/MassIVE	302.087	2
GNPS/MassIVE	302.0872	2
GNPS/MassIVE	302.0873	4
GNPS/MassIVE	302.0874	1
GNPS/MassIVE	302.0876	1
GNPS/MassIVE	302.0878	1
GNPS/MassIVE	302.0879	2
GNPS/MassIVE	302.088	1
GNPS/MassIVE	302.0882	1
GNPS/MassIVE	302.0959	1
GNPS/MassIVE	302.0961	1
GNPS/MassIVE	302.1	18
GNPS/MassIVE	302.101	2
GNPS/MassIVE	302.1018	2
GNPS/MassIVE	302.1028	2
GNPS/MassIVE	302.103	3
GNPS/MassIVE	302.1037	1
GNPS/MassIVE	302.1038	1
GNPS/MassIVE	302.11	6
GNPS/MassIVE	302.12	94
GNPS/MassIVE	302.1203	2
GNPS/MassIVE	302.123	2
GNPS/MassIVE	302.1231	8
GNPS/MassIVE	302.1232	112
GNPS/MassIVE	302.1233	164
GNPS/MassIVE	302.1234	88
GNPS/MassIVE	302.1235	31
GNPS/MassIVE	302.1237	7
GNPS/MassIVE	302.1238	1
GNPS/MassIVE	302.1239	1
GNPS/MassIVE	302.1345	2
GNPS/MassIVE	302.1391	1
GNPS/MassIVE	302.14	10
GNPS/MassIVE	302.1417	2
GNPS/MassIVE	302.1418	7
GNPS/MassIVE	302.1419	19
GNPS/MassIVE	302.142	20
GNPS/MassIVE	302.1421	4
GNPS/MassIVE	302.1499	4
GNPS/MassIVE	302.15	64
GNPS/MassIVE	302.1501	2
GNPS/MassIVE	302.1573	2
GNPS/MassIVE	302.1582	1
GNPS/MassIVE	302.1583	2
GNPS/MassIVE	302.1584	5
GNPS/MassIVE	302.1586	1
GNPS/MassIVE	302.1587	5
GNPS/MassIVE	302.1588	10
GNPS/MassIVE	302.1589	5
GNPS/MassIVE	302.1591	3
GNPS/MassIVE	302.1592	14
GNPS/MassIVE	302.1593	53
GNPS/MassIVE	302.1594	157
GNPS/MassIVE	302.1595	328
GNPS/MassIVE	302.1596	346
GNPS/MassIVE	302.1597	218
GNPS/MassIVE	302.1598	217
GNPS/MassIVE	302.1599	227
GNPS/MassIVE	302.16	602
GNPS/MassIVE	302.1601	66
GNPS/MassIVE	302.1602	26
GNPS/MassIVE	302.1603	13
GNPS/MassIVE	302.1604	2
GNPS/MassIVE	302.1605	4
GNPS/MassIVE	302.1606	11
GNPS/MassIVE	302.1607	1
GNPS/MassIVE	302.1609	4
GNPS/MassIVE	302.161	3
GNPS/MassIVE	302.1613	1
GNPS/MassIVE	302.1694	1
GNPS/MassIVE	302.1695	1
GNPS/MassIVE	302.17	23
GNPS/MassIVE	302.1748	4
GNPS/MassIVE	302.1751	3
GNPS/MassIVE	302.18	31
GNPS/MassIVE	302.1946	1
GNPS/MassIVE	302.1947	1
GNPS/MassIVE	302.1948	1
GNPS/MassIVE	302.1953	4
GNPS/MassIVE	302.1954	8
GNPS/MassIVE	302.1955	9
GNPS/MassIVE	302.1956	31
GNPS/MassIVE	302.1957	77
GNPS/MassIVE	302.1958	256
GNPS/MassIVE	302.1959	657
GNPS/MassIVE	302.196	945
GNPS/MassIVE	302.1961	636
GNPS/MassIVE	302.1962	453
GNPS/MassIVE	302.1963	411
GNPS/MassIVE	302.1964	382
GNPS/MassIVE	302.1965	204
GNPS/MassIVE	302.1966	67
GNPS/MassIVE	302.1967	20
GNPS/MassIVE	302.1968	8
GNPS/MassIVE	302.197	2
GNPS/MassIVE	302.1971	2
GNPS/MassIVE	302.1972	6
GNPS/MassIVE	302.1973	5
GNPS/MassIVE	302.1974	1
GNPS/MassIVE	302.1975	9
GNPS/MassIVE	302.1976	3
GNPS/MassIVE	302.1977	2
GNPS/MassIVE	302.1978	4
GNPS/MassIVE	302.198	2
GNPS/MassIVE	302.2	864
GNPS/MassIVE	302.207	2
GNPS/MassIVE	302.2071	1
GNPS/MassIVE	302.2073	2
GNPS/MassIVE	302.2074	5
GNPS/MassIVE	302.2075	9
GNPS/MassIVE	302.2076	5
GNPS/MassIVE	302.2077	1
GNPS/MassIVE	302.21	41
GNPS/MassIVE	302.2224	2
GNPS/MassIVE	302.2225	2
GNPS/MassIVE	302.2227	1
GNPS/MassIVE	302.23	769
GNPS/MassIVE	302.231	2
GNPS/MassIVE	302.2311	15
GNPS/MassIVE	302.2312	29
GNPS/MassIVE	302.2313	12
GNPS/MassIVE	302.2314	34
GNPS/MassIVE	302.2315	24
GNPS/MassIVE	302.2316	71
GNPS/MassIVE	302.2317	247
GNPS/MassIVE	302.2318	321
GNPS/MassIVE	302.2319	206
GNPS/MassIVE	302.232	61
GNPS/MassIVE	302.2321	39
GNPS/MassIVE	302.2322	96
GNPS/MassIVE	302.2323	246
GNPS/MassIVE	302.2324	508
GNPS/MassIVE	302.2325	582
GNPS/MassIVE	302.2326	539
GNPS/MassIVE	302.2327	485
GNPS/MassIVE	302.2328	495
GNPS/MassIVE	302.2329	445
GNPS/MassIVE	302.233	229
GNPS/MassIVE	302.2331	127
GNPS/MassIVE	302.2332	58
GNPS/MassIVE	302.2333	32
GNPS/MassIVE	302.2334	20
GNPS/MassIVE	302.2335	7
GNPS/MassIVE	302.2336	8
GNPS/MassIVE	302.2337	7
GNPS/MassIVE	302.2338	2
GNPS/MassIVE	302.2339	4
GNPS/MassIVE	302.234	1
GNPS/MassIVE	302.2343	1
GNPS/MassIVE	302.3039	1
GNPS/MassIVE	302.3041	2
GNPS/MassIVE	302.3042	2
GNPS/MassIVE	302.3043	1
GNPS/MassIVE	302.3044	1
GNPS/MassIVE	302.3045	1
GNPS/MassIVE	302.3047	4
GNPS/MassIVE	302.3051	1
GNPS/MassIVE	302.3053	1
GNPS/MassIVE	303.07	162
GNPS/MassIVE	303.073	4
GNPS/MassIVE	303.0731	2
GNPS/MassIVE	303.0732	4
GNPS/MassIVE	303.0733	6
GNPS/MassIVE	303.0734	12
GNPS/MassIVE	303.0735	31
GNPS/MassIVE	303.0736	50
GNPS/MassIVE	303.0737	68
GNPS/MassIVE	303.0738	46
GNPS/MassIVE	303.0739	35
GNPS/MassIVE	303.074	17
GNPS/MassIVE	303.0742	1
GNPS/MassIVE	303.0743	5
GNPS/MassIVE	303.0744	4
GNPS/MassIVE	303.0745	1
GNPS/MassIVE	303.0748	4
GNPS/MassIVE	303.08	3
GNPS/MassIVE	303.0866	2
GNPS/MassIVE	303.0867	2
GNPS/MassIVE	303.0869	1
GNPS/MassIVE	303.087	2
GNPS/MassIVE	303.0875	2
GNPS/MassIVE	303.088	2
GNPS/MassIVE	303.0894	1
GNPS/MassIVE	303.0906	1
GNPS/MassIVE	303.0933	2
GNPS/MassIVE	303.0947	10
GNPS/MassIVE	303.0948	40
GNPS/MassIVE	303.0949	50
GNPS/MassIVE	303.095	37
GNPS/MassIVE	303.0951	16
GNPS/MassIVE	303.0952	10
GNPS/MassIVE	303.0953	2
GNPS/MassIVE	303.0954	7
GNPS/MassIVE	303.0955	8
GNPS/MassIVE	303.0956	6
GNPS/MassIVE	303.1	8
GNPS/MassIVE	303.1003	2
GNPS/MassIVE	303.1005	18
GNPS/MassIVE	303.1006	22
GNPS/MassIVE	303.1007	64
GNPS/MassIVE	303.1008	70
GNPS/MassIVE	303.1009	51
GNPS/MassIVE	303.101	21
GNPS/MassIVE	303.1011	11
GNPS/MassIVE	303.1024	3
GNPS/MassIVE	303.107	2
GNPS/MassIVE	303.1071	2
GNPS/MassIVE	303.1074	4
GNPS/MassIVE	303.1075	6
GNPS/MassIVE	303.1076	4
GNPS/MassIVE	303.1077	2
GNPS/MassIVE	303.1078	2
GNPS/MassIVE	303.108	2
GNPS/MassIVE	303.1084	2
GNPS/MassIVE	303.1202	1
GNPS/MassIVE	303.1203	2
GNPS/MassIVE	303.1206	1
GNPS/MassIVE	303.1207	2
GNPS/MassIVE	303.1208	4
GNPS/MassIVE	303.1209	1
GNPS/MassIVE	303.121	9
GNPS/MassIVE	303.1211	3
GNPS/MassIVE	303.1212	11
GNPS/MassIVE	303.1213	12
GNPS/MassIVE	303.1214	11
GNPS/MassIVE	303.1215	8
GNPS/MassIVE	303.1216	12
GNPS/MassIVE	303.1217	6
GNPS/MassIVE	303.1218	7
GNPS/MassIVE	303.1219	5
GNPS/MassIVE	303.122	4
GNPS/MassIVE	303.1221	1
GNPS/MassIVE	303.1222	1
GNPS/MassIVE	303.1312	2
GNPS/MassIVE	303.1313	6
GNPS/MassIVE	303.1314	10
GNPS/MassIVE	303.1315	8
GNPS/MassIVE	303.1316	2
GNPS/MassIVE	303.1317	2
GNPS/MassIVE	303.1321	2
GNPS/MassIVE	303.1329	2
GNPS/MassIVE	303.1331	2
GNPS/MassIVE	303.1332	2
GNPS/MassIVE	303.1333	12
GNPS/MassIVE	303.1334	8
GNPS/MassIVE	303.1335	12
GNPS/MassIVE	303.1336	12
GNPS/MassIVE	303.1337	8
GNPS/MassIVE	303.1338	2
GNPS/MassIVE	303.1339	2
GNPS/MassIVE	303.1433	4
GNPS/MassIVE	303.1435	4
GNPS/MassIVE	303.1436	10
GNPS/MassIVE	303.1437	2
GNPS/MassIVE	303.1438	2
GNPS/MassIVE	303.15	3
GNPS/MassIVE	303.1549	2
GNPS/MassIVE	303.155	1
GNPS/MassIVE	303.1552	2
GNPS/MassIVE	303.1553	5
GNPS/MassIVE	303.1554	1
GNPS/MassIVE	303.1555	2
GNPS/MassIVE	303.1556	4
GNPS/MassIVE	303.1559	1
GNPS/MassIVE	303.1561	1
GNPS/MassIVE	303.1568	2
GNPS/MassIVE	303.1702	2
GNPS/MassIVE	303.1952	2
GNPS/MassIVE	303.1953	4
GNPS/MassIVE	303.1954	6
GNPS/MassIVE	303.2	38
GNPS/MassIVE	303.2355	6
GNPS/MassIVE	303.2356	12
GNPS/MassIVE	303.2357	30
GNPS/MassIVE	303.2358	45
GNPS/MassIVE	303.2359	15
GNPS/MassIVE	303.236	8
GNPS/MassIVE	303.2361	3
GNPS/MassIVE	303.2362	7
GNPS/MassIVE	303.2363	4
GNPS/MassIVE	303.2365	1
GNPS/MassIVE	303.2366	1
GNPS/MassIVE	303.24	33
GNPS/MassIVE	304.02	13
GNPS/MassIVE	304.0485	1
GNPS/MassIVE	304.0487	1
GNPS/MassIVE	304.0492	2
GNPS/MassIVE	304.0598	1
GNPS/MassIVE	304.0599	3
GNPS/MassIVE	304.06	2
GNPS/MassIVE	304.0603	1
GNPS/MassIVE	304.08	19
GNPS/MassIVE	304.1	2
GNPS/MassIVE	304.1019	2
GNPS/MassIVE	304.1021	2
GNPS/MassIVE	304.1022	4
GNPS/MassIVE	304.1023	8
GNPS/MassIVE	304.1024	4
GNPS/MassIVE	304.1025	5
GNPS/MassIVE	304.103	3
GNPS/MassIVE	304.1032	1
GNPS/MassIVE	304.1033	1
GNPS/MassIVE	304.1034	1
GNPS/MassIVE	304.1036	1
GNPS/MassIVE	304.1289	2
GNPS/MassIVE	304.129	3
GNPS/MassIVE	304.1292	1
GNPS/MassIVE	304.13	306
GNPS/MassIVE	304.1377	1
GNPS/MassIVE	304.1389	2
GNPS/MassIVE	304.139	1
GNPS/MassIVE	304.1391	7
GNPS/MassIVE	304.1394	1
GNPS/MassIVE	304.14	6
GNPS/MassIVE	304.1487	3
GNPS/MassIVE	304.1488	3
GNPS/MassIVE	304.1489	3
GNPS/MassIVE	304.1495	1
GNPS/MassIVE	304.1499	2
GNPS/MassIVE	304.15	5
GNPS/MassIVE	304.1501	2
GNPS/MassIVE	304.1502	1
GNPS/MassIVE	304.1503	5
GNPS/MassIVE	304.1504	1
GNPS/MassIVE	304.1505	1
GNPS/MassIVE	304.1509	2
GNPS/MassIVE	304.1513	2
GNPS/MassIVE	304.1515	1
GNPS/MassIVE	304.1568	1
GNPS/MassIVE	304.157	1
GNPS/MassIVE	304.1572	2
GNPS/MassIVE	304.1577	1
GNPS/MassIVE	304.1578	2
GNPS/MassIVE	304.1579	6
GNPS/MassIVE	304.158	13
GNPS/MassIVE	304.1581	2
GNPS/MassIVE	304.1582	2
GNPS/MassIVE	304.1587	2
GNPS/MassIVE	304.1589	6
GNPS/MassIVE	304.159	4
GNPS/MassIVE	304.1591	4
GNPS/MassIVE	304.1593	2
GNPS/MassIVE	304.1595	4
GNPS/MassIVE	304.1596	4
GNPS/MassIVE	304.1597	2
GNPS/MassIVE	304.16	12
GNPS/MassIVE	304.1612	2
GNPS/MassIVE	304.166	4
GNPS/MassIVE	304.17	14
GNPS/MassIVE	304.1724	1
GNPS/MassIVE	304.1737	1
GNPS/MassIVE	304.1739	1
GNPS/MassIVE	304.174	3
GNPS/MassIVE	304.1741	10
GNPS/MassIVE	304.1742	6
GNPS/MassIVE	304.1743	32
GNPS/MassIVE	304.1744	32
GNPS/MassIVE	304.1745	26
GNPS/MassIVE	304.1746	25
GNPS/MassIVE	304.1747	37
GNPS/MassIVE	304.1748	31
GNPS/MassIVE	304.1749	53
GNPS/MassIVE	304.175	106
GNPS/MassIVE	304.1751	214
GNPS/MassIVE	304.1752	623
GNPS/MassIVE	304.1753	833
GNPS/MassIVE	304.1754	666
GNPS/MassIVE	304.1755	402
GNPS/MassIVE	304.1756	358
GNPS/MassIVE	304.1757	234
GNPS/MassIVE	304.1758	131
GNPS/MassIVE	304.1759	118
GNPS/MassIVE	304.176	87
GNPS/MassIVE	304.1761	67
GNPS/MassIVE	304.1762	61
GNPS/MassIVE	304.1763	42
GNPS/MassIVE	304.1764	33
GNPS/MassIVE	304.1765	22
GNPS/MassIVE	304.1766	11
GNPS/MassIVE	304.1767	6
GNPS/MassIVE	304.1768	6
GNPS/MassIVE	304.1769	2
GNPS/MassIVE	304.177	2
GNPS/MassIVE	304.1771	4
GNPS/MassIVE	304.1772	2
GNPS/MassIVE	304.1773	2
GNPS/MassIVE	304.1774	1
GNPS/MassIVE	304.1775	3
GNPS/MassIVE	304.1776	1
GNPS/MassIVE	304.1778	1
GNPS/MassIVE	304.18	330
GNPS/MassIVE	304.1818	1
GNPS/MassIVE	304.1861	2
GNPS/MassIVE	304.1862	2
GNPS/MassIVE	304.1863	1
GNPS/MassIVE	304.1864	4
GNPS/MassIVE	304.1865	10
GNPS/MassIVE	304.1866	18
GNPS/MassIVE	304.1867	41
GNPS/MassIVE	304.1868	30
GNPS/MassIVE	304.1869	2
GNPS/MassIVE	304.2005	1
GNPS/MassIVE	304.2007	2
GNPS/MassIVE	304.21	217
GNPS/MassIVE	304.2104	2
GNPS/MassIVE	304.2105	10
GNPS/MassIVE	304.2106	21
GNPS/MassIVE	304.2107	39
GNPS/MassIVE	304.2108	31
GNPS/MassIVE	304.2109	40
GNPS/MassIVE	304.211	18
GNPS/MassIVE	304.2111	13
GNPS/MassIVE	304.2112	22
GNPS/MassIVE	304.2113	61
GNPS/MassIVE	304.2114	77
GNPS/MassIVE	304.2115	156
GNPS/MassIVE	304.2116	328
GNPS/MassIVE	304.2117	509
GNPS/MassIVE	304.2118	508
GNPS/MassIVE	304.2119	389
GNPS/MassIVE	304.212	436
GNPS/MassIVE	304.2121	335
GNPS/MassIVE	304.2122	226
GNPS/MassIVE	304.2123	148
GNPS/MassIVE	304.2124	97
GNPS/MassIVE	304.2125	58
GNPS/MassIVE	304.2126	65
GNPS/MassIVE	304.2127	53
GNPS/MassIVE	304.2128	61
GNPS/MassIVE	304.2129	45
GNPS/MassIVE	304.213	41
GNPS/MassIVE	304.2131	56
GNPS/MassIVE	304.2132	38
GNPS/MassIVE	304.2133	40
GNPS/MassIVE	304.2134	25
GNPS/MassIVE	304.2135	18
GNPS/MassIVE	304.2136	16
GNPS/MassIVE	304.2137	8
GNPS/MassIVE	304.2138	7
GNPS/MassIVE	304.2139	3
GNPS/MassIVE	304.214	3
GNPS/MassIVE	304.2141	1
GNPS/MassIVE	304.2142	3
GNPS/MassIVE	304.2379	4
GNPS/MassIVE	304.2381	5
GNPS/MassIVE	304.2382	6
GNPS/MassIVE	304.2383	8
GNPS/MassIVE	304.248	6
GNPS/MassIVE	304.2481	10
GNPS/MassIVE	304.2483	1
GNPS/MassIVE	304.25	65
GNPS/MassIVE	304.3	24
GNPS/MassIVE	304.6961	4
GNPS/MassIVE	304.6962	4
GNPS/MassIVE	304.6963	11
GNPS/MassIVE	304.6964	10
GNPS/MassIVE	304.6965	8
GNPS/MassIVE	304.6966	12
GNPS/MassIVE	304.698	2
GNPS/MassIVE	305.0634	1
GNPS/MassIVE	305.0635	1
GNPS/MassIVE	305.0638	1
GNPS/MassIVE	305.0866	3
GNPS/MassIVE	305.0894	2
GNPS/MassIVE	305.0896	2
GNPS/MassIVE	305.0897	4
GNPS/MassIVE	305.0898	2
GNPS/MassIVE	305.09	6
GNPS/MassIVE	305.1011	2
GNPS/MassIVE	305.1013	2
GNPS/MassIVE	305.1105	2
GNPS/MassIVE	305.1108	1
GNPS/MassIVE	305.1109	3
GNPS/MassIVE	305.111	4
GNPS/MassIVE	305.1123	2
GNPS/MassIVE	305.1124	2
GNPS/MassIVE	305.1127	2
GNPS/MassIVE	305.1128	2
GNPS/MassIVE	305.13	12
GNPS/MassIVE	305.1558	1
GNPS/MassIVE	305.1572	1
GNPS/MassIVE	305.17	12
GNPS/MassIVE	305.1728	2
GNPS/MassIVE	305.1784	2
GNPS/MassIVE	305.1786	4
GNPS/MassIVE	305.1787	4
GNPS/MassIVE	305.1789	4
GNPS/MassIVE	305.179	2
GNPS/MassIVE	305.1791	5
GNPS/MassIVE	305.1792	2
GNPS/MassIVE	305.1793	1
GNPS/MassIVE	305.1795	1
GNPS/MassIVE	305.18	4
GNPS/MassIVE	305.1814	1
GNPS/MassIVE	305.1817	1
GNPS/MassIVE	305.1818	2
GNPS/MassIVE	305.1819	4
GNPS/MassIVE	305.182	8
GNPS/MassIVE	305.1821	37
