origin_repository	precmz	count
Metabolights	290.162	2
Metabolights	290.1621	2
Metabolights	290.1744	1
Metabolights	290.1966	1
Metabolights	291.11	3
Metabolights	291.1627	1
Metabolights	291.163	1
Metabolights	292.1349	1
Metabolights	292.1352	1
Metabolights	292.1367	1
Metabolights	292.1369	1
Metabolights	292.174	1
Metabolights	292.1743	1
Metabolights	294.1001	1
Metabolights	296.1484	1
Metabolights	296.1486	1
Metabolights	296.1488	2
Metabolights	296.1489	3
Metabolights	296.149	6
Metabolights	296.1491	11
Metabolights	296.1492	13
Metabolights	296.1493	9
Metabolights	296.1494	9
Metabolights	296.1495	3
Metabolights	296.1496	5
Metabolights	296.1497	2
Metabolights	296.1498	1
Metabolights	296.1499	1
Metabolights	296.15	15
Metabolights	296.1503	2
Metabolights	296.1506	1
Metabolights	297.1527	1
Metabolights	298.1655	1
Metabolights	298.2005	1
Metabolights	298.2006	1
Metabolights	298.201	2
Metabolights	298.2011	1
Metabolights	298.2014	1
Metabolights	298.2016	1
Metabolights	298.2017	1
Metabolights	298.2021	1
Metabolights	299.1963	2
Metabolights	300	1
Metabolights	300.06	4
Metabolights	300.1069	1
Metabolights	300.1071	1
Metabolights	300.1074	1
Metabolights	300.1077	1
Metabolights	300.1083	1
Metabolights	300.11	8
Metabolights	300.1408	1
Metabolights	300.1418	1
Metabolights	300.143	1
Metabolights	300.15	1
Metabolights	300.1555	1
Metabolights	300.16	9
Metabolights	300.1796	1
Metabolights	300.1797	1
Metabolights	300.1799	1
Metabolights	300.18	21
Metabolights	300.1802	4
Metabolights	300.1803	1
Metabolights	300.1804	2
Metabolights	300.1805	1
Metabolights	300.1806	2
Metabolights	300.1807	2
Metabolights	300.1808	4
Metabolights	300.1809	1
Metabolights	300.181	2
Metabolights	300.1814	1
Metabolights	300.1843	1
Metabolights	300.1872	1
Metabolights	300.2	3
Metabolights	300.2157	1
Metabolights	300.2158	1
Metabolights	300.216	1
Metabolights	300.2161	1
Metabolights	300.2162	4
Metabolights	300.2163	3
Metabolights	300.2164	1
Metabolights	300.2165	5
Metabolights	300.2166	8
Metabolights	300.2167	13
Metabolights	300.2168	4
Metabolights	300.2169	11
Metabolights	300.217	12
Metabolights	300.2171	9
Metabolights	300.2172	7
Metabolights	300.2173	4
Metabolights	300.2174	1
Metabolights	300.2175	5
Metabolights	300.2176	1
Metabolights	300.2177	1
Metabolights	300.2178	1
Metabolights	300.2179	1
Metabolights	300.2182	2
Metabolights	300.2183	4
Metabolights	300.2185	1
Metabolights	300.2188	1
Metabolights	300.2195	1
Metabolights	300.22	208
Metabolights	301.14	2
Metabolights	302.08	4
Metabolights	302.1	4
Metabolights	302.12	27
Metabolights	302.1235	1
Metabolights	302.1409	1
Metabolights	302.1455	1
Metabolights	302.15	2
Metabolights	302.1565	1
Metabolights	302.1567	2
Metabolights	302.1568	3
Metabolights	302.157	2
Metabolights	302.1571	1
Metabolights	302.1572	2
Metabolights	302.1573	4
Metabolights	302.1576	2
Metabolights	302.1577	1
Metabolights	302.1591	1
Metabolights	302.1592	3
Metabolights	302.1593	3
Metabolights	302.1594	4
Metabolights	302.1595	5
Metabolights	302.1596	8
Metabolights	302.1597	6
Metabolights	302.1598	6
Metabolights	302.1599	9
Metabolights	302.16	69
Metabolights	302.1602	1
Metabolights	302.1603	1
Metabolights	302.1606	1
Metabolights	302.1608	1
Metabolights	302.1611	1
Metabolights	302.18	1
Metabolights	302.195	1
Metabolights	302.1951	1
Metabolights	302.1952	3
Metabolights	302.1954	1
Metabolights	302.1955	3
Metabolights	302.1956	1
Metabolights	302.1957	3
Metabolights	302.1958	5
Metabolights	302.1959	4
Metabolights	302.196	13
Metabolights	302.1961	13
Metabolights	302.1962	12
Metabolights	302.1963	13
Metabolights	302.1964	6
Metabolights	302.1965	7
Metabolights	302.1966	9
Metabolights	302.1967	2
Metabolights	302.1968	1
Metabolights	302.1969	1
Metabolights	302.1971	1
Metabolights	302.1972	2
Metabolights	302.1973	1
Metabolights	302.1975	2
Metabolights	302.2	97
Metabolights	302.21	6
Metabolights	302.212	1
Metabolights	302.2122	1
Metabolights	302.23	111
Metabolights	302.2312	1
Metabolights	302.2315	1
Metabolights	302.2316	2
Metabolights	302.2317	4
Metabolights	302.2319	2
Metabolights	302.232	8
Metabolights	302.2321	7
Metabolights	302.2322	15
Metabolights	302.2323	34
Metabolights	302.2324	44
Metabolights	302.2325	45
Metabolights	302.2326	44
Metabolights	302.2327	25
Metabolights	302.2328	24
Metabolights	302.2329	17
Metabolights	302.233	3
Metabolights	302.2331	7
Metabolights	302.2332	3
Metabolights	302.2333	3
Metabolights	302.2334	3
Metabolights	302.2335	1
Metabolights	302.2338	1
Metabolights	302.234	1
Metabolights	302.2342	1
Metabolights	302.2344	2
Metabolights	302.2345	1
Metabolights	302.2346	1
Metabolights	302.2347	1
Metabolights	302.2577	1
Metabolights	302.2578	1
Metabolights	303.07	33
Metabolights	303.0737	1
Metabolights	303.0739	2
Metabolights	303.074	1
Metabolights	303.0743	1
Metabolights	303.0744	1
Metabolights	303.0748	1
Metabolights	303.0948	2
Metabolights	303.0949	4
Metabolights	303.095	1
Metabolights	303.0954	1
Metabolights	303.0989	1
Metabolights	303.0992	1
Metabolights	303.0993	1
Metabolights	303.1	1
Metabolights	303.1955	1
Metabolights	303.1984	1
Metabolights	303.24	3
Metabolights	304.02	5
Metabolights	304.08	6
Metabolights	304.1	1
Metabolights	304.1289	1
Metabolights	304.1292	1
Metabolights	304.13	30
Metabolights	304.1362	1
Metabolights	304.15	1
Metabolights	304.1566	1
Metabolights	304.1567	1
Metabolights	304.1576	2
Metabolights	304.1579	1
Metabolights	304.1584	1
Metabolights	304.1588	1
Metabolights	304.17	2
Metabolights	304.1722	1
Metabolights	304.1727	2
Metabolights	304.1728	1
Metabolights	304.1729	1
Metabolights	304.173	1
Metabolights	304.1731	1
Metabolights	304.1732	2
Metabolights	304.1733	1
Metabolights	304.1734	2
Metabolights	304.1735	2
Metabolights	304.1736	1
Metabolights	304.1737	2
Metabolights	304.1739	1
Metabolights	304.1743	1
Metabolights	304.1747	1
Metabolights	304.1749	1
Metabolights	304.175	1
Metabolights	304.1751	3
Metabolights	304.1752	5
Metabolights	304.1753	9
Metabolights	304.1754	4
Metabolights	304.1755	6
Metabolights	304.1756	10
Metabolights	304.1757	8
Metabolights	304.1758	6
Metabolights	304.1759	2
Metabolights	304.1762	1
Metabolights	304.1765	1
Metabolights	304.1766	2
Metabolights	304.1769	1
Metabolights	304.1772	1
Metabolights	304.1785	1
Metabolights	304.18	44
Metabolights	304.2083	1
Metabolights	304.2085	1
Metabolights	304.2086	2
Metabolights	304.209	1
Metabolights	304.2091	1
Metabolights	304.2094	1
Metabolights	304.21	20
Metabolights	304.2104	1
Metabolights	304.2105	1
Metabolights	304.2106	2
Metabolights	304.2108	3
Metabolights	304.2111	3
Metabolights	304.2112	1
Metabolights	304.2113	6
Metabolights	304.2114	2
Metabolights	304.2115	7
Metabolights	304.2116	11
Metabolights	304.2117	10
Metabolights	304.2118	10
Metabolights	304.2119	6
Metabolights	304.212	20
Metabolights	304.2121	16
Metabolights	304.2122	6
Metabolights	304.2123	4
Metabolights	304.2124	3
Metabolights	304.2125	7
Metabolights	304.2126	3
Metabolights	304.2127	3
Metabolights	304.2128	2
Metabolights	304.2129	1
Metabolights	304.2131	3
Metabolights	304.2132	1
Metabolights	304.2133	1
Metabolights	304.2134	1
Metabolights	304.2135	1
Metabolights	304.2136	1
Metabolights	304.2137	1
Metabolights	304.2138	1
Metabolights	304.2141	1
Metabolights	304.2146	1
Metabolights	304.2244	1
Metabolights	304.2253	1
Metabolights	304.2279	1
Metabolights	304.2376	1
Metabolights	304.248	1
Metabolights	304.2491	1
Metabolights	304.2494	1
Metabolights	304.25	2
Metabolights	304.2502	1
Metabolights	304.2505	1
Metabolights	305.1772	1
Metabolights	305.1782	2
Metabolights	305.1784	1
Metabolights	305.1794	1
Metabolights	305.2134	1
Metabolights	305.2154	4
Metabolights	305.2155	4
Metabolights	305.2171	1
Metabolights	305.22	1
Metabolights	306.1011	1
Metabolights	306.1019	1
Metabolights	306.1154	1
Metabolights	306.1184	1
Metabolights	306.15	4
Metabolights	306.1517	1
Metabolights	306.1521	1
Metabolights	306.1524	1
Metabolights	306.1526	2
Metabolights	306.1527	1
Metabolights	306.1528	5
Metabolights	306.153	1
Metabolights	306.1531	2
Metabolights	306.1532	2
Metabolights	306.1533	1
Metabolights	306.1541	1
Metabolights	306.1542	1
Metabolights	306.1543	3
Metabolights	306.1544	3
Metabolights	306.1545	4
Metabolights	306.1546	1
Metabolights	306.1547	2
Metabolights	306.1548	4
Metabolights	306.1549	4
Metabolights	306.155	1
Metabolights	306.1551	3
Metabolights	306.1552	1
Metabolights	306.1553	1
Metabolights	306.16	1
Metabolights	306.2568	1094
Metabolights	308.1849	1
Metabolights	308.1854	1
Metabolights	308.1856	2
Metabolights	308.1857	3
Metabolights	308.1859	2
Metabolights	308.19	20
Metabolights	309.1892	1
Metabolights	310.05	5
Metabolights	310.08	2
Metabolights	310.09	3
Metabolights	310.16	4
Metabolights	310.163	1
Metabolights	310.164	1
Metabolights	310.1644	1
Metabolights	310.1664	1
Metabolights	310.17	1
Metabolights	310.1793	1
Metabolights	310.18	10
Metabolights	310.1996	1
Metabolights	310.1999	1
Metabolights	310.2	37
Metabolights	310.2002	1
Metabolights	310.2003	1
Metabolights	310.2004	1
Metabolights	310.2005	5
Metabolights	310.2006	4
Metabolights	310.2007	6
Metabolights	310.2008	12
Metabolights	310.2009	32
Metabolights	310.201	59
Metabolights	310.2011	101
Metabolights	310.2012	90
Metabolights	310.2013	112
Metabolights	310.2014	81
Metabolights	310.2015	70
Metabolights	310.2016	23
Metabolights	310.2017	12
Metabolights	310.2018	6
Metabolights	310.2019	3
Metabolights	310.202	4
Metabolights	310.2021	5
Metabolights	310.2022	4
Metabolights	310.2023	1
Metabolights	310.2024	1
Metabolights	310.2025	3
Metabolights	310.2026	3
Metabolights	310.2027	1
Metabolights	310.2028	1
Metabolights	310.2029	1
Metabolights	310.203	2
Metabolights	310.2031	1
Metabolights	310.2032	1
Metabolights	310.2035	2
Metabolights	310.2104	1
Metabolights	310.2264	1
Metabolights	310.227	1
Metabolights	310.2288	1
Metabolights	310.2307	1
Metabolights	311.02	1
Metabolights	311.0495	1
Metabolights	311.05	5
Metabolights	311.0532	1
Metabolights	311.0534	1
Metabolights	311.0542	1
Metabolights	311.0556	1
Metabolights	311.0562	1
Metabolights	311.0563	1
Metabolights	311.0569	1
Metabolights	311.1552	1
Metabolights	311.1558	1
Metabolights	311.1569	1
Metabolights	311.159	1
Metabolights	311.1594	1
Metabolights	311.1602	1
Metabolights	311.1604	1
Metabolights	312.1236	1
Metabolights	312.1255	1
Metabolights	312.1612	1
Metabolights	312.1627	1
Metabolights	312.1632	1
Metabolights	312.1634	1
Metabolights	312.1653	1
Metabolights	312.214	1
Metabolights	312.2147	1
Metabolights	312.2149	2
Metabolights	312.215	2
Metabolights	312.2151	1
Metabolights	312.2152	1
Metabolights	312.2154	1
Metabolights	312.2155	1
Metabolights	312.2157	1
Metabolights	312.2159	2
Metabolights	312.216	4
Metabolights	312.2161	2
Metabolights	312.2162	3
Metabolights	312.2163	2
Metabolights	312.2164	2
Metabolights	312.2165	3
Metabolights	312.2166	4
Metabolights	312.2167	6
Metabolights	312.2168	9
Metabolights	312.2169	1
Metabolights	312.217	4
Metabolights	312.2171	30
Metabolights	312.2172	10
Metabolights	312.2173	1
Metabolights	312.2174	1
Metabolights	312.2176	2
Metabolights	312.2177	1
Metabolights	312.2178	2
Metabolights	312.218	2
Metabolights	312.2182	1
Metabolights	312.2183	1
Metabolights	312.2184	2
Metabolights	312.2185	1
Metabolights	312.2192	1
Metabolights	312.2194	1
Metabolights	312.22	13
Metabolights	312.2305	1
Metabolights	312.2386	1
Metabolights	312.2393	1
Metabolights	313.08	1
Metabolights	313.2199	1
Metabolights	313.22	3
Metabolights	313.2201	2
Metabolights	313.2202	1
Metabolights	313.2203	1
Metabolights	313.2204	5
Metabolights	313.2205	4
Metabolights	313.2206	2
Metabolights	313.2207	1
Metabolights	313.2209	2
Metabolights	313.221	1
Metabolights	313.2734	4
Metabolights	313.2735	2
Metabolights	313.2736	1
Metabolights	313.2737	2
Metabolights	314.09	7
Metabolights	314.1384	1
Metabolights	314.1406	1
Metabolights	314.1413	1
Metabolights	314.1418	1
Metabolights	314.1422	1
Metabolights	314.1556	1
Metabolights	314.1558	1
Metabolights	314.1561	1
Metabolights	314.1571	1
Metabolights	314.159	2
Metabolights	314.1592	1
Metabolights	314.1594	1
Metabolights	314.1595	2
Metabolights	314.1599	1
Metabolights	314.1601	2
Metabolights	314.1603	1
Metabolights	314.1608	1
Metabolights	314.162	1
Metabolights	314.18	4
Metabolights	314.1937	1
Metabolights	314.1945	1
Metabolights	314.1951	1
Metabolights	314.1958	1
Metabolights	314.196	1
Metabolights	314.1963	2
Metabolights	314.1966	1
Metabolights	314.1988	1
Metabolights	314.2025	1
Metabolights	314.2055	1
Metabolights	314.2071	1
Metabolights	314.2081	1
Metabolights	314.2101	1
Metabolights	314.23	52
Metabolights	314.2302	1
Metabolights	314.2312	1
Metabolights	314.2313	5
Metabolights	314.2315	1
Metabolights	314.2316	1
Metabolights	314.2317	2
Metabolights	314.2318	3
Metabolights	314.2319	2
Metabolights	314.232	3
Metabolights	314.2321	8
Metabolights	314.2322	23
Metabolights	314.2323	50
Metabolights	314.2324	88
Metabolights	314.2325	93
Metabolights	314.2326	68
Metabolights	314.2327	63
Metabolights	314.2328	40
Metabolights	314.2329	16
Metabolights	314.233	7
Metabolights	314.2331	5
Metabolights	314.2332	4
Metabolights	314.2333	4
Metabolights	314.2334	1
Metabolights	314.2335	2
Metabolights	314.2336	3
Metabolights	314.2337	2
Metabolights	314.2339	1
Metabolights	314.234	5
Metabolights	314.2341	1
Metabolights	314.2342	3
Metabolights	314.2343	4
Metabolights	314.2344	1
Metabolights	314.2345	2
Metabolights	314.2346	2
Metabolights	314.2347	2
Metabolights	314.2348	1
Metabolights	314.2349	1
Metabolights	314.2351	1
Metabolights	314.2372	1
Metabolights	314.2427	1
Metabolights	314.2488	1
Metabolights	314.2526	1
Metabolights	315	5
Metabolights	315.0454	1
Metabolights	315.049	1
Metabolights	315.0995	1
Metabolights	315.1045	1
Metabolights	315.1046	3
Metabolights	315.1048	1
Metabolights	315.1313	1
Metabolights	315.1331	1
Metabolights	315.1333	1
Metabolights	315.1335	5
Metabolights	315.1336	4
Metabolights	315.1337	4
Metabolights	315.1338	2
Metabolights	315.1339	7
Metabolights	315.134	4
Metabolights	315.1341	1
Metabolights	315.1342	1
Metabolights	315.1351	1
Metabolights	315.1357	1
Metabolights	315.1368	1
Metabolights	315.1789	1
Metabolights	315.1799	1
Metabolights	315.1809	1
Metabolights	315.1816	1
Metabolights	315.1965	1
Metabolights	315.1966	1
Metabolights	315.2112	1
Metabolights	315.2129	1
Metabolights	315.2341	1
Metabolights	315.2349	2
Metabolights	315.2351	1
Metabolights	315.2353	2
Metabolights	315.2354	1
Metabolights	315.2355	1
Metabolights	315.2356	1
Metabolights	315.2357	2
Metabolights	315.2359	1
Metabolights	315.236	3
Metabolights	315.2361	25
Metabolights	315.2362	24
Metabolights	315.2363	13
Metabolights	315.2365	1
Metabolights	315.2366	1
Metabolights	315.2376	1
Metabolights	315.24	1
Metabolights	315.2421	1
Metabolights	315.2486	1
Metabolights	315.253	1
Metabolights	315.2541	1
Metabolights	316.08	3
Metabolights	316.085	1
Metabolights	316.11	9
Metabolights	316.1112	1
Metabolights	316.1113	1
Metabolights	316.1114	2
Metabolights	316.1115	2
Metabolights	316.1116	1
Metabolights	316.112	1
Metabolights	316.1123	1
Metabolights	316.1522	1
Metabolights	316.1529	1
Metabolights	316.1547	1
Metabolights	316.17	1
Metabolights	316.1708	1
Metabolights	316.1715	1
Metabolights	316.172	1
Metabolights	316.1721	1
Metabolights	316.1723	1
Metabolights	316.1744	1
Metabolights	316.1746	1
Metabolights	316.1748	1
Metabolights	316.1749	2
Metabolights	316.175	3
Metabolights	316.1751	3
Metabolights	316.1752	6
Metabolights	316.1753	5
Metabolights	316.1754	7
Metabolights	316.1755	11
Metabolights	316.1756	5
Metabolights	316.1757	1
Metabolights	316.1758	5
Metabolights	316.1759	2
Metabolights	316.176	2
Metabolights	316.1761	3
Metabolights	316.1762	1
Metabolights	316.1764	1
Metabolights	316.1765	1
Metabolights	316.1766	1
Metabolights	316.1767	2
Metabolights	316.1768	1
Metabolights	316.1771	2
Metabolights	316.1772	2
Metabolights	316.1781	1
Metabolights	316.18	43
Metabolights	316.1929	1
Metabolights	316.21	1
Metabolights	316.2103	1
Metabolights	316.2115	1
Metabolights	316.2117	2
Metabolights	316.2118	1
Metabolights	316.2121	1
Metabolights	316.2123	1
Metabolights	316.2125	1
Metabolights	316.2383	1
Metabolights	316.239	4
Metabolights	316.2396	1
Metabolights	316.2465	1
Metabolights	316.2466	2
Metabolights	316.2467	1
Metabolights	316.2468	2
Metabolights	316.2469	1
Metabolights	316.247	2
Metabolights	316.2471	1
Metabolights	316.2472	1
Metabolights	316.2473	2
Metabolights	316.2474	2
Metabolights	316.2476	2
Metabolights	316.2477	5
Metabolights	316.2478	4
Metabolights	316.2479	6
Metabolights	316.248	19
Metabolights	316.2481	45
Metabolights	316.2482	104
Metabolights	316.2483	118
Metabolights	316.2484	109
Metabolights	316.2485	33
Metabolights	316.2486	7
Metabolights	316.2487	2
Metabolights	316.2488	5
Metabolights	316.2489	5
Metabolights	316.249	10
Metabolights	316.2491	10
Metabolights	316.2492	8
Metabolights	316.2493	5
Metabolights	316.2494	5
Metabolights	316.2495	2
Metabolights	316.2496	4
Metabolights	316.2497	2
Metabolights	316.2498	2
Metabolights	316.2499	1
Metabolights	316.25	3
Metabolights	316.2502	4
Metabolights	316.2504	1
Metabolights	316.251	1
Metabolights	316.258	1
Metabolights	316.2615	1
Metabolights	317.1358	1
Metabolights	317.136	1
Metabolights	317.1493	1
Metabolights	317.1505	1
Metabolights	317.1512	2
Metabolights	317.1786	1
Metabolights	317.1793	1
Metabolights	317.2517	8
Metabolights	317.2518	26
Metabolights	317.2519	10
Metabolights	317.2521	2
Metabolights	317.2539	1
Metabolights	318.12	2
Metabolights	318.1516	2
Metabolights	318.1875	1
Metabolights	318.1879	1
Metabolights	318.19	19
Metabolights	318.1901	1
Metabolights	318.1903	2
Metabolights	318.1905	5
Metabolights	318.1906	4
Metabolights	318.1907	3
Metabolights	318.1908	4
Metabolights	318.1909	8
Metabolights	318.191	19
Metabolights	318.1911	11
Metabolights	318.1912	8
Metabolights	318.1913	2
Metabolights	318.1914	5
Metabolights	318.1915	2
Metabolights	318.1916	4
Metabolights	318.1917	3
Metabolights	318.1918	1
Metabolights	318.1919	4
Metabolights	318.192	1
Metabolights	318.1921	2
Metabolights	318.1922	2
Metabolights	318.1924	1
Metabolights	318.1925	1
Metabolights	318.1926	2
Metabolights	318.1928	1
Metabolights	318.1929	1
Metabolights	318.1934	1
Metabolights	318.1935	1
Metabolights	318.1986	1
Metabolights	318.2026	1
Metabolights	318.2258	1
Metabolights	318.2259	1
Metabolights	318.2272	3
Metabolights	318.2273	1
Metabolights	318.23	1
Metabolights	318.2542	6
Metabolights	318.2543	2
Metabolights	318.9	5
Metabolights	319.07	2
Metabolights	319.16	2
Metabolights	319.165	3
Metabolights	319.1651	6
Metabolights	319.1652	6
Metabolights	319.1653	2
Metabolights	319.1654	10
Metabolights	319.1655	16
Metabolights	319.1656	4
Metabolights	319.166	1
Metabolights	319.1661	1
Metabolights	319.1662	3
Metabolights	319.1664	1
Metabolights	319.1665	2
Metabolights	319.1666	4
Metabolights	319.1668	1
Metabolights	319.1669	2
Metabolights	319.167	3
Metabolights	319.1672	3
Metabolights	319.1674	1
Metabolights	319.1676	1
Metabolights	319.17	12
Metabolights	319.1929	1
Metabolights	320.1666	1
Metabolights	320.1669	1
Metabolights	320.1671	1
Metabolights	320.17	2
Metabolights	320.1706	1
Metabolights	320.1719	1
Metabolights	321.2	1
Metabolights	321.2006	1
Metabolights	321.2013	1
Metabolights	321.2014	1
Metabolights	321.2015	1
Metabolights	321.2016	4
Metabolights	321.2017	3
Metabolights	326.1592	1
Metabolights	326.1598	1
Metabolights	326.1601	1
Metabolights	326.1604	1
Metabolights	326.194	1
Metabolights	326.1951	1
Metabolights	326.1952	1
Metabolights	326.1953	3
Metabolights	326.1954	1
Metabolights	326.1955	2
Metabolights	326.1956	3
Metabolights	326.1957	1
Metabolights	326.1958	3
Metabolights	326.1959	2
Metabolights	326.196	2
Metabolights	326.1961	4
Metabolights	326.1962	3
Metabolights	326.1963	4
Metabolights	326.1964	2
Metabolights	326.1965	7
Metabolights	326.1966	1
Metabolights	326.1967	3
Metabolights	326.1968	2
Metabolights	326.1972	1
Metabolights	326.2	3
Metabolights	328.0039	1
Metabolights	328.0086	1
Metabolights	328.1	2
Metabolights	328.16	3
Metabolights	328.1602	1
Metabolights	328.1854	1
Metabolights	328.1874	1
Metabolights	328.189	1
Metabolights	328.191	1
Metabolights	328.1915	1
Metabolights	328.2	1
Metabolights	328.209	1
Metabolights	328.21	24
Metabolights	328.2104	1
Metabolights	328.2106	1
Metabolights	328.2107	1
Metabolights	328.211	1
Metabolights	328.2112	1
Metabolights	328.2113	2
Metabolights	328.2115	4
Metabolights	328.2116	6
Metabolights	328.2117	2
Metabolights	328.2118	5
Metabolights	328.2119	2
Metabolights	328.212	1
Metabolights	328.2121	1
Metabolights	328.2122	3
Metabolights	328.2123	2
Metabolights	328.2124	3
Metabolights	328.2125	2
Metabolights	328.2126	1
Metabolights	328.2127	4
Metabolights	328.2131	1
Metabolights	328.2286	1
Metabolights	328.2287	1
Metabolights	328.2461	1
Metabolights	328.247	1
Metabolights	328.2471	2
Metabolights	328.2472	2
Metabolights	328.2474	2
Metabolights	328.2475	3
Metabolights	328.2476	5
Metabolights	328.2477	3
Metabolights	328.2478	5
Metabolights	328.2479	7
Metabolights	328.248	21
Metabolights	328.2481	22
Metabolights	328.2482	40
Metabolights	328.2483	37
Metabolights	328.2484	32
Metabolights	328.2485	14
Metabolights	328.2486	7
Metabolights	328.2487	5
Metabolights	328.2488	1
Metabolights	328.2489	1
Metabolights	328.249	3
Metabolights	328.2491	1
Metabolights	328.2492	3
Metabolights	328.2494	1
Metabolights	328.2495	3
Metabolights	328.2496	5
Metabolights	328.2497	3
Metabolights	328.2498	4
Metabolights	328.2499	4
Metabolights	328.25	16
Metabolights	328.2501	5
Metabolights	328.2502	3
Metabolights	328.2503	3
Metabolights	328.2504	1
Metabolights	328.2505	1
Metabolights	328.2506	1
Metabolights	328.251	1
Metabolights	328.2512	1
Metabolights	329.0049	1
Metabolights	329.005	1
Metabolights	329.0962	1
Metabolights	329.1025	1
Metabolights	329.2509	1
Metabolights	329.2512	2
Metabolights	329.2515	3
Metabolights	329.2531	1
Metabolights	329.99	1
Metabolights	330.1174	1
Metabolights	330.1206	1
Metabolights	330.1353	1
Metabolights	330.1382	1
Metabolights	330.19	20
Metabolights	330.1903	1
Metabolights	330.1905	1
Metabolights	330.1906	3
Metabolights	330.1908	2
Metabolights	330.1909	4
Metabolights	330.191	3
Metabolights	330.1911	1
Metabolights	330.1912	1
Metabolights	330.1913	1
Metabolights	330.1916	1
Metabolights	330.1918	1
Metabolights	330.192	2
Metabolights	330.2254	1
Metabolights	330.2259	1
Metabolights	330.226	1
Metabolights	330.2262	1
Metabolights	330.2263	1
Metabolights	330.2264	2
Metabolights	330.2265	1
Metabolights	330.2266	4
Metabolights	330.2267	2
Metabolights	330.2268	5
Metabolights	330.2269	4
Metabolights	330.227	5
Metabolights	330.2271	14
Metabolights	330.2272	7
Metabolights	330.2273	18
Metabolights	330.2274	22
Metabolights	330.2275	18
Metabolights	330.2276	9
Metabolights	330.2277	7
Metabolights	330.2278	4
Metabolights	330.2279	1
Metabolights	330.228	1
Metabolights	330.2281	2
Metabolights	330.2282	2
Metabolights	330.2284	1
Metabolights	330.2285	1
Metabolights	330.2286	1
Metabolights	330.2288	1
Metabolights	330.23	22
Metabolights	330.2397	1
Metabolights	330.2405	1
Metabolights	330.2628	1
Metabolights	330.2631	1
Metabolights	330.2634	1
Metabolights	330.2637	2
Metabolights	330.2638	2
Metabolights	330.2639	1
Metabolights	330.264	2
Metabolights	330.2641	1
Metabolights	330.2643	2
Metabolights	330.2644	1
Metabolights	330.2646	1
Metabolights	330.2648	2
Metabolights	330.2649	1
Metabolights	330.265	1
Metabolights	330.2654	1
Metabolights	330.2655	1
Metabolights	330.2657	1
Metabolights	330.2659	2
Metabolights	330.2661	1
Metabolights	330.5811	452
Metabolights	331.1133	2
Metabolights	331.2303	1
Metabolights	331.2307	1
Metabolights	332.1063	1
Metabolights	332.11	3
Metabolights	332.1657	1
Metabolights	332.1659	1
Metabolights	332.1664	1
Metabolights	332.1665	1
Metabolights	332.1667	1
Metabolights	332.1668	1
Metabolights	332.1669	1
Metabolights	332.1692	1
Metabolights	332.17	2
Metabolights	332.1701	1
Metabolights	332.1703	1
Metabolights	332.1704	1
Metabolights	332.1708	1
Metabolights	332.1715	1
Metabolights	332.188	1
Metabolights	332.2049	1
Metabolights	332.2057	1
Metabolights	332.206	2
Metabolights	332.2061	1
Metabolights	332.2062	1
Metabolights	332.2063	2
Metabolights	332.2064	2
Metabolights	332.2065	7
Metabolights	332.2066	4
Metabolights	332.2067	1
Metabolights	332.2068	1
Metabolights	332.2069	3
Metabolights	332.2071	2
Metabolights	332.2072	2
Metabolights	332.2077	1
Metabolights	332.2082	1
Metabolights	332.2084	2
Metabolights	332.2089	1
Metabolights	332.2096	1
Metabolights	332.21	9
Metabolights	332.2383	1
Metabolights	332.2388	1
Metabolights	332.2399	1
Metabolights	332.24	1
Metabolights	332.2401	2
Metabolights	332.2402	1
Metabolights	332.2403	1
Metabolights	332.2404	1
Metabolights	332.2409	1
Metabolights	332.241	1
Metabolights	332.2413	1
Metabolights	332.2414	1
Metabolights	332.2415	2
Metabolights	332.2416	2
Metabolights	332.2418	1
Metabolights	332.2419	3
Metabolights	332.2421	2
Metabolights	332.2422	2
Metabolights	332.2423	5
Metabolights	332.2424	2
Metabolights	332.2425	1
Metabolights	332.2426	1
Metabolights	332.2427	5
Metabolights	332.2428	6
Metabolights	332.2429	11
Metabolights	332.243	8
Metabolights	332.2431	14
Metabolights	332.2432	9
Metabolights	332.2433	23
Metabolights	332.2434	11
Metabolights	332.2435	4
Metabolights	332.2436	1
Metabolights	332.2437	2
Metabolights	332.2438	5
Metabolights	332.2439	3
Metabolights	332.244	1
Metabolights	332.2441	2
Metabolights	332.2442	1
Metabolights	332.2443	1
Metabolights	332.2445	1
Metabolights	332.2448	1
Metabolights	332.245	1
Metabolights	332.2453	1
Metabolights	332.2457	1
Metabolights	332.2782	1
Metabolights	332.2808	1
Metabolights	333.1438	1
Metabolights	333.2093	1
Metabolights	333.2098	1
Metabolights	333.2471	1
Metabolights	334.11	1
Metabolights	334.182	2
Metabolights	334.1824	2
Metabolights	334.1825	1
Metabolights	334.1827	2
Metabolights	334.1828	1
Metabolights	334.1829	3
Metabolights	334.183	2
Metabolights	334.1835	2
Metabolights	334.1841	1
Metabolights	334.185	1
Metabolights	334.1853	2
Metabolights	334.1854	1
Metabolights	334.1855	3
Metabolights	334.1856	7
Metabolights	334.1857	2
Metabolights	334.1858	6
Metabolights	334.1859	1
Metabolights	334.186	2
Metabolights	334.1861	2
Metabolights	334.1862	1
Metabolights	334.1864	2
Metabolights	334.1866	1
Metabolights	334.1867	1
Metabolights	334.1868	2
Metabolights	334.187	1
Metabolights	334.1875	1
