tissue	time	Metabolite	Abundance	carbons	unsaturations	hydroxy	SpecMZ	carbons_length	even_odd	RelAbundance
Lung	4	74910_CAR C18:2	437601.94	18	2	0	424.342	long	even	100.0
Lung	8	74910_CAR C18:2	312154.1	18	2	0	424.342	long	even	71.33288760100103
Lung	12	74910_CAR C18:2	394595.4	18	2	0	424.342	long	even	90.17222364233578
Lung	16	74910_CAR C18:2	311038.84	18	2	0	424.342	long	even	71.07803041275366
Lung	20	74910_CAR C18:2	371613.56	18	2	0	424.342	long	even	84.92045533436163
Lung	0	75130_CAR C20:2;O	0.0	20	2	1	468.368	long	even	0.0
Lung	4	75130_CAR C20:2;O	15769.853	20	2	1	468.368	long	even	87.17468737467141
Lung	8	75130_CAR C20:2;O	15837.556	20	2	1	468.368	long	even	87.54894500784829
Lung	12	75130_CAR C20:2;O	18089.945	20	2	1	468.368	long	even	100.0
Lung	16	75130_CAR C20:2;O	0.0	20	2	1	468.368	long	even	0.0
Lung	20	75130_CAR C20:2;O	0.0	20	2	1	468.368	long	even	0.0
Lung	0	75339_CAR C22:5	18534.783	22	5	0	474.358	very long	even	55.597354296855904
Lung	4	75339_CAR C22:5	29473.125	22	5	0	474.358	very long	even	88.40825235777086
Lung	8	75339_CAR C22:5	24678.406	22	5	0	474.358	very long	even	74.02590480091699
Lung	12	75339_CAR C22:5	33337.527	22	5	0	474.358	very long	even	100.0
Lung	16	75339_CAR C22:5	30607.13	22	5	0	474.358	very long	even	91.80983940410457
Lung	20	75339_CAR C22:5	21974.145	22	5	0	474.358	very long	even	65.91414234175198
Lung	0	75675_CAR C16:1	309151.03	16	1	0	398.326	long	even	75.43555070574645
Lung	4	75675_CAR C16:1	409821.4	16	1	0	398.326	long	even	100.0
Lung	8	75675_CAR C16:1	298262.0	16	1	0	398.326	long	even	72.77853230700006
Lung	12	75675_CAR C16:1	409717.16	16	1	0	398.326	long	even	99.97456452981712
Lung	16	75675_CAR C16:1	308078.44	16	1	0	398.326	long	even	75.17382938031054
Lung	20	75675_CAR C16:1	397015.2	16	1	0	398.326	long	even	96.87517538127584
Lung	0	75747_CAR C20:5	29675.318	20	5	0	446.326	long	even	47.980643675871306
Lung	4	75747_CAR C20:5	61848.52	20	5	0	446.326	long	even	100.0
Lung	8	75747_CAR C20:5	23291.16	20	5	0	446.326	long	even	37.6583950594129
Lung	12	75747_CAR C20:5	37854.29	20	5	0	446.326	long	even	61.20484370523337
Lung	16	75747_CAR C20:5	21021.406	20	5	0	446.326	long	even	33.98853521474726
Lung	20	75747_CAR C20:5	21855.924	20	5	0	446.326	long	even	35.33782861740265
Lung	0	76018_CAR C18:3	7813.3794	18	3	0	422.326	long	even	48.89714781322459
Lung	4	76018_CAR C18:3	13551.571	18	3	0	422.326	long	even	84.80749959337798
Lung	8	76018_CAR C18:3	12075.681	18	3	0	422.326	long	even	75.57118739201988
Lung	12	76018_CAR C18:3	15979.213	18	3	0	422.326	long	even	100.0
Lung	16	76018_CAR C18:3	12148.328	18	3	0	422.326	long	even	76.02582179735636
Lung	20	76018_CAR C18:3	13736.257	18	3	0	422.326	long	even	85.9632886801121
Lung	0	76061_CAR C16:0	1367214.2	16	0	0	400.342	long	even	59.47356092290072
Lung	4	76061_CAR C16:0	2298860.5	16	0	0	400.342	long	even	100.0
Lung	8	76061_CAR C16:0	1837695.5	16	0	0	400.342	long	even	79.93940911160115
Lung	12	76061_CAR C16:0	2273328.5	16	0	0	400.342	long	even	98.88936279517613
Lung	16	76061_CAR C16:0	1424357.1	16	0	0	400.342	long	even	61.95926634086758
Lung	20	76061_CAR C16:0	2018683.2	16	0	0	400.342	long	even	87.81234007022174
Lung	0	76574_CAR C20:4	477011.44	20	4	0	448.342	long	even	70.61336674533626
Lung	4	76574_CAR C20:4	559775.44	20	4	0	448.342	long	even	82.86515820197515
Lung	8	76574_CAR C20:4	517896.12	20	4	0	448.342	long	even	76.66564277273241
Lung	12	76574_CAR C20:4	636867.44	20	4	0	448.342	long	even	94.27730728823492
Lung	16	76574_CAR C20:4	675525.7	20	4	0	448.342	long	even	100.0
Lung	20	76574_CAR C20:4	442298.16	20	4	0	448.342	long	even	65.47466069758708
Lung	0	76708_CAR C18:0;O	88652.58	18	0	1	444.368	long	even	65.32339925855494
Lung	4	76708_CAR C18:0;O	101893.53	18	0	1	444.368	long	even	75.0799552822213
Lung	8	76708_CAR C18:0;O	112345.586	18	0	1	444.368	long	even	82.78152276238686
Lung	12	76708_CAR C18:0;O	135713.36	18	0	1	444.368	long	even	100.0
Lung	16	76708_CAR C18:0;O	90038.32	18	0	1	444.368	long	even	66.34447780233282
Lung	20	76708_CAR C18:0;O	83650.54	18	0	1	444.368	long	even	61.637660433725905
Lung	0	76865_CAR C16:0;O	129705.15	16	0	1	416.337	long	even	42.38651990946835
Lung	4	76865_CAR C16:0;O	163478.98	16	0	1	416.337	long	even	53.42351510753103
Lung	8	76865_CAR C16:0;O	115765.3	16	0	1	416.337	long	even	37.83109763394573
Lung	12	76865_CAR C16:0;O	306005.66	16	0	1	416.337	long	even	100.0
Lung	16	76865_CAR C16:0;O	260374.45	16	0	1	416.337	long	even	85.08811569040914
Lung	20	76865_CAR C16:0;O	209140.39	16	0	1	416.337	long	even	68.34526851562158
Lung	0	7709_CAR C4:0	166416.02	4	0	0	232.154	short	even	74.78905136164988
Lung	4	7709_CAR C4:0	214107.81	4	0	0	232.154	short	even	96.22222667637632
Lung	8	7709_CAR C4:0	137112.03	4	0	0	232.154	short	even	61.61954031811408
Lung	12	7709_CAR C4:0	177609.89	4	0	0	232.154	short	even	79.81969034920428
Lung	16	7709_CAR C4:0	128515.32	4	0	0	232.154	short	even	57.75609144022836
Lung	20	7709_CAR C4:0	222513.88	4	0	0	232.154	short	even	100.0
Lung	0	78774_CAR C20:2	16539.557	20	2	0	452.373	long	even	38.574482627467475
Lung	4	78774_CAR C20:2	31581.312	20	2	0	452.373	long	even	73.65570741082304
Lung	8	78774_CAR C20:2	25691.887	20	2	0	452.373	long	even	59.92006005652735
Lung	12	78774_CAR C20:2	42876.938	20	2	0	452.373	long	even	100.0
Lung	16	78774_CAR C20:2	17503.773	20	2	0	452.373	long	even	40.82328127069149
Lung	20	78774_CAR C20:2	23939.346	20	2	0	452.373	long	even	55.83268562694472
Lung	0	78989_CAR C20:3	16876.836	20	3	0	450.358	long	even	44.31330358849085
Lung	4	78989_CAR C20:3	36033.074	20	3	0	450.358	long	even	94.61160536184367
Lung	8	78989_CAR C20:3	28735.375	20	3	0	450.358	long	even	75.45012561028206
Lung	12	78989_CAR C20:3	38085.258	20	3	0	450.358	long	even	100.0
Lung	16	78989_CAR C20:3	37701.902	20	3	0	450.358	long	even	98.99342680046962
Lung	20	78989_CAR C20:3	34749.32	20	3	0	450.358	long	even	91.24086805451074
Lung	0	79405_CAR C22:4	47961.316	22	4	0	476.372	very long	even	100.0
Lung	4	79405_CAR C22:4	17268.598	22	4	0	476.372	very long	even	36.00526307493315
Lung	8	79405_CAR C22:4	30726.803	22	4	0	476.372	very long	even	64.06580461637041
Lung	12	79405_CAR C22:4	7950.3057	22	4	0	476.372	very long	even	16.576496149521837
Lung	16	79405_CAR C22:4	6979.8647	22	4	0	476.372	very long	even	14.553113388298186
Lung	20	79405_CAR C22:4	5667.426	22	4	0	476.372	very long	even	11.816660743837806
Lung	0	79857_CAR C22:2	0.0	22	2	0	480.405	very long	even	0.0
Lung	4	79857_CAR C22:2	7805.9907	22	2	0	480.405	very long	even	73.89585348723809
Lung	8	79857_CAR C22:2	9385.541	22	2	0	480.405	very long	even	88.84875594771923
Lung	12	79857_CAR C22:2	10563.503	22	2	0	480.405	very long	even	100.0
Lung	16	79857_CAR C22:2	0.0	22	2	0	480.405	very long	even	0.0
Lung	20	79857_CAR C22:2	0.0	22	2	0	480.405	very long	even	0.0
Lung	0	81327_CAR C18:0	569526.75	18	0	0	428.373	long	even	63.553957163364025
Lung	4	81327_CAR C18:0	767671.0	18	0	0	428.373	long	even	85.66503654052566
Lung	8	81327_CAR C18:0	757103.75	18	0	0	428.373	long	even	84.485828445674
Lung	12	81327_CAR C18:0	896131.06	18	0	0	428.373	long	even	100.0
Lung	16	81327_CAR C18:0	604410.2	18	0	0	428.373	long	even	67.44662996057741
Lung	20	81327_CAR C18:0	682769.8	18	0	0	428.373	long	even	76.19084199581253
Lung	0	84509_CAR C20:1	40750.91	20	1	0	454.389	long	even	48.5307249197028
Lung	4	84509_CAR C20:1	72910.305	20	1	0	454.389	long	even	86.82971633680403
Lung	8	84509_CAR C20:1	64164.727	20	1	0	454.389	long	even	76.41450744498286
Lung	12	84509_CAR C20:1	83969.3	20	1	0	454.389	long	even	100.0
Lung	16	84509_CAR C20:1	35639.676	20	1	0	454.389	long	even	42.4436978752949
Lung	20	84509_CAR C20:1	38646.777	20	1	0	454.389	long	even	46.02488885818984
Skin	0	14386_CAR C6:0;O	0.0	6	0	1	276.181	short	even	0.0
Skin	4	14386_CAR C6:0;O	0.0	6	0	1	276.181	short	even	0.0
Skin	8	14386_CAR C6:0;O	0.0	6	0	1	276.181	short	even	0.0
Skin	12	14386_CAR C6:0;O	5803.9717	6	0	1	276.181	short	even	100.0
Skin	16	14386_CAR C6:0;O	0.0	6	0	1	276.181	short	even	0.0
Skin	20	14386_CAR C6:0;O	0.0	6	0	1	276.181	short	even	0.0
Skin	0	17059_CAR C5:0	452448.22	5	0	0	246.17	short	odd	100.0
Skin	4	17059_CAR C5:0	399020.2	5	0	0	246.17	short	odd	88.19135148769068
Skin	8	17059_CAR C5:0	241017.53	5	0	0	246.17	short	odd	53.26963823617209
Skin	12	17059_CAR C5:0	395563.1	5	0	0	246.17	short	odd	87.42726405244781
Skin	16	17059_CAR C5:0	412086.97	5	0	0	246.17	short	odd	91.07936594379794
Skin	20	17059_CAR C5:0	388206.7	5	0	0	246.17	short	odd	85.80135424115494
Skin	0	25943_CAR C6:0	13615.709	6	0	0	260.186	short	even	48.65840937920892
Skin	4	25943_CAR C6:0	18239.35	6	0	0	260.186	short	even	65.18189828459717
Skin	8	25943_CAR C6:0	13123.079	6	0	0	260.186	short	even	46.89789935270353
Skin	12	25943_CAR C6:0	27982.232	6	0	0	260.186	short	even	100.0
Skin	16	25943_CAR C6:0	11223.717	6	0	0	260.186	short	even	40.110156330631526
Skin	20	25943_CAR C6:0	12876.253	6	0	0	260.186	short	even	46.01581818062262
Skin	0	44253_CAR C8:0	0.0	8	0	0	288.217	medium	even	0.0
Skin	4	44253_CAR C8:0	0.0	8	0	0	288.217	medium	even	0.0
Skin	8	44253_CAR C8:0	0.0	8	0	0	288.217	medium	even	0.0
Skin	12	44253_CAR C8:0	5355.7207	8	0	0	288.217	medium	even	100.0
Skin	16	44253_CAR C8:0	0.0	8	0	0	288.217	medium	even	0.0
Skin	20	44253_CAR C8:0	0.0	8	0	0	288.217	medium	even	0.0
Skin	0	47332_CAR C10:0;O	2551.41	10	0	1	332.243	medium	even	37.74730795906724
Skin	4	47332_CAR C10:0;O	3734.8604	10	0	1	332.243	medium	even	55.256084166372744
Skin	8	47332_CAR C10:0;O	2956.7126	10	0	1	332.243	medium	even	43.743632367457366
Skin	12	47332_CAR C10:0;O	6759.184	10	0	1	332.243	medium	even	100.0
Skin	16	47332_CAR C10:0;O	2345.796	10	0	1	332.243	medium	even	34.7053135408061
Skin	20	47332_CAR C10:0;O	0.0	10	0	1	332.243	medium	even	0.0
Skin	0	54630_CAR C14:3;O	849.6074	14	3	1	382.259	long	even	86.56119239204656
Skin	4	54630_CAR C14:3;O	675.4881	14	3	1	382.259	long	even	68.82126424821394
Skin	8	54630_CAR C14:3;O	620.53375	14	3	1	382.259	long	even	63.22230870341775
Skin	12	54630_CAR C14:3;O	981.51074	14	3	1	382.259	long	even	100.0
Skin	16	54630_CAR C14:3;O	211.76688	14	3	1	382.259	long	even	21.57560496994663
Skin	20	54630_CAR C14:3;O	191.44739	14	3	1	382.259	long	even	19.50537902417655
Skin	0	57182_CAR C10:0	0.0	10	0	0	316.248	medium	even	0.0
Skin	4	57182_CAR C10:0	6278.0166	10	0	0	316.248	medium	even	78.64105164779373
Skin	8	57182_CAR C10:0	0.0	10	0	0	316.248	medium	even	0.0
Skin	12	57182_CAR C10:0	7983.129	10	0	0	316.248	medium	even	100.0
Skin	16	57182_CAR C10:0	0.0	10	0	0	316.248	medium	even	0.0
Skin	20	57182_CAR C10:0	0.0	10	0	0	316.248	medium	even	0.0
Skin	0	58797_CAR C12:0;O	3395.125	12	0	1	360.274	medium	even	41.19009139981343
Skin	4	58797_CAR C12:0;O	5080.8857	12	0	1	360.274	medium	even	61.64195615036414
Skin	8	58797_CAR C12:0;O	3850.195	12	0	1	360.274	medium	even	46.71105893217619
Skin	12	58797_CAR C12:0;O	8242.577	12	0	1	360.274	medium	even	100.0
Skin	16	58797_CAR C12:0;O	2888.9915	12	0	1	360.274	medium	even	35.04961494445245
Skin	20	58797_CAR C12:0;O	1617.1074	12	0	1	360.274	medium	even	19.618954120780433
Skin	0	59995_CAR C14:2;O	7372.2637	14	2	1	384.274	long	even	50.10155327608741
Skin	4	59995_CAR C14:2;O	9277.748	14	2	1	384.274	long	even	63.05113390126201
Skin	8	59995_CAR C14:2;O	6671.1035	14	2	1	384.274	long	even	45.33650192349239
Skin	12	59995_CAR C14:2;O	14714.641	14	2	1	384.274	long	even	100.0
Skin	16	59995_CAR C14:2;O	5428.982	14	2	1	384.274	long	even	36.89510331920432
Skin	20	59995_CAR C14:2;O	0.0	14	2	1	384.274	long	even	0.0
Skin	0	63804_CAR C12:0	0.0	12	0	0	344.28	medium	even	0.0
Skin	4	63804_CAR C12:0	25974.648	12	0	0	344.28	medium	even	68.8573032013049
Skin	8	63804_CAR C12:0	23383.951	12	0	0	344.28	medium	even	61.98951393110147
Skin	12	63804_CAR C12:0	37722.43	12	0	0	344.28	medium	even	100.0
Skin	16	63804_CAR C12:0	0.0	12	0	0	344.28	medium	even	0.0
Skin	20	63804_CAR C12:0	0.0	12	0	0	344.28	medium	even	0.0
Skin	0	64621_CAR C14:2	0.0	14	2	0	368.28	long	even	0.0
Skin	4	64621_CAR C14:2	0.0	14	2	0	368.28	long	even	0.0
Skin	8	64621_CAR C14:2	5845.117	14	2	0	368.28	long	even	66.16040538028965
Skin	12	64621_CAR C14:2	8834.766	14	2	0	368.28	long	even	100.0
Skin	16	64621_CAR C14:2	0.0	14	2	0	368.28	long	even	0.0
Skin	20	64621_CAR C14:2	0.0	14	2	0	368.28	long	even	0.0
Skin	0	66675_CAR C14:0;O	0.0	14	0	1	388.306	long	even	0.0
Skin	4	66675_CAR C14:0;O	15449.508	14	0	1	388.306	long	even	58.89819806566059
Skin	8	66675_CAR C14:0;O	0.0	14	0	1	388.306	long	even	0.0
Skin	12	66675_CAR C14:0;O	26230.867	14	0	1	388.306	long	even	100.0
Skin	16	66675_CAR C14:0;O	0.0	14	0	1	388.306	long	even	0.0
Skin	20	66675_CAR C14:0;O	0.0	14	0	1	388.306	long	even	0.0
Skin	0	67785_CAR C16:3	3739.8896	16	3	0	394.295	long	even	72.70484348692925
Skin	4	67785_CAR C16:3	3223.6113	16	3	0	394.295	long	even	62.66820149696305
Skin	8	67785_CAR C16:3	4344.2617	16	3	0	394.295	long	even	84.45406168266604
Skin	12	67785_CAR C16:3	5143.9346	16	3	0	394.295	long	even	100.0
Skin	16	67785_CAR C16:3	2456.6785	16	3	0	394.295	long	even	47.75874288914949
Skin	20	67785_CAR C16:3	1634.1412	16	3	0	394.295	long	even	31.76831213989385
Skin	0	68071_CAR C14:1	40826.94	14	1	0	370.295	long	even	57.55466129017252
Skin	4	68071_CAR C14:1	66546.71	14	1	0	370.295	long	even	93.8124031344337
Skin	8	68071_CAR C14:1	55402.055	14	1	0	370.295	long	even	78.10153076141657
Skin	12	68071_CAR C14:1	70935.94	14	1	0	370.295	long	even	100.0
Skin	16	68071_CAR C14:1	20859.342	14	1	0	370.295	long	even	29.405886494208715
Skin	20	68071_CAR C14:1	21522.242	14	1	0	370.295	long	even	30.340391626585898
Skin	0	70150_CAR C16:2	21137.197	16	2	0	396.313	long	even	21.960673960017964
Skin	4	70150_CAR C16:2	96250.22	16	2	0	396.313	long	even	100.0
Skin	8	70150_CAR C16:2	87085.67	16	2	0	396.313	long	even	90.47841137402075
Skin	12	70150_CAR C16:2	44005.83	16	2	0	396.313	long	even	45.7202383537409
Skin	16	70150_CAR C16:2	12823.313	16	2	0	396.313	long	even	13.322892145077695
Skin	20	70150_CAR C16:2	11959.062	16	2	0	396.313	long	even	12.424971080585582
Skin	0	7061_CAR C2:0	936200.5	2	0	0	204.123	short	even	81.29414266549996
Skin	4	7061_CAR C2:0	1033641.4	2	0	0	204.123	short	even	89.75533706355327
Skin	8	7061_CAR C2:0	864921.4	2	0	0	204.123	short	even	75.10468503920255
Skin	12	7061_CAR C2:0	1151621.1	2	0	0	204.123	short	even	100.0
Skin	16	7061_CAR C2:0	913278.1	2	0	0	204.123	short	even	79.30369632859279
Skin	20	7061_CAR C2:0	693216.5	2	0	0	204.123	short	even	60.194841862484104
Skin	0	71894_CAR C18:2;O	42238.45	18	2	1	440.337	long	even	71.85067561675879
Skin	4	71894_CAR C18:2;O	33390.645	18	2	1	440.337	long	even	56.7999157764868
Skin	8	71894_CAR C18:2;O	58786.434	18	2	1	440.337	long	even	100.0
Skin	12	71894_CAR C18:2;O	41824.477	18	2	1	440.337	long	even	71.1464774338923
Skin	16	71894_CAR C18:2;O	0.0	18	2	1	440.337	long	even	0.0
Skin	20	71894_CAR C18:2;O	0.0	18	2	1	440.337	long	even	0.0
Skin	0	72533_CAR C14:0	132388.45	14	0	0	372.311	long	even	42.70944827676537
Skin	4	72533_CAR C14:0	260834.2	14	0	0	372.311	long	even	84.1469537086617
Skin	8	72533_CAR C14:0	165812.0	14	0	0	372.311	long	even	53.49212138722841
Skin	12	72533_CAR C14:0	309974.62	14	0	0	372.311	long	even	100.0
Skin	16	72533_CAR C14:0	78419.72	14	0	0	372.311	long	even	25.29875510453082
Skin	20	72533_CAR C14:0	93572.75	14	0	0	372.311	long	even	30.18722952221056
Skin	0	72562_CAR C16:1;O	0.0	16	1	1	414.321	long	even	0.0
Skin	4	72562_CAR C16:1;O	0.0	16	1	1	414.321	long	even	0.0
Skin	8	72562_CAR C16:1;O	0.0	16	1	1	414.321	long	even	0.0
Skin	12	72562_CAR C16:1;O	78991.16	16	1	1	414.321	long	even	100.0
Skin	16	72562_CAR C16:1;O	0.0	16	1	1	414.321	long	even	0.0
Skin	20	72562_CAR C16:1;O	0.0	16	1	1	414.321	long	even	0.0
Skin	0	73409_CAR C18:1;O	160115.86	18	1	1	442.353	long	even	59.92014681788549
Skin	4	73409_CAR C18:1;O	0.0	18	1	1	442.353	long	even	0.0
Skin	8	73409_CAR C18:1;O	267215.4	18	1	1	442.353	long	even	100.0
Skin	12	73409_CAR C18:1;O	179139.5	18	1	1	442.353	long	even	67.03936225232528
Skin	16	73409_CAR C18:1;O	0.0	18	1	1	442.353	long	even	0.0
Skin	20	73409_CAR C18:1;O	0.0	18	1	1	442.353	long	even	0.0
Skin	0	74094_CAR C22:6	32878.836	22	6	0	472.342	very long	even	53.415031765767054
Skin	4	74094_CAR C22:6	38607.86	22	6	0	472.342	very long	even	62.72241718983869
Skin	8	74094_CAR C22:6	38140.23	22	6	0	472.342	very long	even	61.96270442796885
Skin	12	74094_CAR C22:6	61553.527	22	6	0	472.342	very long	even	100.0
Skin	16	74094_CAR C22:6	25601.635	22	6	0	472.342	very long	even	41.59247446535435
Skin	20	74094_CAR C22:6	18165.617	22	6	0	472.342	very long	even	29.511902705429044
Skin	0	74520_CAR C15:0	34666.145	15	0	0	386.327	long	odd	64.65756125292572
Skin	4	74520_CAR C15:0	52869.78	15	0	0	386.327	long	odd	98.61007154902015
Skin	8	74520_CAR C15:0	0.0	15	0	0	386.327	long	odd	0.0
Skin	12	74520_CAR C15:0	53614.99	15	0	0	386.327	long	odd	100.0
Skin	16	74520_CAR C15:0	0.0	15	0	0	386.327	long	odd	0.0
Skin	20	74520_CAR C15:0	0.0	15	0	0	386.327	long	odd	0.0
Skin	0	74910_CAR C18:2	223447.14	18	2	0	424.342	long	even	51.652116818449635
Skin	4	74910_CAR C18:2	292851.7	18	2	0	424.342	long	even	67.69569849442497
Skin	8	74910_CAR C18:2	194200.81	18	2	0	424.342	long	even	44.891525236606476
Skin	12	74910_CAR C18:2	432600.16	18	2	0	424.342	long	even	100.0
Skin	16	74910_CAR C18:2	146852.25	18	2	0	424.342	long	even	33.94641601611983
Skin	20	74910_CAR C18:2	148472.73	18	2	0	424.342	long	even	34.32100672362211
Skin	0	75339_CAR C22:5	23928.547	22	5	0	474.358	very long	even	69.47518804152854
Skin	4	75339_CAR C22:5	27344.77	22	5	0	474.358	very long	even	79.3939990465091
Skin	8	75339_CAR C22:5	20070.223	22	5	0	474.358	very long	even	58.2727616917321
Skin	12	75339_CAR C22:5	34441.86	22	5	0	474.358	very long	even	100.0
Skin	16	75339_CAR C22:5	24448.982	22	5	0	474.358	very long	even	70.98624174188038
Skin	20	75339_CAR C22:5	17887.422	22	5	0	474.358	very long	even	51.93512197076464
Skin	0	75675_CAR C16:1	129540.87	16	1	0	398.326	long	even	40.14189634325088
Skin	4	75675_CAR C16:1	185466.53	16	1	0	398.326	long	even	57.47204123611668
Skin	8	75675_CAR C16:1	0.0	16	1	0	398.326	long	even	0.0
Skin	12	75675_CAR C16:1	322707.4	16	1	0	398.326	long	even	100.0
Skin	16	75675_CAR C16:1	0.0	16	1	0	398.326	long	even	0.0
Skin	20	75675_CAR C16:1	0.0	16	1	0	398.326	long	even	0.0
Skin	0	75747_CAR C20:5	40331.297	20	5	0	446.326	long	even	75.56831475429986
Skin	4	75747_CAR C20:5	36255.797	20	5	0	446.326	long	even	67.932094506259
Skin	8	75747_CAR C20:5	53370.645	20	5	0	446.326	long	even	100.0
Skin	12	75747_CAR C20:5	11324.869	20	5	0	446.326	long	even	21.219284496187
Skin	16	75747_CAR C20:5	28739.281	20	5	0	446.326	long	even	53.84847981507438
Skin	20	75747_CAR C20:5	22639.207	20	5	0	446.326	long	even	42.418837171632454
Skin	0	76018_CAR C18:3	12711.096	18	3	0	422.326	long	even	70.91215516986486
Skin	4	76018_CAR C18:3	17925.13	18	3	0	422.326	long	even	100.0
Skin	8	76018_CAR C18:3	15267.731	18	3	0	422.326	long	even	85.17500849366225
Skin	12	76018_CAR C18:3	13212.949	18	3	0	422.326	long	even	73.7118726614535
Skin	16	76018_CAR C18:3	4689.134	18	3	0	422.326	long	even	26.159553654562057
Skin	20	76018_CAR C18:3	5944.3286	18	3	0	422.326	long	even	33.16198320458484
Skin	0	76061_CAR C16:0	675265.94	16	0	0	400.342	long	even	40.534062154883344
Skin	4	76061_CAR C16:0	1377033.6	16	0	0	400.342	long	even	82.65893809446806
Skin	8	76061_CAR C16:0	696026.6	16	0	0	400.342	long	even	41.78025840582472
Skin	12	76061_CAR C16:0	1665922.2	16	0	0	400.342	long	even	100.0
Skin	16	76061_CAR C16:0	543633.44	16	0	0	400.342	long	even	32.63258272205029
Skin	20	76061_CAR C16:0	651078.9	16	0	0	400.342	long	even	39.08219123318004
Skin	0	76574_CAR C20:4	137282.42	20	4	0	448.342	long	even	89.82264788938818
Skin	4	76574_CAR C20:4	132729.28	20	4	0	448.342	long	even	86.84356949747836
Skin	8	76574_CAR C20:4	122252.164	20	4	0	448.342	long	even	79.98848709607347
Skin	12	76574_CAR C20:4	152837.2	20	4	0	448.342	long	even	100.0
Skin	16	76574_CAR C20:4	118095.445	20	4	0	448.342	long	even	77.2687833851968
Skin	20	76574_CAR C20:4	90726.67	20	4	0	448.342	long	even	59.36164101409865
Skin	0	76708_CAR C18:0;O	31042.621	18	0	1	444.368	long	even	45.40897687760651
Skin	4	76708_CAR C18:0;O	47608.316	18	0	1	444.368	long	even	69.64118527316955
Skin	8	76708_CAR C18:0;O	31994.854	18	0	1	444.368	long	even	46.80189812221063
Skin	12	76708_CAR C18:0;O	68362.3	18	0	1	444.368	long	even	100.0
Skin	16	76708_CAR C18:0;O	35302.22	18	0	1	444.368	long	even	51.63989508837473
Skin	20	76708_CAR C18:0;O	0.0	18	0	1	444.368	long	even	0.0
Skin	0	76865_CAR C16:0;O	0.0	16	0	1	416.337	long	even	0.0
Skin	4	76865_CAR C16:0;O	0.0	16	0	1	416.337	long	even	0.0
Skin	8	76865_CAR C16:0;O	0.0	16	0	1	416.337	long	even	0.0
Skin	12	76865_CAR C16:0;O	85976.22	16	0	1	416.337	long	even	100.0
Skin	16	76865_CAR C16:0;O	0.0	16	0	1	416.337	long	even	0.0
Skin	20	76865_CAR C16:0;O	0.0	16	0	1	416.337	long	even	0.0
Skin	0	77031_CAR C17:0	0.0	17	0	0	414.358	long	odd	0.0
Skin	4	77031_CAR C17:0	153215.28	17	0	0	414.358	long	odd	100.0
Skin	8	77031_CAR C17:0	0.0	17	0	0	414.358	long	odd	0.0
Skin	12	77031_CAR C17:0	0.0	17	0	0	414.358	long	odd	0.0
Skin	16	77031_CAR C17:0	0.0	17	0	0	414.358	long	odd	0.0
Skin	20	77031_CAR C17:0	0.0	17	0	0	414.358	long	odd	0.0
Skin	0	7709_CAR C4:0	175689.47	4	0	0	232.154	short	even	97.22694566403536
Skin	4	7709_CAR C4:0	180700.39	4	0	0	232.154	short	even	100.0
Skin	8	7709_CAR C4:0	139494.33	4	0	0	232.154	short	even	77.19647423007774
Skin	12	7709_CAR C4:0	163807.61	4	0	0	232.154	short	even	90.65149776378456
Skin	16	7709_CAR C4:0	149767.19	4	0	0	232.154	short	even	82.88149793146545
Skin	20	7709_CAR C4:0	157169.0	4	0	0	232.154	short	even	86.97767614115276
Skin	0	78774_CAR C20:2	25001.367	20	2	0	452.373	long	even	47.56278229345849
Skin	4	78774_CAR C20:2	39772.652	20	2	0	452.373	long	even	75.66378223676676
Skin	8	78774_CAR C20:2	19066.467	20	2	0	452.373	long	even	36.272185397958864
Skin	12	78774_CAR C20:2	52564.98	20	2	0	452.373	long	even	100.0
Skin	16	78774_CAR C20:2	16778.854	20	2	0	452.373	long	even	31.920213800138413
Skin	20	78774_CAR C20:2	14576.829	20	2	0	452.373	long	even	27.73106543558087
Skin	0	78989_CAR C20:3	10823.254	20	3	0	450.358	long	even	54.646253961735205
Skin	4	78989_CAR C20:3	10950.705	20	3	0	450.358	long	even	55.28974987467201
Skin	8	78989_CAR C20:3	5402.968	20	3	0	450.358	long	even	27.27940797426804
Skin	12	78989_CAR C20:3	19806.031	20	3	0	450.358	long	even	100.0
Skin	16	78989_CAR C20:3	11702.622	20	3	0	450.358	long	even	59.08615411134114
Skin	20	78989_CAR C20:3	8454.832	20	3	0	450.358	long	even	42.68816907334943
Skin	0	79405_CAR C22:4	41256.992	22	4	0	476.372	very long	even	99.62251758612929
Skin	4	79405_CAR C22:4	22035.377	22	4	0	476.372	very long	even	53.208429075476204
Skin	8	79405_CAR C22:4	41413.32	22	4	0	476.372	very long	even	100.0
Skin	12	79405_CAR C22:4	5305.2993	22	4	0	476.372	very long	even	12.810610933873448
Skin	16	79405_CAR C22:4	3379.5964	22	4	0	476.372	very long	even	8.16065072783346
Skin	20	79405_CAR C22:4	1674.5865	22	4	0	476.372	very long	even	4.043593945136492
Skin	0	80167_CAR C19:0	0.0	19	0	0	442.389	long	odd	0.0
Skin	4	80167_CAR C19:0	69221.48	19	0	0	442.389	long	odd	100.0
Skin	8	80167_CAR C19:0	0.0	19	0	0	442.389	long	odd	0.0
Skin	12	80167_CAR C19:0	51643.875	19	0	0	442.389	long	odd	74.60671889708223
Skin	16	80167_CAR C19:0	0.0	19	0	0	442.389	long	odd	0.0
