tissue	time	Metabolite	Abundance	carbons	unsaturations	hydroxy	SpecMZ	carbons_length	even_odd	RelAbundance
Blood	0	17059_CAR C5:0	260988.62	5	0	0	246.17	short	odd	100.0
Blood	4	17059_CAR C5:0	140644.4	5	0	0	246.17	short	odd	53.88909294206008
Blood	8	17059_CAR C5:0	116288.1	5	0	0	246.17	short	odd	44.556770329679516
Blood	12	17059_CAR C5:0	107886.73	5	0	0	246.17	short	odd	41.33771426508941
Blood	16	17059_CAR C5:0	157949.98	5	0	0	246.17	short	odd	60.51987247566581
Blood	20	17059_CAR C5:0	158045.69	5	0	0	246.17	short	odd	60.556544572709726
Blood	0	25943_CAR C6:0	115638.23	6	0	0	260.186	short	even	100.0
Blood	4	25943_CAR C6:0	46385.07	6	0	0	260.186	short	even	40.112227591169464
Blood	8	25943_CAR C6:0	58393.35	6	0	0	260.186	short	even	50.496578856317676
Blood	12	25943_CAR C6:0	91975.93	6	0	0	260.186	short	even	79.53764944344097
Blood	16	25943_CAR C6:0	45854.957	6	0	0	260.186	short	even	39.6538039366393
Blood	20	25943_CAR C6:0	41484.137	6	0	0	260.186	short	even	35.87406777153196
Blood	0	37259_CAR C9:2	1664.8445	9	2	0	298.201	medium	odd	100.0
Blood	4	37259_CAR C9:2	1446.8347	9	2	0	298.201	medium	odd	86.90509534073604
Blood	8	37259_CAR C9:2	1530.4551	9	2	0	298.201	medium	odd	91.92781067541142
Blood	12	37259_CAR C9:2	0.0	9	2	0	298.201	medium	odd	0.0
Blood	16	37259_CAR C9:2	0.0	9	2	0	298.201	medium	odd	0.0
Blood	20	37259_CAR C9:2	0.0	9	2	0	298.201	medium	odd	0.0
Blood	0	44253_CAR C8:0	12008.576	8	0	0	288.217	medium	even	56.27328987639214
Blood	4	44253_CAR C8:0	9218.606	8	0	0	288.217	medium	even	43.19923425510635
Blood	8	44253_CAR C8:0	16920.355	8	0	0	288.217	medium	even	79.2903373161365
Blood	12	44253_CAR C8:0	21339.744	8	0	0	288.217	medium	even	100.0
Blood	16	44253_CAR C8:0	0.0	8	0	0	288.217	medium	even	0.0
Blood	20	44253_CAR C8:0	0.0	8	0	0	288.217	medium	even	0.0
Blood	0	48635_CAR C10:1	9152.12	10	1	0	314.233	medium	even	100.0
Blood	4	48635_CAR C10:1	7694.692	10	1	0	314.233	medium	even	84.07551474412485
Blood	8	48635_CAR C10:1	7974.3354	10	1	0	314.233	medium	even	87.13101882405387
Blood	12	48635_CAR C10:1	5343.6235	10	1	0	314.233	medium	even	58.386728976455714
Blood	16	48635_CAR C10:1	4300.663	10	1	0	314.233	medium	even	46.99089391310427
Blood	20	48635_CAR C10:1	4908.2266	10	1	0	314.233	medium	even	53.629395156532034
Blood	0	52349_CAR C10:1	0.0	10	1	0	314.233	medium	even	0.0
Blood	4	52349_CAR C10:1	0.0	10	1	0	314.233	medium	even	0.0
Blood	8	52349_CAR C10:1	5383.8457	10	1	0	314.233	medium	even	68.81871539232712
Blood	12	52349_CAR C10:1	7823.229	10	1	0	314.233	medium	even	100.0
Blood	16	52349_CAR C10:1	0.0	10	1	0	314.233	medium	even	0.0
Blood	20	52349_CAR C10:1	0.0	10	1	0	314.233	medium	even	0.0
Blood	0	54630_CAR C14:3;O	247.18333	14	3	1	382.259	long	even	45.29895939147226
Blood	4	54630_CAR C14:3;O	0.0	14	3	1	382.259	long	even	0.0
Blood	8	54630_CAR C14:3;O	101.86905	14	3	1	382.259	long	even	18.668580762294358
Blood	12	54630_CAR C14:3;O	545.6711	14	3	1	382.259	long	even	100.0
Blood	16	54630_CAR C14:3;O	0.0	14	3	1	382.259	long	even	0.0
Blood	20	54630_CAR C14:3;O	0.0	14	3	1	382.259	long	even	0.0
Blood	0	57182_CAR C10:0	11119.652	10	0	0	316.248	medium	even	71.9413861209854
Blood	4	57182_CAR C10:0	8464.537	10	0	0	316.248	medium	even	54.763451648699736
Blood	8	57182_CAR C10:0	10834.43	10	0	0	316.248	medium	even	70.09607063519503
Blood	12	57182_CAR C10:0	15456.544	10	0	0	316.248	medium	even	100.0
Blood	16	57182_CAR C10:0	0.0	10	0	0	316.248	medium	even	0.0
Blood	20	57182_CAR C10:0	0.0	10	0	0	316.248	medium	even	0.0
Blood	0	61171_CAR C16:1;O2	0.0	16	1	2	430.316	long	even	0.0
Blood	4	61171_CAR C16:1;O2	0.0	16	1	2	430.316	long	even	0.0
Blood	8	61171_CAR C16:1;O2	0.0	16	1	2	430.316	long	even	0.0
Blood	12	61171_CAR C16:1;O2	8218.709	16	1	2	430.316	long	even	100.0
Blood	16	61171_CAR C16:1;O2	0.0	16	1	2	430.316	long	even	0.0
Blood	20	61171_CAR C16:1;O2	0.0	16	1	2	430.316	long	even	0.0
Blood	0	61495_CAR C14:2	3747.0403	14	2	0	368.28	long	even	91.9090626634744
Blood	4	61495_CAR C14:2	0.0	14	2	0	368.28	long	even	0.0
Blood	8	61495_CAR C14:2	3980.3672	14	2	0	368.28	long	even	97.63220812128392
Blood	12	61495_CAR C14:2	4076.8997	14	2	0	368.28	long	even	100.0
Blood	16	61495_CAR C14:2	0.0	14	2	0	368.28	long	even	0.0
Blood	20	61495_CAR C14:2	0.0	14	2	0	368.28	long	even	0.0
Blood	0	63804_CAR C12:0	29904.867	12	0	0	344.28	medium	even	64.7853106426675
Blood	4	63804_CAR C12:0	23228.715	12	0	0	344.28	medium	even	50.32222738542828
Blood	8	63804_CAR C12:0	32828.375	12	0	0	344.28	medium	even	71.1187403799181
Blood	12	63804_CAR C12:0	46159.95	12	0	0	344.28	medium	even	100.0
Blood	16	63804_CAR C12:0	0.0	12	0	0	344.28	medium	even	0.0
Blood	20	63804_CAR C12:0	0.0	12	0	0	344.28	medium	even	0.0
Blood	0	64621_CAR C14:2	20640.709	14	2	0	368.28	long	even	45.20303436845602
Blood	4	64621_CAR C14:2	18345.652	14	2	0	368.28	long	even	40.17687269694727
Blood	8	64621_CAR C14:2	24405.086	14	2	0	368.28	long	even	53.44699841575814
Blood	12	64621_CAR C14:2	45662.22	14	2	0	368.28	long	even	100.0
Blood	16	64621_CAR C14:2	0.0	14	2	0	368.28	long	even	0.0
Blood	20	64621_CAR C14:2	0.0	14	2	0	368.28	long	even	0.0
Blood	0	64789_CAR C21:4;O2	0.0	21	4	2	494.348	long	odd	0.0
Blood	4	64789_CAR C21:4;O2	0.0	21	4	2	494.348	long	odd	0.0
Blood	8	64789_CAR C21:4;O2	0.0	21	4	2	494.348	long	odd	0.0
Blood	12	64789_CAR C21:4;O2	160.41656	21	4	2	494.348	long	odd	100.0
Blood	16	64789_CAR C21:4;O2	0.0	21	4	2	494.348	long	odd	0.0
Blood	20	64789_CAR C21:4;O2	0.0	21	4	2	494.348	long	odd	0.0
Blood	0	65459_CAR C15:2	10749.019	15	2	0	382.295	long	odd	53.88295994130582
Blood	4	65459_CAR C15:2	7248.0894	15	2	0	382.295	long	odd	36.33340966196109
Blood	8	65459_CAR C15:2	14182.046	15	2	0	382.295	long	odd	71.092126314388
Blood	12	65459_CAR C15:2	19948.828	15	2	0	382.295	long	odd	100.0
Blood	16	65459_CAR C15:2	0.0	15	2	0	382.295	long	odd	0.0
Blood	20	65459_CAR C15:2	0.0	15	2	0	382.295	long	odd	0.0
Blood	0	67785_CAR C16:3	6965.8755	16	3	0	394.295	long	even	40.57321376815984
Blood	4	67785_CAR C16:3	6507.0806	16	3	0	394.295	long	even	37.90093179104993
Blood	8	67785_CAR C16:3	10402.143	16	3	0	394.295	long	even	60.58798661933701
Blood	12	67785_CAR C16:3	17168.656	16	3	0	394.295	long	even	100.0
Blood	16	67785_CAR C16:3	1128.0808	16	3	0	394.295	long	even	6.570583043891147
Blood	20	67785_CAR C16:3	1029.3947	16	3	0	394.295	long	even	5.99577916873633
Blood	0	68071_CAR C14:1	86947.95	14	1	0	370.295	long	even	58.67110161824719
Blood	4	68071_CAR C14:1	82551.586	14	1	0	370.295	long	even	55.70450471751746
Blood	8	68071_CAR C14:1	113138.64	14	1	0	370.295	long	even	76.34416503655676
Blood	12	68071_CAR C14:1	148195.53	14	1	0	370.295	long	even	100.0
Blood	16	68071_CAR C14:1	0.0	14	1	0	370.295	long	even	0.0
Blood	20	68071_CAR C14:1	0.0	14	1	0	370.295	long	even	0.0
Blood	0	70150_CAR C16:2	19710.12	16	2	0	396.313	long	even	50.636024154495296
Blood	4	70150_CAR C16:2	19078.932	16	2	0	396.313	long	even	49.0144789374176
Blood	8	70150_CAR C16:2	26030.377	16	2	0	396.313	long	even	66.87299714677633
Blood	12	70150_CAR C16:2	38925.094	16	2	0	396.313	long	even	100.0
Blood	16	70150_CAR C16:2	0.0	16	2	0	396.313	long	even	0.0
Blood	20	70150_CAR C16:2	0.0	16	2	0	396.313	long	even	0.0
Blood	0	7061_CAR C2:0	373802.4	2	0	0	204.123	short	even	74.31139247562422
Blood	4	7061_CAR C2:0	420134.84	2	0	0	204.123	short	even	83.52221651846962
Blood	8	7061_CAR C2:0	306111.0	2	0	0	204.123	short	even	60.854437162805276
Blood	12	7061_CAR C2:0	503021.66	2	0	0	204.123	short	even	100.0
Blood	16	7061_CAR C2:0	367799.0	2	0	0	204.123	short	even	73.1179249816002
Blood	20	7061_CAR C2:0	370066.3	2	0	0	204.123	short	even	73.56866103936757
Blood	0	71894_CAR C18:2;O	0.0	18	2	1	440.337	long	even	0.0
Blood	4	71894_CAR C18:2;O	0.0	18	2	1	440.337	long	even	0.0
Blood	8	71894_CAR C18:2;O	26598.457	18	2	1	440.337	long	even	100.0
Blood	12	71894_CAR C18:2;O	0.0	18	2	1	440.337	long	even	0.0
Blood	16	71894_CAR C18:2;O	0.0	18	2	1	440.337	long	even	0.0
Blood	20	71894_CAR C18:2;O	0.0	18	2	1	440.337	long	even	0.0
Blood	0	72533_CAR C14:0	119851.07	14	0	0	372.311	long	even	65.56100491405022
Blood	4	72533_CAR C14:0	115552.26	14	0	0	372.311	long	even	63.2094672637433
Blood	8	72533_CAR C14:0	156556.38	14	0	0	372.311	long	even	85.63956582536903
Blood	12	72533_CAR C14:0	182808.47	14	0	0	372.311	long	even	100.0
Blood	16	72533_CAR C14:0	0.0	14	0	0	372.311	long	even	0.0
Blood	20	72533_CAR C14:0	0.0	14	0	0	372.311	long	even	0.0
Blood	0	74910_CAR C18:2	52970.125	18	2	0	424.342	long	even	39.11042344593841
Blood	4	74910_CAR C18:2	59754.77	18	2	0	424.342	long	even	44.11985732740213
Blood	8	74910_CAR C18:2	78424.32	18	2	0	424.342	long	even	57.9044954804199
Blood	12	74910_CAR C18:2	135437.36	18	2	0	424.342	long	even	100.0
Blood	16	74910_CAR C18:2	16006.251	18	2	0	424.342	long	even	11.818194772845544
Blood	20	74910_CAR C18:2	21402.137	18	2	0	424.342	long	even	15.802240238587048
Blood	0	75675_CAR C16:1	114375.93	16	1	0	398.326	long	even	60.26341497495354
Blood	4	75675_CAR C16:1	0.0	16	1	0	398.326	long	even	0.0
Blood	8	75675_CAR C16:1	144604.39	16	1	0	398.326	long	even	76.19045687121428
Blood	12	75675_CAR C16:1	189793.31	16	1	0	398.326	long	even	100.0
Blood	16	75675_CAR C16:1	0.0	16	1	0	398.326	long	even	0.0
Blood	20	75675_CAR C16:1	0.0	16	1	0	398.326	long	even	0.0
Blood	0	75747_CAR C20:5	36851.746	20	5	0	446.326	long	even	54.636646450335554
Blood	4	75747_CAR C20:5	36850.184	20	5	0	446.326	long	even	54.634330618631
Blood	8	75747_CAR C20:5	41923.992	20	5	0	446.326	long	even	62.15679248116756
Blood	12	75747_CAR C20:5	67448.77	20	5	0	446.326	long	even	100.0
Blood	16	75747_CAR C20:5	8376.695	20	5	0	446.326	long	even	12.419344340897542
Blood	20	75747_CAR C20:5	13242.97	20	5	0	446.326	long	even	19.634116381959224
Blood	0	76018_CAR C18:3	10497.65	18	3	0	422.326	long	even	35.26610199156985
Blood	4	76018_CAR C18:3	6890.7114	18	3	0	422.326	long	even	23.14885055482637
Blood	8	76018_CAR C18:3	8763.226	18	3	0	422.326	long	even	29.43942900469883
Blood	12	76018_CAR C18:3	29766.97	18	3	0	422.326	long	even	100.0
Blood	16	76018_CAR C18:3	0.0	18	3	0	422.326	long	even	0.0
Blood	20	76018_CAR C18:3	0.0	18	3	0	422.326	long	even	0.0
Blood	0	76061_CAR C16:0	236857.89	16	0	0	400.342	long	even	54.00670331171709
Blood	4	76061_CAR C16:0	295864.9	16	0	0	400.342	long	even	67.46107497052702
Blood	8	76061_CAR C16:0	335620.5	16	0	0	400.342	long	even	76.52587282961164
Blood	12	76061_CAR C16:0	438571.28	16	0	0	400.342	long	even	100.0
Blood	16	76061_CAR C16:0	95404.266	16	0	0	400.342	long	even	21.753423069563517
Blood	20	76061_CAR C16:0	117855.27	16	0	0	400.342	long	even	26.872546236953777
Blood	0	76574_CAR C20:4	8043.2197	20	4	0	448.342	long	even	52.447733345609706
Blood	4	76574_CAR C20:4	11442.634	20	4	0	448.342	long	even	74.6144254648928
Blood	8	76574_CAR C20:4	15335.686	20	4	0	448.342	long	even	100.0
Blood	12	76574_CAR C20:4	11845.4375	20	4	0	448.342	long	even	77.2410018045492
Blood	16	76574_CAR C20:4	0.0	20	4	0	448.342	long	even	0.0
Blood	20	76574_CAR C20:4	2454.1816	20	4	0	448.342	long	even	16.003076745311557
Blood	0	7709_CAR C4:0	666910.56	4	0	0	232.154	short	even	100.0
Blood	4	7709_CAR C4:0	307800.34	4	0	0	232.154	short	even	46.15316632563143
Blood	8	7709_CAR C4:0	252418.14	4	0	0	232.154	short	even	37.84887436780128
Blood	12	7709_CAR C4:0	312040.1	4	0	0	232.154	short	even	46.78889774964726
Blood	16	7709_CAR C4:0	362900.78	4	0	0	232.154	short	even	54.41520973966883
Blood	20	7709_CAR C4:0	355715.44	4	0	0	232.154	short	even	53.337802898187725
Blood	0	78774_CAR C20:2	0.0	20	2	0	452.373	long	even	0.0
Blood	4	78774_CAR C20:2	0.0	20	2	0	452.373	long	even	0.0
Blood	8	78774_CAR C20:2	0.0	20	2	0	452.373	long	even	0.0
Blood	12	78774_CAR C20:2	5585.261	20	2	0	452.373	long	even	100.0
Blood	16	78774_CAR C20:2	0.0	20	2	0	452.373	long	even	0.0
Blood	20	78774_CAR C20:2	0.0	20	2	0	452.373	long	even	0.0
Blood	0	81327_CAR C18:0	56511.22	18	0	0	428.373	long	even	44.50640501151306
Blood	4	81327_CAR C18:0	77217.6	18	0	0	428.373	long	even	60.81407868414469
Blood	8	81327_CAR C18:0	83423.55	18	0	0	428.373	long	even	65.70168373286243
Blood	12	81327_CAR C18:0	126973.23	18	0	0	428.373	long	even	100.0
Blood	16	81327_CAR C18:0	0.0	18	0	0	428.373	long	even	0.0
Blood	20	81327_CAR C18:0	0.0	18	0	0	428.373	long	even	0.0
Blood	0	84509_CAR C20:1	0.0	20	1	0	454.389	long	even	0.0
Blood	4	84509_CAR C20:1	0.0	20	1	0	454.389	long	even	0.0
Blood	8	84509_CAR C20:1	17324.48	20	1	0	454.389	long	even	100.0
Blood	12	84509_CAR C20:1	16952.121	20	1	0	454.389	long	even	97.8506771920427
Blood	16	84509_CAR C20:1	0.0	20	1	0	454.389	long	even	0.0
Blood	20	84509_CAR C20:1	0.0	20	1	0	454.389	long	even	0.0
Brain	0	17059_CAR C5:0	70863.695	5	0	0	246.17	short	odd	87.82978948820238
Brain	4	17059_CAR C5:0	42998.523	5	0	0	246.17	short	odd	53.29317393615487
Brain	8	17059_CAR C5:0	56352.38	5	0	0	246.17	short	odd	69.84419416118769
Brain	12	17059_CAR C5:0	22949.352	5	0	0	246.17	short	odd	28.443856265901125
Brain	16	17059_CAR C5:0	26185.508	5	0	0	246.17	short	odd	32.45480856285633
Brain	20	17059_CAR C5:0	80682.984	5	0	0	246.17	short	odd	100.0
Brain	0	58797_CAR C12:0;O	1634.5095	12	0	1	360.274	medium	even	100.0
Brain	4	58797_CAR C12:0;O	1111.8518	12	0	1	360.274	medium	even	68.02357526829914
Brain	8	58797_CAR C12:0;O	1227.607	12	0	1	360.274	medium	even	75.10552860047616
Brain	12	58797_CAR C12:0;O	1086.6731	12	0	1	360.274	medium	even	66.48313148378764
Brain	16	58797_CAR C12:0;O	1572.6521	12	0	1	360.274	medium	even	96.21553744410785
Brain	20	58797_CAR C12:0;O	1132.7616	12	0	1	360.274	medium	even	69.30284589964147
Brain	0	63804_CAR C12:0	23161.264	12	0	0	344.28	medium	even	94.18900212279688
Brain	4	63804_CAR C12:0	19958.895	12	0	0	344.28	medium	even	81.16605395645419
Brain	8	63804_CAR C12:0	16629.63	12	0	0	344.28	medium	even	67.6270628136412
Brain	12	63804_CAR C12:0	0.0	12	0	0	344.28	medium	even	0.0
Brain	16	63804_CAR C12:0	0.0	12	0	0	344.28	medium	even	0.0
Brain	20	63804_CAR C12:0	24590.2	12	0	0	344.28	medium	even	100.0
Brain	0	65459_CAR C15:2	7968.684	15	2	0	382.295	long	odd	93.29677806018601
Brain	4	65459_CAR C15:2	7354.4224	15	2	0	382.295	long	odd	86.1050475101862
Brain	8	65459_CAR C15:2	8541.221	15	2	0	382.295	long	odd	100.0
Brain	12	65459_CAR C15:2	0.0	15	2	0	382.295	long	odd	0.0
Brain	16	65459_CAR C15:2	0.0	15	2	0	382.295	long	odd	0.0
Brain	20	65459_CAR C15:2	0.0	15	2	0	382.295	long	odd	0.0
Brain	0	66675_CAR C14:0;O	0.0	14	0	1	388.306	long	even	0.0
Brain	4	66675_CAR C14:0;O	15266.71	14	0	1	388.306	long	even	100.0
Brain	8	66675_CAR C14:0;O	0.0	14	0	1	388.306	long	even	0.0
Brain	12	66675_CAR C14:0;O	14361.466	14	0	1	388.306	long	even	94.07047097901251
Brain	16	66675_CAR C14:0;O	11302.832	14	0	1	388.306	long	even	74.03580732194429
Brain	20	66675_CAR C14:0;O	0.0	14	0	1	388.306	long	even	0.0
Brain	0	67785_CAR C16:3	986.59283	16	3	0	394.295	long	even	68.42276881619011
Brain	4	67785_CAR C16:3	662.70874	16	3	0	394.295	long	even	45.960568058748855
Brain	8	67785_CAR C16:3	1441.9072	16	3	0	394.295	long	even	100.0
Brain	12	67785_CAR C16:3	0.0	16	3	0	394.295	long	even	0.0
Brain	16	67785_CAR C16:3	0.0	16	3	0	394.295	long	even	0.0
Brain	20	67785_CAR C16:3	0.0	16	3	0	394.295	long	even	0.0
Brain	0	70150_CAR C16:2	100874.4	16	2	0	396.313	long	even	100.0
Brain	4	70150_CAR C16:2	71089.28	16	2	0	396.313	long	even	70.47306353247207
Brain	8	70150_CAR C16:2	95145.91	16	2	0	396.313	long	even	94.32116572688413
Brain	12	70150_CAR C16:2	0.0	16	2	0	396.313	long	even	0.0
Brain	16	70150_CAR C16:2	0.0	16	2	0	396.313	long	even	0.0
Brain	20	70150_CAR C16:2	0.0	16	2	0	396.313	long	even	0.0
Brain	0	7061_CAR C2:0	412487.47	2	0	0	204.123	short	even	69.35880086508604
Brain	4	7061_CAR C2:0	326082.88	2	0	0	204.123	short	even	54.83007166116768
Brain	8	7061_CAR C2:0	544884.6	2	0	0	204.123	short	even	91.62106782504706
Brain	12	7061_CAR C2:0	263797.4	2	0	0	204.123	short	even	44.35691424839512
Brain	16	7061_CAR C2:0	247555.55	2	0	0	204.123	short	even	41.62588525536752
Brain	20	7061_CAR C2:0	594715.4	2	0	0	204.123	short	even	100.0
Brain	0	71894_CAR C18:2;O	28937.27	18	2	1	440.337	long	even	100.0
Brain	4	71894_CAR C18:2;O	28012.879	18	2	1	440.337	long	even	96.80553486904604
Brain	8	71894_CAR C18:2;O	12475.721	18	2	1	440.337	long	even	43.11298543366392
Brain	12	71894_CAR C18:2;O	0.0	18	2	1	440.337	long	even	0.0
Brain	16	71894_CAR C18:2;O	0.0	18	2	1	440.337	long	even	0.0
Brain	20	71894_CAR C18:2;O	0.0	18	2	1	440.337	long	even	0.0
Brain	0	72533_CAR C14:0	241688.81	14	0	0	372.311	long	even	87.99355218055351
Brain	4	72533_CAR C14:0	274666.5	14	0	0	372.311	long	even	100.0
Brain	8	72533_CAR C14:0	193363.94	14	0	0	372.311	long	even	70.3995354366113
Brain	12	72533_CAR C14:0	127639.83	14	0	0	372.311	long	even	46.47084009152918
Brain	16	72533_CAR C14:0	153717.8	14	0	0	372.311	long	even	55.96525240609975
Brain	20	72533_CAR C14:0	227908.88	14	0	0	372.311	long	even	82.97658433045166
Brain	0	73409_CAR C18:1;O	174844.6	18	1	1	442.353	long	even	100.0
Brain	4	73409_CAR C18:1;O	0.0	18	1	1	442.353	long	even	0.0
Brain	8	73409_CAR C18:1;O	0.0	18	1	1	442.353	long	even	0.0
Brain	12	73409_CAR C18:1;O	0.0	18	1	1	442.353	long	even	0.0
Brain	16	73409_CAR C18:1;O	0.0	18	1	1	442.353	long	even	0.0
Brain	20	73409_CAR C18:1;O	0.0	18	1	1	442.353	long	even	0.0
Brain	0	74094_CAR C22:6	54048.957	22	6	0	472.342	very long	even	100.0
Brain	4	74094_CAR C22:6	52946.156	22	6	0	472.342	very long	even	97.95962575189009
Brain	8	74094_CAR C22:6	49875.234	22	6	0	472.342	very long	even	92.27788428923799
Brain	12	74094_CAR C22:6	53450.465	22	6	0	472.342	very long	even	98.89268538521473
Brain	16	74094_CAR C22:6	46947.215	22	6	0	472.342	very long	even	86.86053830789
Brain	20	74094_CAR C22:6	42660.92	22	6	0	472.342	very long	even	78.93014475746497
Brain	0	74910_CAR C18:2	37679.973	18	2	0	424.342	long	even	64.79248815163268
Brain	4	74910_CAR C18:2	47422.24	18	2	0	424.342	long	even	81.54477508048856
Brain	8	74910_CAR C18:2	58154.848	18	2	0	424.342	long	even	100.0
Brain	12	74910_CAR C18:2	40816.75	18	2	0	424.342	long	even	70.18632393295913
Brain	16	74910_CAR C18:2	31132.758	18	2	0	424.342	long	even	53.534243611125945
Brain	20	74910_CAR C18:2	46538.977	18	2	0	424.342	long	even	80.02596275378451
Brain	0	75339_CAR C22:5	4649.6636	22	5	0	474.358	very long	even	62.668262644034556
Brain	4	75339_CAR C22:5	4378.4175	22	5	0	474.358	very long	even	59.012402070385725
Brain	8	75339_CAR C22:5	5405.2437	22	5	0	474.358	very long	even	72.85198693656312
Brain	12	75339_CAR C22:5	7419.487	22	5	0	474.358	very long	even	100.0
Brain	16	75339_CAR C22:5	1682.4271	22	5	0	474.358	very long	even	22.67578742303882
Brain	20	75339_CAR C22:5	6549.9688	22	5	0	474.358	very long	even	88.28061562746858
Brain	0	75675_CAR C16:1	0.0	16	1	0	398.326	long	even	0.0
Brain	4	75675_CAR C16:1	0.0	16	1	0	398.326	long	even	0.0
Brain	8	75675_CAR C16:1	0.0	16	1	0	398.326	long	even	0.0
Brain	12	75675_CAR C16:1	0.0	16	1	0	398.326	long	even	0.0
Brain	16	75675_CAR C16:1	0.0	16	1	0	398.326	long	even	0.0
Brain	20	75675_CAR C16:1	136529.81	16	1	0	398.326	long	even	100.0
Brain	0	75747_CAR C20:5	8702.902	20	5	0	446.326	long	even	55.87315809264366
Brain	4	75747_CAR C20:5	12628.3	20	5	0	446.326	long	even	81.07445106716493
Brain	8	75747_CAR C20:5	15576.177	20	5	0	446.326	long	even	100.0
Brain	12	75747_CAR C20:5	12972.684	20	5	0	446.326	long	even	83.28541721116805
Brain	16	75747_CAR C20:5	9137.887	20	5	0	446.326	long	even	58.66578814557643
Brain	20	75747_CAR C20:5	7535.439	20	5	0	446.326	long	even	48.37797490359797
Brain	0	76018_CAR C18:3	9936.307	18	3	0	422.326	long	even	98.2819489056481
Brain	4	76018_CAR C18:3	8987.645	18	3	0	422.326	long	even	88.89854819019818
Brain	8	76018_CAR C18:3	6818.8604	18	3	0	422.326	long	even	67.4466770629719
Brain	12	76018_CAR C18:3	5689.4653	18	3	0	422.326	long	even	56.2756100344985
Brain	16	76018_CAR C18:3	5659.0073	18	3	0	422.326	long	even	55.97434402090128
Brain	20	76018_CAR C18:3	10110.002	18	3	0	422.326	long	even	100.0
Brain	0	76061_CAR C16:0	1223527.9	16	0	0	400.342	long	even	100.0
Brain	4	76061_CAR C16:0	1164648.4	16	0	0	400.342	long	even	95.18772722714374
Brain	8	76061_CAR C16:0	1074482.9	16	0	0	400.342	long	even	87.8184224487239
Brain	12	76061_CAR C16:0	810507.06	16	0	0	400.342	long	even	66.24344732964407
Brain	16	76061_CAR C16:0	878881.56	16	0	0	400.342	long	even	71.83175471519694
Brain	20	76061_CAR C16:0	1193414.0	16	0	0	400.342	long	even	97.53876474741607
Brain	0	76574_CAR C20:4	504861.88	20	4	0	448.342	long	even	89.29461549070982
Brain	4	76574_CAR C20:4	544481.2	20	4	0	448.342	long	even	96.30206066641487
Brain	8	76574_CAR C20:4	477439.06	20	4	0	448.342	long	even	84.44435789635362
Brain	12	76574_CAR C20:4	565388.94	20	4	0	448.342	long	even	100.0
Brain	16	76574_CAR C20:4	503020.9	20	4	0	448.342	long	even	88.96900247111307
Brain	20	76574_CAR C20:4	497427.4	20	4	0	448.342	long	even	87.9796835077814
Brain	0	76708_CAR C18:0;O	32463.398	18	0	1	444.368	long	even	81.28626685070596
Brain	4	76708_CAR C18:0;O	39937.125	18	0	1	444.368	long	even	100.0
Brain	8	76708_CAR C18:0;O	29092.514	18	0	1	444.368	long	even	72.84578947533153
Brain	12	76708_CAR C18:0;O	34688.477	18	0	1	444.368	long	even	86.85772198174004
Brain	16	76708_CAR C18:0;O	23478.764	18	0	1	444.368	long	even	58.78931946152859
Brain	20	76708_CAR C18:0;O	33437.22	18	0	1	444.368	long	even	83.72465469159334
Brain	0	76865_CAR C16:0;O	0.0	16	0	1	416.337	long	even	0.0
Brain	4	76865_CAR C16:0;O	0.0	16	0	1	416.337	long	even	0.0
Brain	8	76865_CAR C16:0;O	0.0	16	0	1	416.337	long	even	0.0
Brain	12	76865_CAR C16:0;O	74589.96	16	0	1	416.337	long	even	100.0
Brain	16	76865_CAR C16:0;O	38965.31	16	0	1	416.337	long	even	52.239349639013064
Brain	20	76865_CAR C16:0;O	0.0	16	0	1	416.337	long	even	0.0
Brain	0	7709_CAR C4:0	20853.547	4	0	0	232.154	short	even	73.91225863600248
Brain	4	7709_CAR C4:0	14091.458	4	0	0	232.154	short	even	49.94505194988489
Brain	8	7709_CAR C4:0	28213.922	4	0	0	232.154	short	even	100.0
Brain	12	7709_CAR C4:0	5594.582	4	0	0	232.154	short	even	19.829153848231382
Brain	16	7709_CAR C4:0	10942.858	4	0	0	232.154	short	even	38.785313151429285
Brain	20	7709_CAR C4:0	27934.727	4	0	0	232.154	short	even	99.01043534465006
Brain	0	78774_CAR C20:2	15626.944	20	2	0	452.373	long	even	87.3645828738528
Brain	4	78774_CAR C20:2	16956.389	20	2	0	452.373	long	even	94.79702826296594
Brain	8	78774_CAR C20:2	17887.047	20	2	0	452.373	long	even	100.0
Brain	12	78774_CAR C20:2	12671.2295	20	2	0	452.373	long	even	70.84025384402469
Brain	16	78774_CAR C20:2	8910.268	20	2	0	452.373	long	even	49.81408054666598
Brain	20	78774_CAR C20:2	16138.768	20	2	0	452.373	long	even	90.22600544405122
Brain	0	78989_CAR C20:3	8531.054	20	3	0	450.358	long	even	72.49988314768689
Brain	4	78989_CAR C20:3	3092.0845	20	3	0	450.358	long	even	26.277616450766082
Brain	8	78989_CAR C20:3	5720.268	20	3	0	450.358	long	even	48.6128398171495
Brain	12	78989_CAR C20:3	7034.466	20	3	0	450.358	long	even	59.78135445003353
Brain	16	78989_CAR C20:3	6348.2065	20	3	0	450.358	long	even	53.94928099709442
Brain	20	78989_CAR C20:3	11766.99	20	3	0	450.358	long	even	100.0
Brain	0	79405_CAR C22:4	18401.998	22	4	0	476.372	very long	even	70.0091599322187
Brain	4	79405_CAR C22:4	26285.129	22	4	0	476.372	very long	even	100.0
